time_step,capas,units,activation,lr,opt,batch,MAE,RMSE,MAPE,R2
7,1,64,relu,0.0005,rmsprop,64,0.019165724998744978,0.02372399914681364,6.468136507706074,0.8940283059188205
7,1,32,selu,0.01,rmsprop,128,0.021208394015311334,0.02835046677273266,7.320840124247111,0.8486666991350925
7,1,64,relu,0.001,rmsprop,32,0.027601333182240215,0.036175296366134285,8.120255757054405,0.7536013788756049
7,2,64,relu,0.0005,rmsprop,64,0.02806655160053373,0.03385502865462883,8.457046418759981,0.7841955235514827
7,2,64,relu,0.001,rmsprop,32,0.03138023739446608,0.0364951555314313,9.81412226076213,0.7492248405291981
7,1,32,elu,0.001,rmsprop,32,0.03157797892549542,0.04215905110386216,9.891797624542239,0.6653462218407109
7,1,64,elu,0.0005,adam,128,0.027476842374464537,0.042834411662485875,9.987550213773961,0.6545384717198712
7,1,64,relu,0.01,rmsprop,32,0.03187270580971411,0.03723740979417982,10.213778485877949,0.7389203595411148
7,1,32,relu,0.01,rmsprop,64,0.03540158948695157,0.04463236529102031,10.59496592494414,0.6249286571436656
7,1,32,relu,0.01,adam,32,0.03723658491036136,0.051717002503189766,10.823571168697768,0.4964057433996173
7,2,64,relu,0.001,adam,32,0.031887057019031474,0.04160603685413896,11.014556183206468,0.674068168946114
7,1,64,relu,0.001,adam,32,0.039401581371868735,0.04630877236084308,11.623287291228442,0.5962238955550596
7,1,32,relu,0.01,rmsprop,128,0.033871245497869885,0.050620046127384945,11.780792664953118,0.5175424014889211
7,1,32,elu,0.01,rmsprop,128,0.03441754520547174,0.04098648996399759,11.947810910170908,0.6837026651951272
7,1,32,selu,0.001,rmsprop,32,0.03419264234005369,0.05175457579353581,12.07326360268851,0.4956737378396975
7,2,32,relu,0.01,rmsprop,128,0.03578096010663788,0.04011290823023985,12.178064693623604,0.6970420331895926
7,2,32,relu,0.001,rmsprop,128,0.040429143280219564,0.047370982047524504,12.26872261484394,0.5774881888704713
7,2,64,selu,0.0005,adam,32,0.04151951304351399,0.053670788513866766,12.504948571249175,0.45763703121803245
7,2,64,relu,0.0005,adam,128,0.03877082170507532,0.04327623898145483,13.049964280207247,0.6473750006070611
7,1,32,elu,0.001,adam,32,0.041779074627755736,0.05556335554302182,13.134336496963275,0.41871246714833166
7,1,32,elu,0.0005,adam,128,0.04075735496488237,0.057738240827953966,13.279668159046121,0.372315834528548
7,1,64,selu,0.001,adam,64,0.04143892049851656,0.05344574723817396,13.28285738954958,0.46217574480201384
7,2,32,relu,0.01,rmsprop,64,0.04867563597189238,0.06174672118759853,13.749977416786727,0.2821364872623562
7,2,32,relu,0.001,rmsprop,64,0.04285471491640216,0.05381368776769715,13.752063949422833,0.4547450878545968
7,2,64,elu,0.001,adam,64,0.04577577235091104,0.05696890905125353,13.769811582292245,0.3889315190464224
7,2,64,relu,0.01,rmsprop,32,0.046143170481160616,0.053476676557297396,13.839018765696789,0.4615530815546637
7,2,64,elu,0.0005,rmsprop,32,0.04071366454750475,0.04946031738078089,14.02237319558058,0.53939581955247
7,1,64,elu,0.0005,adam,32,0.04626318922554703,0.055596971487491646,14.022768749812,0.4180088940734308
7,1,32,elu,0.01,rmsprop,32,0.04611516739555618,0.05198532647436385,14.033840591183724,0.49116657858889456
