time_step,capas,units,activation,lr,opt,batch,MAE,RMSE,MAPE,R2
15,2,32,selu,0.0005,adam,128,0.019426518080746708,0.026728547356621807,5.854435765304593,0.856110220875377
15,2,64,selu,0.001,adam,32,0.019739570535599476,0.024230417593969114,5.932156152992472,0.8817500322034142
15,2,32,selu,0.0005,rmsprop,32,0.022122196010970846,0.02981287557936397,7.135698488862036,0.820986011693836
15,2,32,selu,0.001,rmsprop,128,0.023847620137963838,0.030050403992660447,7.623443051389943,0.8181221284625303
15,1,32,selu,0.01,rmsprop,128,0.031789639204180355,0.03636986868046633,9.595629944561935,0.7335825303754027
15,2,32,elu,0.0005,adam,32,0.03169918241740886,0.038408379340418276,9.872101639573831,0.7028804710939375
15,2,32,relu,0.001,rmsprop,32,0.03242244803720156,0.03801983524664896,10.134731891716969,0.7088614636128175
15,2,32,relu,0.001,adam,32,0.03418685006874757,0.04161677275799113,10.137462830406335,0.6511682301677801
15,2,32,elu,0.0005,rmsprop,32,0.03430385139463645,0.040532435023092755,10.34599469887202,0.6691092523966184
15,1,64,relu,0.001,adam,64,0.03646745944549478,0.04526082571299312,10.348322552435278,0.5874047929441408
15,2,32,elu,0.001,adam,128,0.03712526892357568,0.04712117248178876,10.895626205862639,0.5527900995451227
15,2,64,relu,0.0005,adam,32,0.035010410368422964,0.042266849699943314,11.07284114641913,0.6401852253996636
15,2,64,selu,0.001,adam,64,0.03798703105476453,0.04745654387726537,11.10813466240543,0.5464016705127913
15,2,32,selu,0.0005,adam,32,0.03940298584297592,0.05235942706635476,11.185847267833337,0.447834834672049
15,2,64,elu,0.0005,adam,32,0.041922089782490235,0.052623424089102956,11.730006416899165,0.4422527473548281
15,2,32,elu,0.01,rmsprop,32,0.039969044980886916,0.045917760827208116,11.772335576154717,0.5753407030432905
15,1,64,elu,0.001,adam,32,0.04172398900002402,0.04986322166703082,11.99071200906082,0.4992281555556142
15,1,32,relu,0.0005,adam,32,0.04027473803833711,0.04973503165022712,12.151238070977309,0.5017996474506854
15,2,64,elu,0.0005,adam,64,0.043349256183757005,0.05518065819350689,12.436188542882013,0.38672821265401836
15,2,64,relu,0.001,adam,128,0.0440104084966643,0.054076720585042176,12.776100252402953,0.4110208428613813
15,2,64,elu,0.01,adam,32,0.04320164576194105,0.0501283445016127,13.171387393579012,0.493888788980939
15,2,64,selu,0.0005,rmsprop,32,0.04054993178620195,0.04338379188758539,13.171833128492095,0.6209170518861571
15,2,64,elu,0.001,adam,128,0.04698342548068833,0.05923280783220898,13.206988316849408,0.2933507969754052
15,2,32,elu,0.01,adam,32,0.047647435610269503,0.05800789607971458,13.307181718262637,0.32227506998078137
15,2,32,elu,0.01,adam,128,0.04731251655225083,0.059324168559958416,13.340963590116523,0.29116924332290284
15,2,64,relu,0.001,adam,32,0.043353419466959725,0.05256285895188607,13.517682262656116,0.44353584895761056
15,1,32,relu,0.001,rmsprop,32,0.0449656942604682,0.056337397460500635,13.62553381389586,0.3607469711090082
15,1,64,selu,0.01,adam,32,0.05196899880767769,0.0673044884309069,14.31483168553318,0.0876377901713623
15,1,64,relu,0.01,adam,64,0.05223921372326782,0.06266317300892213,14.442039876025936,0.20913201143630122
15,2,64,relu,0.0005,adam,64,0.04901583061405535,0.06017132181452157,14.523956329031268,0.27078039323497727
15,1,64,elu,0.01,adam,128,0.050762889284221194,0.0606656169301577,14.571806921665353,0.2587504032258956
15,1,32,elu,0.0005,adam,32,0.054154539361781405,0.07080473130015791,14.978024434160666,-0.009726585732123594
15,1,64,relu,0.0005,adam,32,0.051726299667150866,0.06219974611496697,15.135633811828994,0.2207865196062434
15,1,64,selu,0.01,adam,64,0.05492233977851735,0.06761570280743238,15.147286515093475,0.07918079987458126
15,1,64,relu,0.01,adam,32,0.05471808194311439,0.0653208759457431,15.208561195783146,0.14062397577923358
15,2,64,selu,0.0005,rmsprop,128,0.05289399910339444,0.06535002105164041,15.404062502288907,0.13985692565746166
15,1,64,selu,0.01,rmsprop,128,0.04485525812811762,0.05498280487663612,15.425974823111513,0.3911181684616982
15,2,64,elu,0.001,rmsprop,32,0.05200515580506135,0.05900495622808022,15.508501459399179,0.2987768937115506
15,2,64,elu,0.001,adam,32,0.05584635663604265,0.06889108486219991,15.517114207973536,0.04411580482048716
15,1,32,selu,0.01,rmsprop,64,0.05218466347679857,0.05729171274651507,15.525864351213414,0.3389065645040832
15,1,32,relu,0.001,adam,64,0.05525837030328304,0.06332236739363821,15.905720078742982,0.19240518942597118
