time_step,capas,units,activation,lr,opt,batch,MAE,RMSE,MAPE,R2
30,2,64,selu,0.0005,rmsprop,32,0.014158128753504117,0.018932738961857962,4.195724235450832,0.9172498952350833
30,1,64,selu,0.0005,rmsprop,64,0.017181489923659792,0.022055373711340677,5.4595668717317904,0.8877023934241273
30,2,32,elu,0.0005,adam,64,0.022114964562888022,0.02618336889203866,6.514765176590469,0.8417321483839855
30,2,32,elu,0.01,adam,64,0.021837998163744137,0.026378582608574595,6.581914857684628,0.8393633752478242
30,2,32,selu,0.0005,rmsprop,32,0.022042490012230884,0.02680683704003109,6.654490374415067,0.8341051871941935
30,2,32,elu,0.001,rmsprop,64,0.024896970286880843,0.03207949716223225,7.412970845908406,0.7624271746209379
30,2,64,elu,0.0005,adam,128,0.025566397003403178,0.031178349768895854,7.531048552708018,0.7755870535877603
30,1,32,selu,0.001,rmsprop,64,0.024842980208501547,0.03159510630243432,7.699942755485624,0.7695475656920967
30,2,32,selu,0.0005,adam,64,0.029061534885554893,0.040889470805574736,8.304418848439703,0.6140201455096054
30,2,32,relu,0.001,adam,32,0.02977746728121947,0.03761025258092616,8.470330132800774,0.6734466387909568
30,1,64,elu,0.0005,adam,32,0.029805453424413684,0.037558883634156874,8.520576536430436,0.6743380577760552
30,1,32,relu,0.001,adam,64,0.031004184936308566,0.04106996291602201,8.555185635382134,0.6106050816402913
30,2,32,elu,0.0005,adam,32,0.03117071358584165,0.04184877356383119,8.856026196306201,0.5956968471744972
30,1,64,selu,0.001,rmsprop,32,0.03302654913381695,0.03908454105325157,9.252466713790925,0.64734366356648
30,2,64,relu,0.0005,adam,32,0.032120482671590955,0.03756519997074328,9.429361790228569,0.6742285144028195
30,1,64,selu,0.0005,rmsprop,32,0.033343046634658646,0.041136798206519845,9.51328820314249,0.6093366851373849
30,2,32,relu,0.001,adam,128,0.03129768372847696,0.03625104638796629,9.57548909128761,0.6966229302607873
30,2,64,elu,0.01,rmsprop,64,0.03128761809596443,0.03500609047082775,9.839962002722416,0.7171026495772188
30,1,32,relu,0.0005,adam,128,0.033269912838120565,0.0391629749308084,10.433355410791032,0.6459268395707332
30,1,32,elu,0.0005,rmsprop,64,0.038088946858243496,0.05230639557361411,10.510162266977122,0.36838672975718456
30,2,64,selu,0.0005,rmsprop,64,0.0338596246671158,0.038724435118938236,10.620803662202297,0.6538121345951979
30,1,64,relu,0.01,adam,128,0.03842771119934064,0.04727794029124868,10.646395536154982,0.48398924460016446
30,1,32,selu,0.0005,rmsprop,32,0.036846924318154416,0.04349756792398006,10.848906693236158,0.5632110850003758
30,1,64,selu,0.01,rmsprop,32,0.03615291004893379,0.04267906206990909,10.965175156437853,0.5794947798311922
30,2,32,selu,0.0005,adam,32,0.03670787576875139,0.043899438074629614,11.119942376299061,0.5551028941424208
