d,unixTs,thermoCap
2022-08-16,1660608000,44975567634.56
2022-08-17,1660694400,44995098409.86
2022-08-18,1660780800,45016528726.83
2022-08-19,1660867200,45041130149.51
2022-08-20,1660953600,45061049776.16
2022-08-21,1661040000,45080723230.75
2022-08-22,1661126400,45100217582.85
2022-08-23,1661212800,45123461038.95
2022-08-24,1661299200,45143251408.66
2022-08-25,1661385600,45164969031.93
2022-08-26,1661472000,45188516625.12
2022-08-27,1661558400,45206914977.52
2022-08-28,1661644800,45227179960.07
2022-08-29,1661731200,45247010910.33
2022-08-30,1661817600,45267643345.02
2022-08-31,1661904000,45286353279.17
2022-09-01,1661990400,45303869986.17
2022-09-02,1662076800,45320431875.60
2022-09-03,1662163200,45338927162.85
2022-09-04,1662249600,45359928146.09
2022-09-05,1662336000,45379137582.83
2022-09-06,1662422400,45396832793.39
2022-09-07,1662508800,45414373895.48
2022-09-08,1662595200,45429950284.15
2022-09-09,1662681600,45449389277.63
2022-09-10,1662768000,45470651778.29
2022-09-11,1662854400,45495587304.30
2022-09-12,1662940800,45517052213.96
2022-09-13,1663027200,45535898362.33
2022-09-14,1663113600,45552285598.20
2022-09-15,1663200000,45570984828.26
2022-09-16,1663286400,45587145643.96
2022-09-17,1663372800,45608682082.75
2022-09-18,1663459200,45628034767.22
2022-09-19,1663545600,45643703025.79
2022-09-20,1663632000,45662218736.36
2022-09-21,1663718400,45679233653.95
2022-09-22,1663804800,45694646782.31
2022-09-23,1663891200,45711029132.95
2022-09-24,1663977600,45728645017.88
2022-09-25,1664064000,45746283990.20
2022-09-26,1664150400,45764401948.58
2022-09-27,1664236800,45780620065.37
2022-09-28,1664323200,45798822144.95
2022-09-29,1664409600,45816449946.32
2022-09-30,1664496000,45837401243.76
2022-10-01,1664582400,45859497713.97
2022-10-02,1664668800,45878538987.22
2022-10-03,1664755200,45897366230.97
2022-10-04,1664841600,45917870961.15
2022-10-05,1664928000,45940070363.24
2022-10-06,1665014400,45960299052.63
2022-10-07,1665100800,45981615317.13
2022-10-08,1665187200,46003062646.61
2022-10-09,1665273600,46022373727.42
2022-10-10,1665360000,46042811452.43
2022-10-11,1665446400,46061694174.02
2022-10-12,1665532800,46078242957.45
2022-10-13,1665619200,46095574223.92
2022-10-14,1665705600,46114909518.97
2022-10-15,1665792000,46133267188.32
2022-10-16,1665878400,46150668583.83
2022-10-17,1665964800,46169113867.91
2022-10-18,1666051200,46186720304.62
2022-10-19,1666137600,46205170393.48
2022-10-20,1666224000,46222752453.14
2022-10-21,1666310400,46241560636.91
2022-10-22,1666396800,46258038005.78
2022-10-23,1666483200,46276845166.43
2022-10-24,1666569600,46293527179.43
2022-10-25,1666656000,46308780520.72
2022-10-26,1666742400,46329177298.45
2022-10-27,1666828800,46346944023.01
2022-10-28,1666915200,46367600525.06
2022-10-29,1667001600,46386479894.35
2022-10-30,1667088000,46404227894.49
2022-10-31,1667174400,46426715259.57
2022-11-01,1667260800,46445484554.95
2022-11-02,1667347200,46461390662.07
2022-11-03,1667433600,46482541253.95
2022-11-04,1667520000,46499645363.19
2022-11-05,1667606400,46520116292.98
2022-11-06,1667692800,46538580571.64
2022-11-07,1667779200,46557617586.47
2022-11-08,1667865600,46577946203.25
2022-11-09,1667952000,46594675655.93
2022-11-10,1668038400,46610763729.66
2022-11-11,1668124800,46625474766.68
2022-11-12,1668211200,46643338846.08
2022-11-13,1668297600,46657029865.76
2022-11-14,1668384000,46670021262.70
2022-11-15,1668470400,46686930534.12
2022-11-16,1668556800,46703168599.02
2022-11-17,1668643200,46718061353.29
2022-11-18,1668729600,46733335828.02
2022-11-19,1668816000,46749077665.14
2022-11-20,1668902400,46764848595.00
2022-11-21,1668988800,46778176971.43
2022-11-22,1669075200,46791155182.54
2022-11-23,1669161600,46806144828.45
2022-11-24,1669248000,46819990451.33
2022-11-25,1669334400,46833120006.69
2022-11-26,1669420800,46844795299.16
2022-11-27,1669507200,46859149822.19
2022-11-28,1669593600,46873601326.16
2022-11-29,1669680000,46887415283.70
2022-11-30,1669766400,46902452141.20
2022-12-01,1669852800,46919273222.80
2022-12-02,1669939200,46933010809.17
2022-12-03,1670025600,46947297931.84
2022-12-04,1670112000,46962478565.54
2022-12-05,1670198400,46978492944.08
2022-12-06,1670284800,46993219276.30
2022-12-07,1670371200,47011677574.30
2022-12-08,1670457600,47029608552.14
2022-12-09,1670544000,47046174619.40
2022-12-10,1670630400,47062901239.28
2022-12-11,1670716800,47078799715.83
2022-12-12,1670803200,47094210087.32
2022-12-13,1670889600,47112503996.83
2022-12-14,1670976000,47129292070.06
2022-12-15,1671062400,47144904379.26
2022-12-16,1671148800,47159110061.92
2022-12-17,1671235200,47173805342.37
2022-12-18,1671321600,47189166641.29
2022-12-19,1671408000,47203644848.52
2022-12-20,1671494400,47218637479.87
2022-12-21,1671580800,47233954190.50
2022-12-22,1671667200,47248387060.83
2022-12-23,1671753600,47262561208.66
2022-12-24,1671840000,47272219029.30
2022-12-25,1671926400,47287273882.18
2022-12-26,1672012800,47301154492.13
2022-12-27,1672099200,47313629375.06
2022-12-28,1672185600,47331445279.82
2022-12-29,1672272000,47346411087.57
2022-12-30,1672358400,47363115816.37
2022-12-31,1672444800,47379473003.59
2023-01-01,1672531200,47395629067.61
2023-01-02,1672617600,47412055577.73
2023-01-03,1672704000,47428338095.96
2023-01-04,1672790400,47443628232.68
2023-01-05,1672876800,47460384122.75
2023-01-06,1672963200,47479540715.20
2023-01-07,1673049600,47495984981.94
2023-01-08,1673136000,47512305864.99
2023-01-09,1673222400,47528867305.75
2023-01-10,1673308800,47547326275.25
2023-01-11,1673395200,47563579906.08
2023-01-12,1673481600,47581221678.95
2023-01-13,1673568000,47600541637.09
2023-01-14,1673654400,47623085093.98
2023-01-15,1673740800,47644438738.74
2023-01-16,1673827200,47663988210.49
2023-01-17,1673913600,47684929685.77
2023-01-18,1674000000,47703773259.40
2023-01-19,1674086400,47723006873.67
2023-01-20,1674172800,47741015961.67
2023-01-21,1674259200,47761155539.63
2023-01-22,1674345600,47782995214.83
2023-01-23,1674432000,47805886345.25
2023-01-24,1674518400,47824782448.38
2023-01-25,1674604800,47849903898.29
2023-01-26,1674691200,47872532145.33
2023-01-27,1674777600,47894983865.19
2023-01-28,1674864000,47919426269.22
2023-01-29,1674950400,47943231527.73
2023-01-30,1675036800,47963567343.56
2023-01-31,1675123200,47980512414.75
2023-02-01,1675209600,48000874305.54
2023-02-02,1675296000,48022975430.48
2023-02-03,1675382400,48043055157.91
2023-02-04,1675468800,48063411489.89
2023-02-05,1675555200,48085797418.04
2023-02-06,1675641600,48107409654.26
2023-02-07,1675728000,48128333296.16
2023-02-08,1675814400,48148669699.37
2023-02-09,1675900800,48171971636.92
2023-02-10,1675987200,48192545025.69
2023-02-11,1676073600,48213092557.07
2023-02-12,1676160000,48235643137.85
2023-02-13,1676246400,48257301534.29
2023-02-14,1676332800,48278944533.82
2023-02-15,1676419200,48302891449.56
2023-02-16,1676505600,48331177471.05
2023-02-17,1676592000,48356623711.13
2023-02-18,1676678400,48382959370.03
2023-02-19,1676764800,48408293424.42
2023-02-20,1676851200,48431384854.30
2023-02-21,1676937600,48457586954.11
2023-02-22,1677024000,48479046731.85
2023-02-23,1677110400,48505296374.78
2023-02-24,1677196800,48525684231.86
2023-02-25,1677283200,48541467954.75
2023-02-26,1677369600,48566241156.00
2023-02-27,1677456000,48587292336.49
2023-02-28,1677542400,48607916253.05
2023-03-01,1677628800,48633596173.76
2023-03-02,1677715200,48655244736.33
2023-03-03,1677801600,48679418862.41
2023-03-04,1677888000,48701078874.20
2023-03-05,1677974400,48723193827.94
2023-03-06,1678060800,48742224200.06
2023-03-07,1678147200,48765825899.85
2023-03-08,1678233600,48784737940.92
2023-03-09,1678320000,48803754645.19
2023-03-10,1678406400,48821613802.13
2023-03-17,1679011200,48981044281.91
2023-03-18,1679097600,49009673622.74
2023-03-19,1679184000,49035843238.87
2023-03-20,1679270400,49063469660.91
2023-03-21,1679356800,49089591543.05
2023-03-22,1679443200,49118425276.87
2023-03-23,1679529600,49151306686.83
2023-03-24,1679616000,49180829667.41
2023-03-25,1679702400,49206589235.56
2023-03-27,1679875200,49258265432.40
2023-03-28,1679961600,49281640859.99
2023-03-29,1680048000,49308254372.06
2023-03-30,1680134400,49336507393.78
2023-03-31,1680220800,49362265362.20
2023-04-01,1680307200,49388038201.60
2023-04-02,1680393600,49415055818.04
2023-04-03,1680480000,49438742490.01
2023-04-04,1680566400,49468113296.09
2023-04-05,1680652800,49493640919.34
2023-04-06,1680739200,49522561112.79
2023-04-07,1680825600,49548107717.61
2023-04-08,1680912000,49574435082.72
2023-04-09,1680998400,49600447236.32
2023-04-10,1681084800,49623017347.22
2023-04-11,1681171200,49652927059.65
2023-04-12,1681257600,49683667497.90
2023-04-13,1681344000,49711278470.60
2023-04-14,1681430400,49738888614.60
2023-04-15,1681516800,49769527361.13
2023-04-16,1681603200,49793504823.93
2023-04-17,1681689600,49822909033.52
2023-04-18,1681776000,49854556301.52
2023-04-19,1681862400,49880878808.40
2023-04-20,1681948800,49905346363.46
2023-04-21,1682035200,49931335718.02
2023-04-22,1682121600,49957306737.90
2023-04-23,1682208000,49983020302.37
2023-04-24,1682294400,50007799873.48
2023-04-25,1682380800,50030057153.72
2023-04-26,1682467200,50054426005.22
2023-04-27,1682553600,50079308402.10
2023-04-28,1682640000,50107601512.99
2023-04-29,1682726400,50133926910.04
2023-04-30,1682812800,50162462592.39
2023-05-01,1682899200,50196786687.50
2023-05-02,1682985600,50222850990.71
2023-05-03,1683072000,50251543063.14
2023-05-04,1683158400,50281285101.86
2023-05-05,1683244800,50307010516.06
2023-05-06,1683331200,50339452834.64
2023-05-07,1683417600,50376184977.63
2023-05-08,1683504000,50417798598.93
2023-05-09,1683590400,50455967252.76
2023-05-10,1683676800,50494899651.61
2023-05-11,1683763200,50525933889.54
2023-05-12,1683849600,50553833137.22
2023-05-13,1683936000,50581057342.07
2023-05-14,1684022400,50612661926.24
2023-05-15,1684108800,50640235815.14
2023-05-16,1684195200,50669177647.85
2023-05-17,1684281600,50698700871.21
2023-05-18,1684368000,50725535980.40
2023-05-19,1684454400,50753666917.95
2023-05-20,1684540800,50778210161.61
2023-05-21,1684627200,50805602046.84
2023-05-22,1684713600,50831647067.04
2023-05-23,1684800000,50859759509.18
2023-05-24,1684886400,50884931013.08
2023-05-25,1684972800,50912175967.74
2023-05-26,1685059200,50940182840.34
2023-05-27,1685145600,50966057598.67
2023-05-28,1685232000,50995084717.99
2023-05-29,1685318400,51025275612.61
2023-05-30,1685404800,51054239222.48
2023-05-31,1685491200,51080062534.33
2023-06-01,1685577600,51104145609.77
2023-06-02,1685664000,51133887920.16
2023-06-03,1685750400,51156970992.10
2023-06-04,1685836800,51183329088.84
2023-06-05,1685923200,51207663815.64
2023-06-06,1686009600,51234370808.82
2023-06-07,1686096000,51259472409.68
2023-06-08,1686182400,51286779354.81
2023-06-09,1686268800,51316728392.18
2023-06-10,1686355200,51342873312.92
2023-06-11,1686441600,51370082041.40
2023-06-12,1686528000,51396555296.97
2023-06-13,1686614400,51421388447.24
2023-06-14,1686700800,51441932361.65
2023-06-15,1686787200,51466185335.29
2023-06-16,1686873600,51491975853.20
2023-06-17,1686960000,51516206841.22
2023-06-18,1687046400,51542043590.19
2023-06-19,1687132800,51566409782.90
2023-06-20,1687219200,51590563491.70
2023-06-21,1687305600,51613812205.18
2023-06-22,1687392000,51641124327.46
2023-06-23,1687478400,51666018160.15
2023-06-24,1687564800,51694988287.52
2023-06-25,1687651200,51725210685.69
2023-06-26,1687737600,51753851835.41
2023-06-27,1687824000,51781582990.50
2023-06-28,1687910400,51802975443.53
2023-06-29,1687996800,51831931979.15
2023-06-30,1688083200,51863230569.08
2023-07-01,1688169600,51889495748.19
2023-07-02,1688256000,51922962078.45
2023-07-03,1688342400,51950253417.56
2023-07-04,1688428800,51978364326.18
2023-07-05,1688515200,52008952286.83
2023-07-06,1688601600,52036028247.56
2023-07-07,1688688000,52069712340.67
2023-07-08,1688774400,52103919122.25
2023-07-09,1688860800,52136404369.63
2023-07-10,1688947200,52166051191.35
2023-07-11,1689033600,52192470522.48
2023-07-12,1689120000,52220677184.48
2023-07-13,1689206400,52244383183.19
2023-07-14,1689292800,52271731755.33
2023-07-15,1689379200,52298245300.02
2023-07-16,1689465600,52327764651.90
2023-07-17,1689552000,52353976881.55
2023-07-18,1689638400,52384725710.68
2023-07-19,1689724800,52412837911.77
2023-07-20,1689811200,52437442641.30
2023-07-21,1689897600,52459001067.16
2023-07-22,1689984000,52485403196.18
2023-07-23,1690070400,52513689244.41
2023-07-26,1690329600,52594618929.32
2023-07-27,1690416000,52620557838.56
2023-07-28,1690502400,52646753801.92
2023-07-29,1690588800,52671434727.90
2023-07-30,1690675200,52702708491.92
2023-07-31,1690761600,52729055352.35
2023-08-01,1690848000,52754778246.93
2023-08-02,1690934400,52783741407.45
2023-08-03,1691020800,52811944302.93
2023-08-04,1691107200,52834650828.39
2023-08-05,1691193600,52863036930.66
2023-08-06,1691280000,52893490128.88
2023-08-07,1691366400,52920684814.15
2023-08-08,1691452800,52944549227.71
2023-08-09,1691539200,52975442218.69
2023-08-10,1691625600,52999585271.77
2023-08-11,1691712000,53028025791.16
2023-08-12,1691798400,53059299508.54
2023-08-13,1691884800,53084488217.02
2023-08-14,1691971200,53116442103.59
2023-08-15,1692057600,53148142542.60
2023-08-16,1692144000,53178509488.73
2023-08-17,1692230400,53206525557.01
2023-08-18,1692316800,53229933472.07
2023-08-19,1692403200,53253125320.02
2023-08-20,1692489600,53279966339.97
2023-08-21,1692576000,53304063106.90
2023-08-22,1692662400,53328159873.83
2023-08-23,1692748800,53352256640.75
2023-08-24,1692835200,53376353407.68
2023-08-25,1692921600,53400450174.61
2023-08-26,1693008000,53423000526.58
2023-08-27,1693094400,53442421567.84
2023-08-28,1693180800,53462067387.49
2023-08-29,1693267200,53488999495.04
2023-08-30,1693353600,53511070895.88
2023-08-31,1693440000,53535982579.46
2023-09-01,1693526400,53561089852.81
2023-09-02,1693612800,53586223176.32
2023-09-03,1693699200,53612326789.12
2023-09-04,1693785600,53637023938.28
2023-09-05,1693872000,53657598789.03
2023-09-06,1693958400,53680078148.72
2023-09-07,1694044800,53704466257.10
2023-09-08,1694131200,53727042468.34
2023-09-09,1694217600,53752303172.86
2023-09-10,1694304000,53777231659.34
2023-09-11,1694390400,53803380393.61
2023-09-12,1694476800,53826972300.59
2023-09-13,1694563200,53851755816.62
2023-09-14,1694649600,53879351095.76
2023-09-15,1694736000,53911368089.43
2023-09-16,1694822400,53937809710.33
2023-09-17,1694908800,53963271749.24
2023-09-18,1694995200,53990665953.30
2023-09-19,1695081600,54015417239.92
2023-09-20,1695168000,54041455425.56
2023-09-21,1695254400,54065802381.70
2023-09-22,1695340800,54088478804.10
2023-09-23,1695427200,54115759834.75
2023-09-24,1695513600,54140985161.17
2023-09-25,1695600000,54165612005.03
2023-09-26,1695686400,54188646317.01
2023-09-27,1695772800,54215321569.17
2023-09-28,1695859200,54240394623.57
2023-09-29,1695945600,54265953413.81
2023-09-30,1696032000,54289795482.08
2023-10-01,1696118400,54314259888.22
2023-10-02,1696204800,54342543062.39
2023-10-03,1696291200,54371510722.96
2023-10-04,1696377600,54394759748.42
2023-10-05,1696464000,54419850452.16
2023-10-06,1696550400,54448733371.11
2023-10-07,1696636800,54479745263.54
2023-10-08,1696723200,54506005764.33
2023-10-09,1696809600,54533517848.34
2023-10-10,1696896000,54589726131.14
2023-10-11,1696982400,54589489578.79
2023-10-12,1697068800,54616602515.48
2023-10-13,1697155200,54644208465.54
2023-10-14,1697241600,54667329531.85
2023-10-15,1697328000,54691863939.29
2023-10-16,1697414400,54719943671.29
2023-10-17,1697500800,54744464168.04
2023-10-18,1697587200,54761482932.73
2023-10-19,1697673600,54787221023.98
2023-10-20,1697760000,54853730210.48
2023-10-21,1697846400,54887332296.48
2023-10-22,1697932800,54988079767.17
2023-10-23,1698019200,54880544589.98
2023-10-24,1698105600,54910643441.36
2023-10-25,1698192000,54913356027.42
2023-10-26,1698278400,54944202706.48
2023-10-27,1698364800,54976457161.73
2023-10-28,1698451200,55009148165.79
2023-10-29,1698537600,55043200441.73
2023-10-30,1698624000,55106129424.86
2023-10-31,1698710400,55139455814.30
2023-11-01,1698796800,55171611256.68
2023-11-02,1698883200,55171611256.68
2023-11-03,1698969600,55203222110.62
2023-11-04,1699056000,55232579104.75
2023-11-05,1699142400,55268842079.00
2023-11-06,1699228800,55304537048.50
2023-11-07,1699315200,55332317221.19
2023-11-08,1699401600,55361379960.94
2023-11-09,1699488000,55394313233.38
2023-11-10,1699574400,55426969554.82
2023-11-11,1699660800,55462499103.95
2023-11-12,1699747200,55499586269.64
2023-11-13,1699833600,55536889419.64
2023-11-14,1699920000,55564778274.95
2023-11-15,1700006400,55596080791.08
2023-11-16,1700092800,55629495371.39
2023-11-17,1700179200,55663730219.77
2023-11-18,1700265600,55697801488.21
2023-11-19,1700352000,55731777492.59
2023-11-20,1700438400,55770649618.47
2023-11-21,1700524800,55809330647.28
2023-11-22,1700611200,55844628575.84
2023-11-23,1700697600,55877085013.09
2023-11-24,1700784000,55911393187.03
2023-11-25,1700870400,55950911068.03
2023-11-26,1700956800,55988430331.47
2023-11-27,1701043200,56022737304.35
2023-11-28,1701129600,56052910008.98
2023-11-29,1701216000,56087271049.29
2023-11-30,1701302400,56119542760.98
2023-12-01,1701388800,56151173664.86
2023-12-02,1701475200,56191690779.99
2023-12-03,1701561600,56222536677.43
2023-12-04,1701648000,56263312608.31
2023-12-05,1701734400,56303318113.87
2023-12-06,1701820800,56339665520.43
2023-12-07,1701907200,56376970390.24
2023-12-08,1701993600,56408314157.05
2023-12-09,1702080000,56445124875.49
2023-12-10,1702166400,56488337124.74
2023-12-11,1702252800,56526680321.68
2023-12-12,1702339200,56568108366.99
2023-12-13,1702425600,56605488857.55
2023-12-14,1702512000,56644228305.36
2023-12-15,1702598400,56683328629.05
2023-12-16,1702684800,56726586822.68
2023-12-17,1702771200,56766744899.87
2023-12-18,1702857600,56806095824.06
2023-12-19,1702944000,56849578205.19
2023-12-20,1703030400,56892773398.13
2023-12-21,1703116800,56931913544.51
2023-12-22,1703203200,56971806670.70
2023-12-23,1703289600,57017791682.89
2023-12-24,1703376000,57061473409.39
2023-12-25,1703462400,57108117541.27
2023-12-26,1703548800,57145731384.90
2023-12-27,1703635200,57182965043.84
2023-12-28,1703721600,57217439115.09
2023-12-29,1703808000,57249868785.09
2023-12-30,1703894400,57289915779.15
2023-12-31,1703980800,57328096429.65
2024-01-01,1704067200,57369462515.09
2024-01-02,1704153600,57410875158.40
2024-01-03,1704240000,57447884613.71
2024-01-04,1704326400,57491356402.21
2024-01-05,1704412800,57537473050.90
2024-01-06,1704499200,57575218236.96
2024-01-07,1704585600,57613576976.71
2024-01-08,1704672000,57646078396.90
2024-01-09,1704758400,57680409783.96
2024-01-10,1704844800,57724775928.34
2024-01-11,1704931200,57762807377.97
2024-01-12,1705017600,57813209439.60
2024-01-13,1705104000,57860578344.41
2024-01-14,1705190400,57903185166.85
2024-01-15,1705276800,57937427431.85
2024-01-16,1705363200,57967774042.66
2024-01-17,1705449600,58001263302.85
2024-01-18,1705536000,58033573111.91
2024-01-19,1705622400,58071044394.60
2024-01-20,1705708800,58105104396.04
2024-01-21,1705795200,58142302794.92
2024-01-22,1705881600,58178799210.73
2024-01-23,1705968000,58219614613.36
2024-01-24,1706054400,58257621205.99
2024-01-25,1706140800,58295035105.37
2024-01-26,1706227200,58340239629.31
2024-01-27,1706313600,58379106828.19
2024-01-28,1706400000,58423802729.44
2024-01-29,1706486400,58466030621.00
2024-01-30,1706572800,58507404567.31
2024-01-31,1706659200,58546473489.94
2024-02-01,1706745600,58581692271.32
2024-02-02,1706832000,58622319863.51
2024-02-03,1706918400,58672911321.32
2024-02-04,1707004800,58713597217.95
2024-02-05,1707091200,58755166421.26
2024-02-06,1707177600,58796885374.51
2024-02-07,1707264000,58842509651.45
2024-02-08,1707350400,58885766670.45
2024-02-09,1707436800,58924432383.51
2024-02-10,1707523200,58972868501.32
2024-02-11,1707609600,59017819579.13
2024-02-12,1707696000,59059016968.76
2024-02-13,1707782400,59113414359.32
2024-02-14,1707868800,59155295890.07
2024-02-15,1707955200,59199425359.95
2024-02-16,1708041600,59250548771.58
2024-02-17,1708128000,59294100596.27
2024-02-18,1708214400,59342492296.33
2024-02-19,1708300800,59381619654.77
2024-02-20,1708387200,59425950550.77
2024-02-21,1708473600,59471636933.71
2024-02-22,1708560000,59516077864.15
2024-02-23,1708646400,59559610435.15
2024-02-24,1708732800,59610410933.90
2024-02-25,1708819200,59654236397.03
2024-02-26,1708905600,59707160268.16
2024-02-27,1708992000,59750609515.41
2024-02-28,1709078400,59796042848.79
2024-02-29,1709164800,59850826007.60
2024-03-01,1709251200,59902430347.35
2024-03-02,1709337600,59961925552.35
2024-03-03,1709424000,60011136690.91
2024-03-04,1709510400,60071327324.72
2024-03-05,1709596800,60123847832.85
2024-03-06,1709683200,60193069340.41
2024-03-07,1709769600,60250587429.91
2024-03-08,1709856000,60325619148.79
2024-03-09,1709942400,60390751073.10
2024-03-10,1710028800,60460282110.35
2024-03-11,1710115200,60522220819.85
2024-03-12,1710201600,60597313391.98
2024-03-13,1710288000,60660492243.54
2024-03-14,1710374400,60733105841.48
2024-03-15,1710460800,60796802805.98
2024-03-16,1710547200,60851320702.54
2024-03-17,1710633600,60912834788.67
2024-03-18,1710720000,60973953111.11
2024-03-19,1710806400,61035018135.55
2024-03-20,1710892800,61098293099.61
2024-03-21,1710979200,61157555541.17
2024-03-22,1711065600,61207638535.92
2024-03-23,1711152000,61262202821.61
2024-03-24,1711238400,61325216942.36
2024-03-25,1711324800,61394354307.67
2024-03-26,1711411200,61450726929.36
2024-03-27,1711497600,61509578172.49
2024-03-28,1711584000,61568889883.37
2024-03-29,1711670400,61635735781.18
2024-03-30,1711756800,61698761992.18
2024-03-31,1711843200,61766531555.49
2024-04-01,1711929600,61825427211.68
2024-04-02,1712016000,61890847558.81
2024-04-03,1712102400,61952558638.75
2024-04-04,1712188800,62011108909.06
2024-04-05,1712275200,62068675410.31
2024-04-06,1712361600,62131022256.00
2024-04-07,1712448000,62196851084.13
2024-04-08,1712534400,62270575455.32
2024-04-09,1712620800,62340610174.57
2024-04-10,1712707200,62404815819.76
2024-04-11,1712793600,62469963992.82
2024-04-12,1712880000,62528137761.38
2024-04-13,1712966400,62587283768.44
2024-04-14,1713052800,62655846215.19
2024-04-15,1713139200,62718726644.82
2024-04-16,1713225600,62776222668.38
2024-04-17,1713312000,62841147408.19
2024-04-18,1713398400,62894852396.50
2024-04-19,1713484800,62951273351.75
2024-04-20,1713571200,63011209394.75
2024-04-21,1713657600,63037471924.03
2024-04-22,1713744000,63065879176.09
2024-04-23,1713830400,63097175744.50
2024-04-24,1713916800,63132084228.84
2024-04-25,1714003200,63163943292.59
2024-04-26,1714089600,63192648130.09
2024-04-27,1714176000,63219324479.31
2024-04-28,1714262400,63246923156.50
2024-04-29,1714348800,63274788192.41
2024-04-30,1714435200,63300463397.04
2024-05-01,1714521600,63327856605.13
2024-05-02,1714608000,63352033085.35
2024-05-03,1714694400,63378430250.26
2024-05-04,1714780800,63402756309.23
2024-05-05,1714867200,63430673823.73
2024-05-06,1714953600,63458372009.32
2024-05-07,1715040000,63482761176.60
2024-05-08,1715126400,63506985190.48
2024-05-09,1715212800,63531715268.17
2024-05-10,1715299200,63559647599.36
2024-05-11,1715385600,63587869490.39
2024-05-12,1715472000,63618143378.39
2024-05-13,1715558400,63643361189.61
2024-05-14,1715644800,63671957740.17
2024-05-15,1715731200,63698325258.76
2024-05-16,1715817600,63724692776.76
2024-05-17,1715904000,63751060294.00
2024-05-18,1715990400,63777427812.00
2024-05-19,1716076800,63803795330.00
2024-05-20,1716163200,63830162848.00
2024-05-21,1716249600,63856530366.00
2024-05-22,1716336000,63882897884.00
2024-05-23,1716422400,63909265402.00
2024-05-24,1716508800,63935632920.00
2024-05-25,1716595200,63962000438.00
2024-05-26,1716681600,63988367956.00
2024-05-27,1716768000,64014735474.00
2024-05-28,1716854400,64041102992.00
2024-05-29,1716940800,64067470510.00
2024-05-30,1717027200,64093838028.00
2024-05-31,1717113600,64120205546.00
2024-06-01,1717200000,64146573064.00
2024-06-02,1717286400,64172940582.00
2024-06-03,1717372800,64199308100.00
2024-06-04,1717459200,64225171737.59
2024-06-05,1717545600,64254260491.22
2024-06-06,1717632000,64281540418.16
2024-06-07,1717718400,64311066512.88
2024-06-08,1717804800,64342489677.32
2024-06-09,1717891200,64379791662.38
2024-06-10,1717977600,64413006485.16
2024-06-11,1718064000,64443234623.32
2024-06-12,1718150400,64469275672.88
2024-06-13,1718236800,64500316641.97
2024-06-14,1718323200,64531357610.00
2024-06-15,1718409600,64562398579.00
2024-06-16,1718496000,64593439548.00
2024-06-17,1718582400,64624480517.00
2024-06-18,1718668800,64655521486.00
2024-06-19,1718755200,64686562455.00
2024-06-20,1718841600,64717603424.00
2024-06-21,1718928000,64748644393.00
2024-06-22,1719014400,64779685362.00
2024-06-23,1719100800,64810726331.00
2024-06-24,1719187200,64841767300.00
2024-06-25,1719273600,64871104236.63
2024-06-26,1719360000,64894803507.54
2024-06-27,1719446400,64918074564.10
2024-06-28,1719532800,64942970894.41
2024-06-29,1719619200,64968841818.91
2024-06-30,1719705600,64998731456.85
2024-07-01,1719792000,65021952783.07
2024-07-02,1719878400,65049752505.38
2024-07-03,1719964800,65078722724.19
2024-07-04,1720051200,65106297776.47
2024-07-05,1720137600,65131936926.19
2024-07-06,1720224000,65153081414.97
2024-07-07,1720310400,65182468515.06
2024-07-08,1720396800,65207806451.75
2024-07-09,1720483200,65235688673.00
2024-07-10,1720569600,65263267070.81
2024-07-11,1720656000,65287975750.37
2024-07-12,1720742400,65313300683.43
2024-07-13,1720828800,65340201918.59
2024-07-14,1720915200,65368276555.43
2024-07-15,1721001600,65399522296.02
2024-07-16,1721088000,65429426777.24
2024-07-17,1721174400,65458892403.24
2024-07-18,1721260800,65491230976.65
2024-07-19,1721347200,65517172740.24
2024-07-20,1721433600,65547026562.62
2024-07-21,1721520000,65581428600.90
2024-07-22,1721606400,65616847710.93
2024-07-23,1721692800,65654649719.99
2024-07-24,1721779200,65689916664.80
2024-07-25,1721865600,65718830641.77
2024-07-26,1721952000,65751726133.49
2024-07-27,1722038400,65785254092.43
2024-07-28,1722124800,65818073736.31
2024-07-29,1722211200,65849455996.12
2024-07-30,1722297600,65887673229.40
2024-07-31,1722384000,65918835388.93
2024-08-01,1722470400,65947987425.77
2024-08-02,1722556800,65976053871.21
2024-08-03,1722643200,66001151904.77
2024-08-04,1722729600,66027054863.55
2024-08-05,1722816000,66053920217.52
2024-08-06,1722902400,66080080580.74
2024-08-07,1722988800,66104468018.80
2024-08-08,1723075200,66125982899.83
2024-08-09,1723161600,66149209732.05
2024-08-10,1723248000,66173891885.71
2024-08-11,1723334400,66198354373.40
2024-08-12,1723420800,66228832896.18
2024-08-13,1723507200,66254062539.59
2024-08-14,1723593600,66281801810.18
2024-08-15,1723680000,66306719740.84
2024-08-16,1723766400,66336008674.93
2024-08-17,1723852800,66361897342.12
2024-08-18,1723939200,66389480905.18
2024-08-19,1724025600,66418553305.43
2024-08-20,1724112000,66442361942.24
2024-08-21,1724198400,66470589126.58
2024-08-22,1724284800,66498032478.14
2024-08-23,1724371200,66528387159.83
2024-08-24,1724457600,66559838898.33
2024-08-25,1724544000,66590496322.24
2024-08-26,1724630400,66617122799.99
2024-08-27,1724716800,66643842076.77
2024-08-28,1724803200,66671499484.90
2024-08-29,1724889600,66701351829.06
