time_step,capas,units,activation,lr,opt,batch,MAE,RMSE,MAPE,R2
30,2,64,selu,0.001,rmsprop,128,0.014188362006630326,0.016989660229454154,4.3121297621042585,0.9333636737978607
30,1,32,selu,0.01,rmsprop,128,0.016012724926995067,0.02016771778565013,4.684053087076986,0.9061022535827233
30,2,32,selu,0.0005,rmsprop,32,0.02133902389771328,0.02616779963590922,6.038656928161252,0.8419203121087455
30,1,32,elu,0.01,rmsprop,128,0.022322123291341117,0.0271025222148085,6.260062216011414,0.8304252926054344
30,2,32,relu,0.0005,adam,128,0.02214530493210107,0.02752629227825191,6.751366797552673,0.8250809571834772
30,2,32,elu,0.01,rmsprop,64,0.0217204027402452,0.027715915151840635,7.252317934008746,0.8226626948791043
30,1,64,selu,0.01,rmsprop,32,0.027814035269899458,0.038950913748910757,7.423859694819153,0.6497509558934154
30,2,64,selu,0.01,rmsprop,128,0.0273355677510437,0.032345477834944264,8.473756925767937,0.7584712683147103
30,1,32,elu,0.0005,rmsprop,32,0.026675729533514173,0.03081122528273351,8.796795531110194,0.7808408551957875
30,1,64,elu,0.01,rmsprop,128,0.025182804531301676,0.03184644646238634,8.986523664474936,0.7658664679483498
30,1,32,relu,0.0005,adam,64,0.03115979557535725,0.03576723255898029,9.314309527257215,0.7046667563909196
30,1,32,relu,0.01,rmsprop,128,0.03243491042885522,0.03764598121126264,9.342228356458751,0.6728259119771656
30,2,64,selu,0.0005,rmsprop,32,0.031839771979411235,0.03683093308403096,9.39781387576441,0.6868394109772498
30,1,32,elu,0.01,adam,64,0.03256957957341486,0.03732734131754863,9.484511634924436,0.6783409506769009
30,1,32,relu,0.001,adam,128,0.03152994153197859,0.03482426457769366,9.795527645993428,0.7200338238349508
30,1,64,relu,0.0005,adam,32,0.03350772308793861,0.037253217248616084,9.866620520371843,0.6796171736003731
30,2,64,elu,0.0005,adam,64,0.030604373364129304,0.0350639106600712,10.00580663391492,0.7161673445008415
30,1,32,elu,0.0005,adam,32,0.03396147610853678,0.03944834951323193,10.647229047863831,0.640747885487505
30,2,64,elu,0.001,rmsprop,32,0.034854871526791405,0.04041591881015709,10.691648136716687,0.6229086493513946
30,2,64,relu,0.001,rmsprop,64,0.038380271621265685,0.04482783559344135,10.74978248379996,0.536086298743722
30,2,32,relu,0.01,adam,128,0.04068634646899856,0.050345417134783445,11.063107012551676,0.4148576314875082
30,1,64,elu,0.0005,adam,128,0.03469617945341595,0.03875293235095662,11.085235702860603,0.6533024292448503
30,1,64,selu,0.0005,rmsprop,128,0.035067790978990966,0.03833764098394333,11.458980127175678,0.6606933039006733
30,2,64,relu,0.01,rmsprop,64,0.038655489589145706,0.047786704749995176,11.498782413470996,0.4728237631616278
30,1,64,selu,0.01,rmsprop,64,0.03937289142471691,0.04302324963996888,11.67194816705141,0.5726850579186807
30,1,64,elu,0.001,adam,64,0.0390067339600494,0.043555551661875816,11.682734665035325,0.5620457998675108
30,2,64,selu,0.0005,rmsprop,64,0.039840516247665436,0.047891908508501016,11.802235954617633,0.47050002181219497
30,1,64,selu,0.001,rmsprop,128,0.034991127710329264,0.042184381638714005,12.060946451231791,0.5891861914622258
30,1,64,selu,0.01,rmsprop,128,0.04300129732737523,0.04814960136036041,12.084415235399316,0.46478651158601647
30,2,64,relu,0.0005,rmsprop,64,0.041529474001852716,0.04847605120505598,12.295240142873059,0.4575045134318805
30,1,64,relu,0.0005,adam,128,0.04437467280013088,0.05326681015930896,12.457468185734081,0.3449792792196624
30,2,64,relu,0.001,adam,128,0.04580306582910386,0.05357437163367679,12.649974639592095,0.337393289050657
30,1,32,selu,0.0005,adam,64,0.041342539378831186,0.057663732587571716,12.71466238779116,0.2323784471376501
30,2,32,selu,0.001,adam,32,0.04322059835447758,0.04868874183719514,12.84546079611339,0.45273362840988707
30,1,32,selu,0.001,rmsprop,128,0.04260106469798466,0.0478345684129129,13.093614071046671,0.4717671838288985
30,2,32,elu,0.01,adam,128,0.046677824009549604,0.05450820869335585,13.208542116640528,0.314092615912443
30,2,64,selu,0.0005,rmsprop,128,0.04599576987735625,0.05262626107126054,13.22499144903173,0.36063819253063056
30,2,64,selu,0.001,rmsprop,64,0.04646055704133967,0.054089539728498295,13.256312504070156,0.3245888437187987
30,2,64,elu,0.001,rmsprop,64,0.04128824399387757,0.048596330904927036,13.651314547544215,0.45480907335647547
30,1,32,selu,0.01,adam,32,0.048645745039421776,0.05693918669108852,13.822971306628768,0.2515476140922327
30,2,32,elu,0.001,adam,128,0.04320138570111059,0.04716681204925552,13.963843286651962,0.48641219171146577
30,1,32,elu,0.01,adam,128,0.04701778276763525,0.05114761279231699,14.110505651868554,0.39606194541114526
30,1,64,elu,0.01,rmsprop,64,0.046772344091317926,0.049551526009519745,14.117424662789174,0.43316621748382633
30,2,64,elu,0.0005,rmsprop,32,0.044921003042528454,0.05104189407826183,14.36383925703431,0.39855596484601585
30,2,64,selu,0.001,rmsprop,32,0.04675315868599109,0.05260177481498838,14.365628954905901,0.3612330261589456
30,2,64,relu,0.001,adam,64,0.05113982958377498,0.059737621154294096,14.388124617299109,0.17617018209406687
30,2,32,elu,0.0005,rmsprop,32,0.04540183558357497,0.05004973623075514,14.491507824518232,0.4217105833799125
30,2,64,relu,0.0005,adam,64,0.05182047390683239,0.05938149638888005,14.624218561087973,0.18596339738063905
30,2,64,elu,0.001,adam,32,0.051356649622463064,0.05818659580609106,14.667835019164343,0.21839458868437478
30,2,64,elu,0.01,adam,128,0.05129024538424753,0.056754008513929935,14.686727318276402,0.25640794607863837
30,1,32,elu,0.01,rmsprop,64,0.05131303077237514,0.05652666566940649,14.76758589067354,0.26235331451088517
30,1,32,selu,0.001,adam,64,0.049779100967511675,0.052975670311042965,14.91270005795173,0.3521199911186591
30,2,32,elu,0.001,rmsprop,32,0.05390418211661292,0.06127576896651458,15.311549364371363,0.13319940991760648
30,2,32,elu,0.001,rmsprop,128,0.04559674274648617,0.05046957242118079,15.40611792940135,0.41196806971108335
30,2,64,elu,0.001,adam,64,0.05136911934938922,0.05628708712438246,15.40854664831118,0.26859284092746427
30,2,32,selu,0.01,adam,64,0.05305852011189841,0.061524115796668555,15.631871449364887,0.1261589952572636
30,1,32,elu,0.01,rmsprop,32,0.05517437959007443,0.06083921429466972,15.695537765449433,0.14550632638132244
30,1,64,relu,0.0005,rmsprop,64,0.054115347585261944,0.05829122638615428,15.788116822560564,0.21558111062179286
30,2,64,elu,0.0005,adam,32,0.0548844567958166,0.06103204988897153,15.832676722431211,0.1400809462200442
30,1,32,selu,0.001,rmsprop,32,0.05456174729146746,0.05969043584055912,15.835096693136434,0.1774711149192182
30,1,32,selu,0.01,rmsprop,64,0.05850948946411708,0.0686019553953514,15.926564959504368,-0.08646226699912396
