d,unixTs,sopr
2017-06-03,1496448000,1.0128290171955887
2017-06-04,1496534400,1.0091476556047236
2017-06-05,1496620800,1.0160042591578329
2017-06-06,1496707200,1.0248870190221977
2017-06-07,1496793600,1.0141251469509485
2017-06-08,1496880000,1.0173940368931067
2017-06-09,1496966400,1.017723809853674
2017-06-10,1497052800,1.0210219070602289
2017-06-11,1497139200,1.0181632793975726
2017-06-12,1497225600,1.020886803180357
2017-06-13,1497312000,1.0172478439599821
2017-06-14,1497398400,1.1400132929
2017-06-15,1497484800,0.995491014160011
2017-06-16,1497571200,1.0099400867243826
2017-06-17,1497657600,1.0091073058910467
2017-06-18,1497744000,1.0183740877887657
2017-06-19,1497830400,1.1202715
2017-06-20,1497916800,1.0140193208759534
2017-06-21,1498003200,1.007961718534219
2017-06-22,1498089600,1.0109611914514112
2017-06-23,1498176000,1.0104603252841728
2017-06-24,1498262400,1.0034845367669596
2017-06-25,1498348800,1.0028746956065733
2017-06-26,1498435200,1.0000074124067737
2017-06-27,1498521600,1.002899204255182
2017-06-28,1498608000,1.0100728942962678
2017-06-29,1498694400,1.0080924729992706
2017-06-30,1498780800,1.009111728200497
2017-07-01,1498867200,1.00298301574293
2017-07-02,1498953600,1.0072362409447229
2017-07-03,1499040000,1.0100475920269714
2017-07-04,1499126400,1.0085077209887578
2017-07-05,1499212800,1.0118899300085542
2017-07-06,1499299200,1.0078808877058776
2017-07-07,1499385600,1.011520295578816
2017-07-08,1499472000,1.0042191207427809
2017-07-09,1499558400,1.003634323879414
2017-07-10,1499644800,0.99984122364752
2017-07-11,1499731200,1.0008807314995858
2017-07-12,1499817600,1.0008298185228102
2017-07-13,1499904000,1.0037713142254436
2017-07-14,1499990400,0.9995300983378639
2017-07-15,1500076800,0.9874982097845232
2017-07-16,1500163200,0.9864015957373221
2017-07-17,1500249600,1.0110031712798577
2017-07-18,1500336000,1.009819454303399
2017-07-19,1500422400,1.0080235413289353
2017-07-20,1500508800,1.024474244498081
2017-07-21,1500595200,1.015749609789788
2017-07-22,1500681600,1.0187290182902464
2017-07-23,1500768000,1.0106984129506067
2017-07-24,1500854400,1.0110961393727855
2017-07-25,1500940800,1.0073392472530844
2017-07-26,1501027200,1.0030826669471824
2017-07-27,1501113600,1.0194662390185394
2017-07-28,1501200000,1.0311491576836311
2017-07-29,1501286400,1.0214653948132686
2017-07-30,1501372800,1.0150768604344294
2017-07-31,1501459200,1.0628874929106915
2017-08-01,1501545600,1.031412914558041
2017-08-02,1501632000,1.0211613768150916
2017-08-03,1501718400,1.0354620750601784
2017-08-04,1501804800,1.0592647102919632
2017-08-05,1501891200,1.0600269491093433
2017-08-06,1501977600,1.0737818721627248
2017-08-07,1502064000,1.0545586916030698
2017-08-08,1502150400,1.0396761001884787
2017-08-09,1502236800,1.028116984662448
2017-08-10,1502323200,1.0196771716225108
2017-08-11,1502409600,1.0166515572869077
2017-08-12,1502496000,1.0315847494406103
2017-08-13,1502582400,1.032745086865242
2017-08-14,1502668800,1.0321557906951273
2017-08-15,1502755200,1.0197033275720089
2017-08-16,1502841600,1.0188377109459745
2017-08-17,1502928000,1.0296484463677105
2017-08-18,1503014400,1.0181714139882956
2017-08-19,1503100800,1.0250927848940374
2017-08-20,1503187200,1.0387311992746227
2017-08-21,1503273600,1.013225311048944
2017-08-22,1503360000,1.0237343692316918
2017-08-23,1503446400,1.025376691112688
2017-08-24,1503532800,1.0199716835143184
2017-08-25,1503619200,1.0273310044015134
2017-08-26,1503705600,1.0225880739831767
2017-08-27,1503792000,1.0221281452471593
2017-08-28,1503878400,1.021900718923404
2017-08-29,1503964800,1.0381489150887602
2017-08-30,1504051200,1.0264344327368409
2017-08-31,1504137600,1.0401931401362763
2017-09-01,1504224000,1.036003286338891
2017-09-02,1504310400,1.0230346432959807
2017-09-03,1504396800,1.017558189933919
2017-09-04,1504483200,1.013658511432619
2017-09-05,1504569600,1.0034715966297325
2017-09-06,1504656000,1.016903093177864
2017-09-07,1504742400,1.0302352874298428
2017-09-08,1504828800,1.0048835006412504
2017-09-09,1504915200,1.0045715759375793
2017-09-10,1505001600,1.0151544266152372
2017-09-11,1505088000,1.00430569268812
2017-09-12,1505174400,1.0059874666493032
2017-09-13,1505260800,0.9939823440234471
2017-09-14,1505347200,0.987865481642877
2017-09-15,1505433600,0.9979891649327315
2017-09-16,1505520000,1.0067559947360019
2017-09-17,1505606400,1.0016530707814741
2017-09-18,1505692800,1.0100132399280366
2017-09-19,1505779200,1.0083913829809785
2017-09-20,1505865600,1.0065920363687553
2017-09-21,1505952000,1.0004673825704933
2017-09-22,1506038400,1.0023591563161096
2017-09-23,1506124800,1.007576173114739
2017-09-24,1506211200,1.0012196651857275
2017-09-25,1506297600,1.037620698793357
2017-09-26,1506384000,1.0094123816020064
2017-09-27,1506470400,1.0123769890162626
2017-09-28,1506556800,1.0134021597712848
2017-09-29,1506643200,1.0084920740682692
2017-09-30,1506729600,1.0195306325106643
2017-10-01,1506816000,1.0125952413968768
2017-10-02,1506902400,1.0182317440336115
2017-10-03,1506988800,1.0105305213063098
2017-10-04,1507075200,1.0096067728012648
2017-10-05,1507161600,1.0268894946449887
2017-10-06,1507248000,1.0155408037529063
2017-10-07,1507334400,1.0143517685547174
2017-10-08,1507420800,1.0219340687581606
2017-10-09,1507507200,1.0233762244545916
2017-10-10,1507593600,1.0240223615659287
2017-10-11,1507680000,1.0126142827813323
2017-10-12,1507766400,1.0262625089394015
2017-10-13,1507852800,1.0433744914168377
2017-10-14,1507939200,1.022982510905663
2017-10-15,1508025600,1.0248022692680423
2017-10-16,1508112000,1.0248259513868474
2017-10-17,1508198400,1.0136361692984133
2017-10-18,1508284800,1.0107018341564555
2017-10-19,1508371200,1.02843671313045
2017-10-20,1508457600,1.0190207683859953
2017-10-21,1508544000,1.0212815650328522
2017-10-22,1508630400,1.0325758265804628
2017-10-23,1508716800,1.0354163054316847
2017-10-24,1508803200,1.016499087220465
2017-10-25,1508889600,1.0127722846359795
2017-10-26,1508976000,1.0170797474638018
2017-10-27,1509062400,1.013122712856636
2017-10-28,1509148800,1.0100397672015968
2017-10-29,1509235200,1.0172539459874717
2017-10-30,1509321600,1.0221735062486228
2017-10-31,1509408000,1.0201631627837107
2017-11-01,1509494400,1.0300316254016726
2017-11-02,1509580800,1.0387273488166235
2017-11-03,1509667200,1.0212350644750383
2017-11-04,1509753600,1.0057865754780384
2017-11-05,1509840000,1.0088373150413308
2017-11-06,1509926400,1.0135872471751914
2017-11-07,1510012800,1.0113879987524854
2017-11-08,1510099200,1.0108155378808468
2017-11-09,1510185600,1.024735073826253
2017-11-10,1510272000,1.0179538754784776
2017-11-11,1510358400,1.0206242860805292
2017-11-12,1510444800,1.0626496009731452
2017-11-13,1510531200,1.0154239694258294
2017-11-14,1510617600,1.0092311412343973
2017-11-15,1510704000,1.0192107444472487
2017-11-16,1510790400,1.0231960630459302
2017-11-17,1510876800,1.0239362010534705
2017-11-18,1510963200,1.0155396546453483
2017-11-19,1511049600,1.0079479849656494
2017-11-20,1511136000,1.0158510620748866
2017-11-21,1511222400,1.0197596002873623
2017-11-22,1511308800,1.010842828347453
2017-11-23,1511395200,1.0118305552174822
2017-11-24,1511481600,1.02428232228629
2017-11-25,1511568000,1.0245264266018748
2017-11-26,1511654400,1.0395603040283399
2017-11-27,1511740800,1.0369102524497427
2017-11-28,1511827200,1.0393612588965386
2017-11-29,1511913600,1.0376357908248937
2017-11-30,1512000000,1.0189105888482104
2017-12-01,1512086400,1.029443572916654
2017-12-02,1512172800,1.0312200380888963
2017-12-03,1512259200,1.0263251008215897
2017-12-04,1512345600,1.0261207000095984
2017-12-05,1512432000,1.022526094665926
2017-12-06,1512518400,1.0326306850962919
2017-12-07,1512604800,1.0873039485960592
2017-12-08,1512691200,1.0617059845171657
2017-12-09,1512777600,1.0229741698749395
2017-12-10,1512864000,1.0322566309314705
2017-12-11,1512950400,1.038140290301556
2017-12-12,1513036800,1.0459341158907576
2017-12-13,1513123200,1.0307337032375776
2017-12-14,1513209600,1.0213028542451013
2017-12-15,1513296000,1.0282781224425943
2017-12-16,1513382400,1.0305848225693217
2017-12-17,1513468800,1.0382533407233192
2017-12-18,1513555200,1.0203109963229133
2017-12-19,1513641600,1.0257655763585942
2017-12-20,1513728000,1.0369567430544686
2017-12-21,1513814400,1.0179223148726633
2017-12-22,1513900800,1.0016761347814191
2017-12-23,1513987200,1.0189308682663802
2017-12-24,1514073600,1.0104250828013137
2017-12-25,1514160000,1.0076817658563175
2017-12-26,1514246400,1.0232844726039163
2017-12-27,1514332800,1.0272322920163326
2017-12-28,1514419200,1.0059443784297766
2017-12-29,1514505600,1.0140203027680141
2017-12-30,1514592000,1.0176097811839593
2017-12-31,1514678400,1.0037099830540612
2018-01-01,1514764800,1.0029336859105782
2018-01-02,1514851200,1.0162149413671668
2018-01-03,1514937600,1.0120848450474274
2018-01-04,1515024000,1.0179192223480424
2018-01-05,1515110400,1.026853826618472
2018-01-06,1515196800,1.01889944812202
2018-01-07,1515283200,1.0276306036979406
2018-01-08,1515369600,1.0015537691328484
2018-01-09,1515456000,1.0104355227872008
2018-01-10,1515542400,1.0070101164640735
2018-01-11,1515628800,1.010805726449779
2018-01-12,1515715200,1.0103220662422556
2018-01-13,1515801600,1.014427160105604
2018-01-14,1515888000,1.0063607547692404
2018-01-15,1515974400,1.0053752177548239
2018-01-16,1516060800,0.9892565095504189
2018-01-17,1516147200,0.9881510428958404
2018-01-18,1516233600,0.9977560086862703
2018-01-19,1516320000,0.9987790726435503
2018-01-20,1516406400,1.007749541337363
2018-01-21,1516492800,0.991373061338662
2018-01-22,1516579200,0.9900976617522386
2018-01-23,1516665600,0.9866182329872487
2018-01-24,1516752000,0.998876047786088
2018-01-25,1516838400,1.0012028379760136
2018-01-26,1516924800,1.0082574414781402
2018-01-27,1517011200,1.005306739571721
2018-01-28,1517097600,1.0104651365060842
2018-01-29,1517184000,0.9984318214983308
2018-01-30,1517270400,0.9834180081635407
2018-01-31,1517356800,0.993096422339114
2018-02-01,1517443200,0.9817037539009557
2018-02-02,1517529600,0.9425466602053102
2018-02-03,1517616000,0.9840403158566975
2018-02-04,1517702400,1.0075760169389139
2018-02-05,1517788800,0.9583845119645562
2018-02-06,1517875200,0.9615755055561318
2018-02-07,1517961600,0.980778806871011
2018-02-08,1518048000,0.9858445130579675
2018-02-09,1518134400,0.9859461674218012
2018-02-10,1518220800,1.0004803153404045
2018-02-11,1518307200,0.9934925111148107
2018-02-12,1518393600,1.0044032965192227
2018-02-13,1518480000,0.9909002008810646
2018-02-14,1518566400,1.0101247588342708
2018-02-15,1518652800,1.0242242713835148
2018-02-16,1518739200,1.0122803318022244
2018-02-17,1518825600,1.0116195260585792
2018-02-18,1518912000,1.007451590811327
2018-02-19,1518998400,1.014729028549683
2018-02-20,1519084800,1.0268159104106864
2018-02-21,1519171200,1.0070044422206261
2018-02-22,1519257600,1.084452093406909
2018-02-23,1519344000,1.0084101867857664
2018-02-24,1519430400,0.9988583257020113
2018-02-25,1519516800,0.9933428110682054
2018-02-26,1519603200,1.0053382850523906
2018-02-27,1519689600,1.0157060357722747
2018-02-28,1519776000,1.0140923790310192
2018-03-01,1519862400,1.008395234582937
2018-03-02,1519948800,1.0122532846196124
2018-03-03,1520035200,1.010977033733068
2018-03-04,1520121600,1.0234547924927446
2018-03-05,1520208000,1.0304672641952328
2018-03-06,1520294400,0.9984709283675595
2018-03-07,1520380800,0.9912203011185603
2018-03-08,1520467200,0.9858864485827624
2018-03-09,1520553600,0.9455121943305002
2018-03-10,1520640000,0.9845195676312496
2018-03-11,1520726400,1.0062823718618084
2018-03-12,1520812800,0.9956199473176515
2018-03-13,1520899200,0.9936778019020496
2018-03-14,1520985600,0.9761413926997126
2018-03-15,1521072000,0.9895906475782624
2018-03-16,1521158400,0.9868911654776006
2018-03-17,1521244800,0.9937176679173632
2018-03-18,1521331200,0.9903674956388081
2018-03-19,1521417600,0.9992792391406263
2018-03-20,1521504000,0.9973216935421777
2018-03-21,1521590400,1.0035366805556174
2018-03-22,1521676800,0.9908181952958649
2018-03-23,1521763200,0.9927068030774133
2018-03-24,1521849600,1.00572969432147
2018-03-25,1521936000,0.9834486110687743
2018-03-26,1522022400,0.9852850634599936
2018-03-27,1522108800,0.9865355234311316
2018-03-28,1522195200,0.9858590232944893
2018-03-29,1522281600,0.9586502262677061
2018-03-30,1522368000,0.9668874176115196
2018-03-31,1522454400,0.9915285764011169
2018-04-01,1522540800,0.9780082490896257
2018-04-02,1522627200,0.9917827883592085
2018-04-03,1522713600,0.9936606191241968
2018-04-04,1522800000,0.9852021362372777
2018-04-05,1522886400,0.9796727624072955
2018-04-06,1522972800,0.9790213365817063
2018-04-07,1523059200,0.9888615082713278
2018-04-08,1523145600,0.9940639800362155
2018-04-09,1523232000,0.9816458640164925
2018-04-10,1523318400,0.9818743594370217
2018-04-11,1523404800,0.9954310975375098
2018-04-12,1523491200,1.0011627623981851
2018-04-13,1523577600,1.0144646119437868
2018-04-14,1523664000,0.9993487587995072
2018-04-15,1523750400,1.0052611838251098
2018-04-16,1523836800,0.9978060344656574
2018-04-17,1523923200,0.9983315176448428
2018-04-18,1524009600,1.001974528395654
2018-04-19,1524096000,1.0248956840579435
2018-04-20,1524182400,1.0077556919881197
2018-04-21,1524268800,1.0151374871190664
2018-04-22,1524355200,1.0093809170662822
2018-04-23,1524441600,1.0110940742436514
2018-04-24,1524528000,1.0119990503582619
2018-04-25,1524614400,1.0039970111965986
2018-04-26,1524700800,1.0174421459031058
2018-04-27,1524787200,1.0009317960394761
2018-04-28,1524873600,1.0032666843970535
2018-04-29,1524960000,1.0021273906425816
2018-04-30,1525046400,1.0057932541569854
2018-05-01,1525132800,1.0014741151023876
2018-05-02,1525219200,1.0175646997285415
2018-05-03,1525305600,1.0069112856384232
2018-05-04,1525392000,1.0095462290016324
2018-05-05,1525478400,1.0073779313159446
2018-05-06,1525564800,1.0011927122645239
2018-05-07,1525651200,0.9999816570495456
2018-05-08,1525737600,0.9992633621536134
2018-05-09,1525824000,1.0079741940712836
2018-05-10,1525910400,1.0042692223344207
2018-05-11,1525996800,0.9918149278191306
2018-05-12,1526083200,0.9964835016883044
2018-05-13,1526169600,0.9997383440216274
2018-05-14,1526256000,1.0439042138464758
2018-05-15,1526342400,1.0010590972493403
2018-05-16,1526428800,0.9876145249040457
2018-05-17,1526515200,1.0426898651857617
2018-05-18,1526601600,0.9903021829541502
2018-05-19,1526688000,1.0038888018393528
2018-05-20,1526774400,1.0022404808790264
2018-05-21,1526860800,1.0046138277322276
2018-05-22,1526947200,0.9929106229581315
2018-05-23,1527033600,0.9884340936148037
2018-05-24,1527120000,0.9966448581858328
2018-05-25,1527206400,0.9885368612181079
2018-05-26,1527292800,0.9916196241077476
2018-05-27,1527379200,0.9915037406688046
2018-05-28,1527465600,0.985556921246895
2018-05-29,1527552000,0.9926655801309245
2018-05-30,1527638400,0.9969103003356776
2018-05-31,1527724800,0.9955113051802692
2018-06-01,1527811200,0.9936738601637731
2018-06-02,1527897600,0.9998396681736528
2018-06-03,1527984000,1.0016062577658942
2018-06-04,1528070400,0.9953866010363109
2018-06-05,1528156800,0.9919226704969837
2018-06-06,1528243200,0.9976726213881478
2018-06-07,1528329600,0.9981913215787125
2018-06-08,1528416000,0.9945214101793624
2018-06-09,1528502400,0.9942577136774706
2018-06-10,1528588800,0.9804192317661939
2018-06-11,1528675200,0.9831472970871792
2018-06-12,1528761600,0.9888672821531923
2018-06-13,1528848000,0.9751941145041242
2018-06-14,1528934400,0.9932335043714552
2018-06-15,1529020800,0.9917980146883187
2018-06-16,1529107200,0.9929859121540412
2018-06-17,1529193600,0.9893049989263255
2018-06-18,1529280000,0.9901443591036786
2018-06-19,1529366400,0.9959618930627503
2018-06-20,1529452800,0.9931516182597336
2018-06-21,1529539200,1.0031308341655876
2018-06-22,1529625600,0.9854425470366709
2018-06-23,1529712000,0.9906848671879485
2018-06-24,1529798400,0.9824985628580276
2018-06-25,1529884800,0.9919504708004433
2018-06-26,1529971200,0.9431140869
2018-06-27,1530057600,0.888077208980226
2018-06-28,1530144000,0.9780290353739646
2018-06-29,1530230400,0.9878313963263818
2018-06-30,1530316800,0.9997611072763478
2018-07-01,1530403200,0.9622479587451586
2018-07-02,1530489600,1.0005340369466453
2018-07-03,1530576000,0.9954766841572613
2018-07-04,1530662400,1.001854947404857
2018-07-05,1530748800,0.9968827076515966
2018-07-06,1530835200,0.9873113716770052
2018-07-07,1530921600,0.9968326921384325
2018-07-08,1531008000,0.9864138644286814
2018-07-09,1531094400,0.9985955886041599
2018-07-10,1531180800,0.9904873792821012
2018-07-11,1531267200,0.9843516058438488
2018-07-12,1531353600,0.9801857243799411
2018-07-13,1531440000,0.9823019539310345
2018-07-14,1531526400,0.9927855182989779
2018-07-15,1531612800,0.9988730384070243
2018-07-16,1531699200,0.998990911325335
2018-07-17,1531785600,1.0103109079243584
2018-07-18,1531872000,1.0070101082516425
2018-07-19,1531958400,1.0074372547301595
2018-07-20,1532044800,1.0039148896957322
2018-07-21,1532131200,1.005055414858815
2018-07-22,1532217600,1.0052949264381859
2018-07-23,1532304000,1.0106395381630997
2018-07-24,1532390400,1.0129116974204018
2018-07-25,1532476800,1.0119334587520872
2018-07-26,1532563200,1.0042575862765792
2018-07-27,1532649600,1.004354619947072
2018-07-28,1532736000,1.0079883140928285
2018-07-29,1532822400,1.011999767544194
2018-07-30,1532908800,1.0032534342001311
2018-07-31,1532995200,1.0003281838298441
2018-08-01,1533081600,0.9951457351843878
2018-08-02,1533168000,0.9955467908711265
2018-08-03,1533254400,0.9914965554978824
2018-08-04,1533340800,0.989081629116666
2018-08-05,1533427200,0.9947109957219293
2018-08-06,1533513600,0.9895021971280561
2018-08-07,1533600000,0.9925266818194309
2018-08-08,1533686400,0.9832254162589518
2018-08-09,1533772800,0.9824747748899182
2018-08-10,1533859200,0.9908748822320791
2018-08-11,1533945600,0.9841505824136754
2018-08-12,1534032000,0.9920217755548718
2018-08-13,1534118400,0.9953207740938745
2018-08-14,1534204800,0.9767181923420131
2018-08-15,1534291200,0.9898586100470439
2018-08-16,1534377600,0.9969039943361396
2018-08-17,1534464000,1.003353903425207
2018-08-18,1534550400,0.9933882565319311
2018-08-19,1534636800,1.0054957342365773
2018-08-20,1534723200,0.9968670523022897
2018-08-21,1534809600,0.9977686979160313
2018-08-22,1534896000,1.0056224772631188
2018-08-23,1534982400,0.9979439944956598
2018-08-24,1535068800,1.0005279980615254
2018-08-25,1535155200,1.0141192870030156
2018-08-26,1535241600,1.010055114163636
2018-08-27,1535328000,1.006824746137866
2018-08-28,1535414400,1.00626104658289
2018-08-29,1535500800,1.0167946839532853
2018-08-30,1535587200,0.9993649789620227
2018-08-31,1535673600,0.999617838028312
2018-09-01,1535760000,1.0039075928227061
2018-09-02,1535846400,1.0042055946823407
2018-09-03,1535932800,1.0012360754156753
2018-09-04,1536019200,1.0041650733012584
2018-09-05,1536105600,0.9880446619674544
2018-09-06,1536192000,0.9840360618625625
2018-09-07,1536278400,0.991670154253384
2018-09-08,1536364800,0.991088580298896
2018-09-09,1536451200,0.9920063368822158
2018-09-10,1536537600,0.9904138764056603
2018-09-11,1536624000,0.9841433991972263
2018-09-12,1536710400,0.989440729882577
2018-09-13,1536796800,0.9878532862852833
2018-09-14,1536883200,0.9981514444929663
2018-09-15,1536969600,0.9978203564759931
2018-09-16,1537056000,0.9977736231764832
2018-09-17,1537142400,0.9942291114711553
2018-09-18,1537228800,0.9948066583908802
2018-09-19,1537315200,0.9959153253027727
2018-09-20,1537401600,0.9938986450890136
2018-09-21,1537488000,0.9861928142375326
2018-09-22,1537574400,0.9971968160001013
2018-09-23,1537660800,1.0001092213003633
2018-09-24,1537747200,0.9965092742663041
2018-09-25,1537833600,0.987074563129725
2018-09-26,1537920000,0.9983303791167674
2018-09-27,1538006400,0.9990217925494096
2018-09-28,1538092800,1.003335692420247
2018-09-29,1538179200,0.9936363438082388
2018-09-30,1538265600,0.9979698843003383
2018-10-01,1538352000,0.9895843368671634
2018-10-02,1538438400,0.9955100206417927
2018-10-03,1538524800,0.9909270162835092
2018-10-04,1538611200,0.997141787987449
2018-10-05,1538697600,0.9980007337843875
2018-10-06,1538784000,0.997169667805719
2018-10-07,1538870400,0.9977617975998597
2018-10-08,1538956800,1.0009396598776898
2018-10-09,1539043200,0.997326774586375
2018-10-10,1539129600,0.9987993814780027
2018-10-11,1539216000,0.9476915130804149
2018-10-12,1539302400,0.9952679628780124
2018-10-13,1539388800,0.9936574358433917
2018-10-14,1539475200,0.9934549379317446
2018-10-15,1539561600,1.0036274663228786
2018-10-16,1539648000,0.9907152060751196
2018-10-17,1539734400,0.9924658948055728
2018-10-18,1539820800,0.9950220956563013
2018-10-19,1539907200,1.0033375489411287
2018-10-20,1539993600,0.909199096069852
2018-10-21,1540080000,0.9985469520910935
2018-10-22,1540166400,0.9947507886477456
2018-10-23,1540252800,0.9952048913058315
2018-10-24,1540339200,0.9973105043998268
2018-10-25,1540425600,0.994537931768804
2018-10-26,1540512000,0.983970337518768
2018-10-27,1540598400,0.9979644435286084
2018-10-28,1540684800,0.996514778586308
2018-10-29,1540771200,0.9932335001642615
2018-10-30,1540857600,0.9942201021929225
2018-10-31,1540944000,0.9913198436119948
2018-11-01,1541030400,0.9912029895089506
