d,unixTs,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_5y,age_5y_7y,age_7y_10y,age_10y
2020-07-26,1595721600,147546.28728000,442638.86184000,756174.72231000,1918101.73464000,1678339.01781000,1954988.30646000,3356678.03562000,2821822.74423000,866834.43777000,405752.29002000,1051267.29687000,1401689.72916000,1604565.87417000
2020-07-27,1595808000,295107.47408000,387328.55973000,737768.68520000,1844421.71300000,1678423.75883000,1955087.01578000,3356847.51766000,2803521.00376000,866878.20511000,405772.77686000,1051320.37641000,1401760.50188000,1604646.89031000
2020-07-28,1595894400,313567.09746000,424237.83774000,737804.93520000,1678506.22758000,1844512.33800000,1862957.46138000,3430792.94868000,2785213.63038000,885365.92224000,424237.83774000,1051372.03266000,1401829.37688000,1623170.85744000
2020-07-29,1595980800,239798.62894000,516489.35464000,737841.93520000,1604806.20906000,1881496.93476000,1863050.88638000,3412518.95030000,2766907.25700000,922302.41900000,424259.11274000,1051424.75766000,1401899.67688000,1623252.25744000
2020-07-30,1596067200,258256.48982000,516512.97964000,700981.90094000,1623326.50744000,1918476.78152000,1863136.10513000,3412675.04405000,2730140.03524000,959238.39076000,424278.51899000,1051472.85141000,1401963.80188000,1623326.50744000
2020-07-31,1596153600,221374.18056000,553435.45140000,701018.23844000,1623410.65744000,1900128.38314000,1863232.68638000,3412851.95030000,2730281.56024000,959288.11576000,424300.51274000,1051527.35766000,1383588.62850000,1623410.65744000
2020-08-01,1596240000,166038.34167000,608807.25279000,701050.77594000,1623486.00744000,1900216.57689000,1863319.16763000,3413010.35655000,2711959.58061000,848640.41298000,535012.43427000,1051576.16391000,1383652.84725000,1623486.00744000
2020-08-02,1596326400,147596.68704000,645735.50580000,701084.26344000,1623563.55744000,1900307.34564000,1863408.17388000,3413173.38780000,2693639.53848000,867130.53636000,535037.99052000,1051626.39516000,1383718.94100000,1642013.14332000
2020-08-03,1596412800,295209.57408000,535067.35302000,756474.53358000,1605202.05906000,1808158.64124000,1863510.43638000,3413360.70030000,2693787.36348000,885628.72224000,535067.35302000,1051684.10766000,1383794.87850000,1642103.25582000
2020-08-04,1596499200,221418.05556000,571996.64353000,830317.70835000,1549926.38892000,1808247.45374000,1882053.47226000,3431979.86118000,2657016.66672000,904123.72687000,535093.63427000,1051735.76391000,1383862.84725000,1642183.91207000
2020-08-05,1596585600,239880.04144000,553569.32640000,830353.98960000,1513089.49216000,1771421.84448000,1882135.70976000,3487486.75632000,2657132.76672000,904163.23312000,535117.01552000,1051781.72016000,1383923.31600000,1642255.66832000
2020-08-06,1596672000,313705.85996000,572051.86228000,848851.15048000,1383996.44100000,1697702.30096000,1956048.30328000,3487671.03132000,2657273.16672000,904211.00812000,535145.29052000,1051837.29516000,1365543.15512000,1642342.44332000
2020-08-07,1596758400,258359.30232000,682806.72756000,848894.85048000,1384067.69100000,1679335.46508000,1937694.76740000,3506304.81720000,2638955.73084000,922711.79400000,535172.84052000,1051891.44516000,1365613.45512000,1642426.99332000
2020-08-08,1596844800,203006.35718000,775115.18196000,848935.67548000,1328768.88336000,1679416.22758000,1937787.95490000,3506473.44220000,2639082.64334000,922756.16900000,535198.57802000,1051942.03266000,1365679.13012000,1660961.10420000
2020-08-09,1596931200,147648.78704000,830524.42710000,848980.52548000,1310382.98498000,1661048.85420000,1956346.42828000,3488202.59382000,2639222.06834000,922804.91900000,535226.85302000,1051997.60766000,1365751.28012000,1661048.85420000
2020-08-10,1597017600,221483.45556000,701364.27594000,941304.68613000,1291986.82410000,1679582.87133000,1974894.14541000,3488364.42507000,2639344.51209000,941304.68613000,535251.68427000,1052046.41391000,1365814.64262000,1661125.91670000
2020-08-11,1597104000,258410.83982000,701400.85094000,959811.69076000,1236680.44771000,1679670.45883000,1956539.21578000,3488546.33757000,2639482.14959000,941353.77363000,535279.59677000,1052101.27641000,1365885.86762000,1661212.54170000
2020-08-12,1597190400,203047.88218000,756814.83358000,959862.71576000,1236746.19146000,1679759.75258000,1956643.22828000,3470272.89544000,2639622.46834000,941403.81738000,535308.05302000,1052157.20766000,1365958.48012000,1661300.85420000
2020-08-13,1597276800,184598.17130000,646093.59955000,1089129.21067000,1236807.74771000,1679843.35883000,1938280.79865000,3470445.62044000,2639753.84959000,941450.67363000,535334.69677000,1052209.57641000,1366026.46762000,1661383.54170000
2020-08-14,1597363200,239991.19144000,535364.96552000,1144573.37456000,1255338.53984000,1679938.34008000,1938390.39240000,3452180.98456000,2639903.10584000,959964.76576000,535364.96552000,1052269.07016000,1366103.70512000,1661477.47920000
2020-08-15,1597449600,184618.35880000,535393.24052000,1218481.16808000,1273866.67572000,1680027.06508000,1920030.93152000,3452363.30956000,2640042.53084000,960015.46576000,535393.24052000,1052324.64516000,1366175.85512000,1661565.22920000
2020-08-16,1597536000,129239.50116000,590809.14816000,1218543.86808000,1255469.43984000,1680113.51508000,1938592.51740000,3434078.17368000,2658641.16672000,960064.86576000,535420.79052000,1052378.79516000,1366246.15512000,1680113.51508000
2020-08-17,1597622400,240026.37269000,498516.31251000,1237058.99771000,1255522.56484000,1661721.04170000,1938674.54865000,3415759.91905000,2640290.09959000,960105.49076000,535443.44677000,1052423.32641000,1366303.96762000,1680184.60883000
2020-08-18,1597708800,240037.74769000,498539.93751000,1237117.62271000,1237117.62271000,1661799.79170000,1938766.42365000,3397457.35192000,2640415.22459000,978615.43289000,535468.82177000,1052473.20141000,1366368.71762000,1680264.23383000
2020-08-19,1597795200,240048.96019000,498563.22501000,1255640.71484000,1237175.41021000,1661877.41670000,1938856.98615000,3397616.05192000,2640538.56209000,978661.14539000,535493.83427000,1052522.36391000,1366432.54262000,1680342.72133000
2020-08-20,1597881600,221594.60556000,517054.07964000,1237236.54771000,1237236.54771000,1661959.54170000,1938952.79865000,3379317.73479000,2640669.04959000,997175.72502000,535520.29677000,1052574.37641000,1348033.85049000,1680425.75883000
2020-08-21,1597968000,221606.23056000,535548.39052000,1255768.63984000,1255768.63984000,1643579.54332000,1939054.51740000,3379495.01604000,2640807.58084000,997228.03752000,535548.39052000,1034162.40928000,1348104.56924000,1680513.91508000
2020-08-22,1598054400,129276.25116000,590977.14816000,1274294.47572000,1274294.47572000,1643655.19332000,1939143.76740000,3379650.56604000,2640929.13084000,997273.93752000,535573.04052000,1034210.00928000,1348166.61924000,1680591.26508000
2020-08-23,1598140800,110814.10278000,591008.54816000,1274362.18197000,1218955.13058000,1699149.57596000,1957715.81578000,3379830.13479000,2622600.43246000,997326.92502000,535601.49677000,1052733.97641000,1348238.25049000,1680680.55883000
2020-08-24,1598227200,184699.48380000,498688.60626000,1292896.38660000,1182076.69632000,1717705.19934000,1957814.52828000,3380000.55354000,2622732.66996000,997377.21252000,535628.50302000,1052787.05766000,1348306.23174000,1680765.30258000
2020-08-25,1598313600,184707.48380000,461768.70950000,1348364.63174000,1182127.89632000,1699308.85096000,1957899.32828000,3380146.95354000,2622846.26996000,1015891.16090000,535651.70302000,1052832.65766000,1348364.63174000,1699308.85096000
2020-08-26,1598400000,203187.99468000,424847.62524000,1348429.41924000,1200656.33220000,1699390.50096000,1939521.76740000,3361837.73016000,2604500.65908000,1015939.97340000,535677.44052000,1052883.24516000,1348429.41924000,1699390.50096000
2020-08-27,1598486400,203196.86343000,406393.72686000,1348488.27549000,1219181.18058000,1699464.67596000,1939606.42365000,3361984.46766000,2604614.34033000,1034456.75928000,535700.82177000,1052929.20141000,1348488.27549000,1699464.67596000
2020-08-28,1598572800,221681.53056000,387942.67848000,1348562.64424000,1256195.33984000,1699558.40096000,1939713.39240000,3362169.88016000,2604757.98408000,1034513.80928000,535730.36552000,1052987.27016000,1348562.64424000,1699558.40096000
2020-08-29,1598659200,184743.73380000,461859.33450000,1293206.13660000,1274731.76322000,1699642.35096000,1939809.20490000,3362335.95516000,2604886.64658000,1034564.90928000,535756.82802000,1053039.28266000,1348629.25674000,1699642.35096000
2020-08-30,1598745600,129326.16991000,535779.84677000,1256311.36484000,1237836.19771000,1736665.71022000,1958367.71578000,3362480.41766000,2586523.39820000,1034609.35928000,535779.84677000,1053084.52641000,1348687.20049000,1699715.37596000
2020-08-31,1598832000,258665.46482000,443426.51112000,1237899.01021000,1200946.80095000,1736753.83522000,1958467.09078000,3344174.93803000,2586654.64820000,1053137.96391000,535807.03427000,1053137.96391000,1348755.63799000,1699801.62596000
2020-09-01,1598918400,240201.87269000,498880.81251000,1237963.49771000,1201009.36345000,1718367.24309000,1958569.11578000,3344349.15053000,2586789.39820000,1053192.82641000,535834.94677000,1053192.82641000,1348825.90049000,1699890.17596000
2020-09-02,1599004800,258691.53982000,517383.07964000,1164111.92919000,1256501.76484000,1718450.94309000,1958664.51578000,3344512.05053000,2568437.43107000,1053244.12641000,535861.04677000,1053244.12641000,1348891.60049000,1699972.97596000
2020-09-03,1599091200,332617.92084000,535884.42802000,1127205.17618000,1256556.58984000,1681568.37758000,1940271.20490000,3363136.75516000,2568549.49982000,1071768.85604000,535884.42802000,1053290.08266000,1348950.45674000,1700047.15096000
2020-09-04,1599177600,295673.87408000,609827.36529000,1145736.26206000,1238134.34771000,1663165.54170000,1921880.18152000,3363290.31766000,2568666.78107000,1071817.79354000,535908.89677000,1053338.17641000,1349012.05049000,1700124.77596000
2020-09-05,1599264000,184804.98380000,683778.44006000,1053388.40766000,1367556.88012000,1663244.85420000,1829569.33962000,3455853.19706000,2568789.27482000,1071868.90604000,535934.45302000,1053388.40766000,1330595.88336000,1718686.34934000
2020-09-06,1599350400,147851.48704000,702294.56344000,961034.66576000,1460033.43452000,1663329.22920000,1829662.15212000,3456028.50956000,2550438.15144000,1071923.28104000,535961.64052000,1053441.84516000,1330663.38336000,1718773.53684000
2020-09-07,1599436800,221790.35556000,591440.94816000,942609.01113000,1534049.95929000,1663427.66670000,1829770.43337000,3456233.04081000,2550589.08894000,1090469.24817000,535993.35927000,1053504.18891000,1330742.13336000,1718875.25559000
2020-09-08,1599523200,203318.48218000,554504.95140000,979625.41414000,1534130.36554000,1626547.85744000,1866833.33638000,3456414.19706000,2550722.77644000,1090526.40442000,536021.45302000,1053559.40766000,1330811.88336000,1718965.34934000
2020-09-09,1599609600,221813.15556000,536048.45927000,998159.20002000,1534207.65929000,1571176.51855000,1903896.25189000,3456588.34081000,2550851.28894000,1090581.34817000,536048.45927000,1053612.48891000,1330878.93336000,1719051.95559000
2020-09-10,1599696000,184854.17130000,462135.42825000,1090639.61067000,1534289.62179000,1552775.03892000,1922483.38152000,3456773.00331000,2532502.14681000,1090639.61067000,536077.09677000,1035183.35928000,1330950.03336000,1719143.79309000
2020-09-11,1599782400,240321.63519000,406698.15186000,1090690.49817000,1552847.48892000,1552847.48892000,1922573.08152000,3456934.29081000,2532620.30931000,1109176.77780000,536102.10927000,1035231.65928000,1331012.13336000,1719224.00559000
2020-09-12,1599868800,147898.73704000,499158.23751000,1090753.18567000,1571424.08105000,1515962.05466000,1959658.26578000,3457132.97831000,2532765.87181000,1109240.52780000,536132.92177000,1035291.15928000,1331088.63336000,1719322.81809000
2020-09-13,1599955200,129418.48241000,499185.57501000,1072324.56854000,1589998.49818000,1479068.37040000,1996742.30004000,3457322.31581000,2514416.22968000,1109301.27780000,536162.28427000,1035347.85928000,1331161.53336000,1719416.98059000
2020-09-14,1600041600,221873.45556000,406768.00186000,1090877.82317000,1571603.64355000,1460666.91577000,2015350.55467000,3457528.01581000,2514565.82968000,1109367.27780000,536194.18427000,1035409.45928000,1331240.73336000,1719519.28059000
2020-09-15,1600128000,240375.58519000,425279.88149000,1072444.91854000,1571686.51855000,1442253.51114000,2033947.25930000,3457710.34081000,2514698.42968000,1127916.20743000,536222.45927000,1035464.05928000,1331310.93336000,1719609.95559000
2020-09-16,1600214400,221896.78056000,425302.16274000,1090992.50442000,1516294.66716000,1460820.47202000,2052545.22018000,3439400.09868000,2496338.78130000,1127975.30118000,536250.55302000,1035518.30928000,1331380.68336000,1719700.04934000
2020-09-17,1600300800,184925.10880000,480805.28288000,1054073.12016000,1516385.89216000,1497893.38128000,2052668.70768000,3439607.02368000,2496488.96880000,1128043.16368000,536282.81552000,1035580.60928000,1331460.78336000,1738296.02272000
2020-09-18,1600387200,221922.50556000,425351.46899000,1072625.44354000,1516470.45466000,1497976.91253000,2052783.17643000,3439798.83618000,2496628.18755000,1128106.06993000,536312.72177000,1035638.35928000,1331535.03336000,1738392.96022000
2020-09-19,1600473600,184944.73380000,517845.25464000,1054184.98266000,1535041.29054000,1461063.39702000,2052886.54518000,3439972.04868000,2496753.90630000,1128162.87618000,536339.72802000,1035690.50928000,1331602.08336000,1738480.49772000
2020-09-20,1600560000,147962.88704000,554860.82640000,1017244.84840000,1553610.31392000,1424142.78776000,2071480.41856000,3440137.12368000,2478378.35792000,1146712.37456000,536365.46552000,1035740.20928000,1331665.98336000,1738563.92272000
2020-09-21,1600646400,221955.20556000,480902.94538000,1035790.95928000,1535190.17179000,1424212.56901000,2090078.18569000,3421809.41905000,2478499.79542000,1146768.56206000,536391.74677000,1035790.95928000,1331731.23336000,1738649.11022000
2020-09-22,1600732800,258959.02732000,462426.83450000,1072830.25604000,1516760.01716000,1424274.65026000,2071672.21856000,3440455.64868000,2478607.83292000,1146818.54956000,536415.12802000,1035836.10928000,1331789.28336000,1738724.89772000
2020-09-23,1600819200,258971.45232000,462449.02200000,1072881.73104000,1535330.75304000,1424342.98776000,2053273.65768000,3440620.72368000,2478726.75792000,1146873.57456000,536440.86552000,1035885.80928000,1331853.18336000,1738808.32272000
2020-09-24,1600905600,388475.15973000,462470.42825000,980437.30789000,1479905.37040000,1424408.91901000,2053368.70143000,3459278.80331000,2460342.67829000,1146926.66206000,536465.69677000,1035933.75928000,1331914.83336000,1738888.81022000
2020-09-25,1600992000,277498.10070000,591995.94816000,961993.41576000,1498489.74378000,1424490.25026000,2034986.07180000,3459476.32206000,2460483.15954000,1165492.02294000,536496.32802000,1035992.90928000,1331990.88336000,1738988.09772000
2020-09-26,1601078400,166507.29792000,684530.00256000,980542.97664000,1517066.49216000,1424562.43776000,2035089.19680000,3459651.63456000,2460607.84704000,1165551.08544000,536523.51552000,1036045.40928000,1332058.38336000,1739076.22272000
2020-09-27,1601164800,166515.84792000,684565.15256000,962091.56576000,1535646.15304000,1424635.58776000,2035193.69680000,3459829.28456000,2460734.19704000,1165610.93544000,536551.06552000,1017596.84840000,1332126.78336000,1739165.52272000
2020-09-28,1601251200,203528.23843000,629087.28242000,962133.49076000,1498707.93753000,1443200.23614000,2035282.38430000,3459980.05331000,2460841.42829000,1165661.72919000,536574.44677000,1036143.75928000,1332184.83336000,1739241.31022000
2020-09-29,1601337600,277551.72570000,573606.89978000,980682.76414000,1498779.31878000,1424765.52526000,2016875.87342000,3441641.39868000,2460958.63454000,1165717.24794000,536600.00302000,1017689.66090000,1332248.28336000,1739324.14772000
2020-09-30,1601424000,296070.77408000,610645.97154000,943725.59238000,1498858.29378000,1424840.60026000,2016982.14842000,3423318.32530000,2461088.30954000,1165778.67294000,536628.27802000,1017743.28590000,1332318.48336000,1739415.79772000
2020-10-01,1601510400,240567.57894000,499640.35626000,1073301.50604000,1535931.46554000,1424900.27526000,2017066.62342000,3441966.89868000,2442686.18616000,1165827.49794000,536650.75302000,1017785.91090000,1332374.28336000,1757993.84610000
2020-10-02,1601596800,277590.72570000,499663.30626000,1054844.75766000,1536002.01554000,1424965.72526000,2017159.27342000,3442124.99868000,2442798.38616000,1184387.09632000,536675.40302000,1017832.66090000,1332435.48336000,1758074.59610000
2020-10-03,1601683200,148055.93704000,629237.73242000,980870.58289000,1610108.31531000,1425038.39401000,2017262.14217000,3442300.53618000,2442922.96116000,1165940.50419000,536702.77177000,1017884.56715000,1332503.43336000,1758164.25235000
2020-10-04,1601769600,129555.85741000,629271.30742000,962414.94076000,1647210.18707000,1406606.45188000,2035877.75930000,3423976.23155000,2443053.31116000,1166002.71669000,536731.40927000,1017938.87965000,1332574.53336000,1758258.06485000
2020-10-05,1601856000,259123.96482000,536756.78427000,906933.87687000,1647288.06207000,1406672.95188000,2035974.00930000,3424138.10655000,2443168.81116000,1184566.69632000,536756.78427000,1017987.00465000,1332637.53336000,1758341.18985000
2020-10-06,1601942400,203606.33843000,536780.34677000,962502.69076000,1647360.37457000,1406734.70188000,2036063.38430000,3424288.41905000,2443276.06116000,1184618.69632000,536780.34677000,1018031.69215000,1332696.03336000,1758418.37735000
2020-10-07,1602028800,240637.94144000,462765.27200000,999572.98752000,1628933.75744000,1425317.03776000,2036167.19680000,3442973.62368000,2424890.02528000,1184679.09632000,536807.71552000,1018083.59840000,1332763.98336000,1758508.03360000
2020-10-08,1602115200,222139.48056000,481302.20788000,1018139.28590000,1629022.85744000,1425395.00026000,2017766.94842000,3443161.94868000,2425022.66278000,1184743.89632000,536837.07802000,1018139.28590000,1332836.88336000,1758604.22110000
2020-10-09,1602201600,277687.64835000,425787.72747000,999675.53406000,1647613.38021000,1425463.26153000,2017863.57801000,3443326.83954000,2406626.28570000,1203313.14285000,536862.78681000,1018188.04395000,1332900.71208000,1758688.43955000
2020-10-10,1602288000,166620.62808000,555402.09360000,981210.36536000,1647692.87768000,1407018.63712000,2036474.34320000,3443492.98032000,2406742.40560000,1203371.20280000,536888.69048000,1018237.17160000,1332965.02464000,1758773.29640000
2020-10-11,1602374400,129599.92990000,592456.82240000,981256.61210000,1647770.53730000,1407084.95320000,2036570.32700000,3443655.28020000,2406855.84100000,1203427.92050000,536913.99530000,1036799.43920000,1333027.85040000,1758856.19150000
2020-10-12,1602460800,222182.46324000,444364.92648000,1036851.49512000,1629338.06376000,1425670.80579000,2036672.57970000,3443828.18022000,2406976.68510000,1203488.34255000,536940.95283000,1036851.49512000,1333094.77944000,1758944.50065000
2020-10-13,1602547200,259227.39136000,444389.81376000,1018393.32320000,1610913.07488000,1444266.89472000,2036786.64640000,3444021.05664000,2407111.49120000,1203555.74560000,536971.02496000,1036909.56544000,1333169.44128000,1759043.01280000
2020-10-14,1602633600,222206.08176000,481446.51048000,1018444.54140000,1629511.26624000,1444339.53144000,2036889.08280000,3444194.26728000,2388715.37892000,1222133.44968000,536998.03092000,1018444.54140000,1333236.49056000,1777648.65408000
2020-10-15,1602720000,240735.52399000,462952.93075000,999978.33042000,1648112.43347000,1444413.14394000,2018474.77807000,3407333.57032000,2407355.23990000,1240713.85441000,537025.39967000,1018496.44765000,1314786.32333000,1777739.25408000
2020-10-16,1602806400,222229.03176000,462977.14950000,981511.55694000,1666717.73820000,1444488.70644000,2018580.37182000,3407511.82032000,2388962.09142000,1240778.76066000,537053.49342000,1018549.72890000,1314855.10458000,1777832.25408000
2020-10-17,1602892800,129640.47061000,555602.01690000,981563.56319000,1685326.11793000,1444565.24394000,2018687.32807000,3426212.43755000,2389088.67267000,1259364.57164000,537081.94967000,1018603.69765000,1314924.77333000,1777926.45408000
2020-10-18,1602979200,111124.90338000,574145.33413000,963082.49596000,1703915.18516000,1444623.74394000,2018769.07807000,3426351.18755000,2370664.60544000,1259415.57164000,537103.69967000,1018644.94765000,1314978.02333000,1777998.45408000
2020-10-19,1603065600,259302.37872000,481561.56048000,963123.12096000,1685465.46168000,1444684.68144000,2018854.23432000,3370930.92336000,2370764.60544000,1259468.69664000,537126.35592000,1018687.91640000,1315033.49208000,1778073.45408000
2020-10-20,1603152000,296359.97568000,444539.96352000,981692.41944000,1667024.86320000,1444754.88144000,2018952.33432000,3371094.72336000,2370879.80544000,1278052.39512000,537152.45592000,1018737.41640000,1315097.39208000,1778159.85408000
2020-10-21,1603238400,314896.28666000,481606.08548000,963212.17096000,1648574.67722000,1426294.94546000,2019040.89682000,3371242.59836000,2370983.80544000,1278108.45762000,537176.01842000,1018782.10390000,1315155.07958000,1778237.85408000
2020-10-22,1603324800,407531.67906000,518676.68244000,944732.52873000,1630126.71624000,1407836.70948000,1982085.89361000,3371398.43586000,2352569.23821000,1296691.70610000,537200.84967000,1018829.19765000,1315215.87333000,1778320.05408000
2020-10-23,1603411200,370499.67980000,666899.42364000,926249.19950000,1630198.59112000,1407898.78324000,1945123.31895000,3297447.15022000,2334147.98274000,1296748.87930000,537224.53571000,1018874.11945000,1315273.86329000,1778398.46304000
2020-10-24,1603497600,240837.14187000,889244.83152000,889244.83152000,1556178.45516000,1407970.98324000,1963749.00294000,3279090.31623000,2334267.68274000,1296815.37930000,537252.08571000,1018926.36945000,1315341.31329000,1797015.59703000
2020-10-25,1603584000,148213.32192000,1018966.58820000,870753.26628000,1537713.21492000,1408026.55824000,1963826.51544000,3279219.74748000,2334359.82024000,1296866.56680000,537273.29196000,1018966.58820000,1315393.23204000,1797086.52828000
2020-10-26,1603670400,296437.64384000,815203.52056000,926367.63700000,1519242.92468000,1371024.10276000,2038008.80140000,3279341.43498000,2334446.44524000,1296914.69180000,537293.22946000,1019004.40070000,1315442.04454000,1797153.21578000
2020-10-27,1603756800,277919.57235000,796702.77407000,981982.48897000,1482237.71920000,1352541.91877000,2056604.83539000,3279450.95373000,2315996.43625000,1296958.00430000,537311.17321000,1019038.43195000,1315485.97579000,1797213.23453000
2020-10-28,1603843200,296457.54384000,778201.05258000,1000544.21046000,1463759.12271000,1352587.54377000,2056674.21039000,3279561.57873000,2316074.56125000,1297001.75430000,537329.29821000,1019072.80695000,1315530.35079000,1797273.85953000
2020-10-29,1603929600,277939.07235000,704112.31662000,1093227.01791000,1463812.44771000,1371166.09026000,2056749.13539000,3279681.05373000,2316158.93625000,1315578.27579000,537348.87321000,1019109.93195000,1315578.27579000,1797339.33453000
2020-10-30,1604016000,222359.58288000,611488.85292000,1241507.67108000,1463867.25396000,1371217.42776000,2056826.14164000,3261273.88224000,2316245.65500000,1315627.53204000,537368.99196000,1019148.08820000,1315627.53204000,1797406.62828000
2020-10-31,1604102400,185306.71480000,667104.17328000,1223024.31768000,1482453.71840000,1371269.68952000,2038373.86280000,3279928.85196000,2297803.26352000,1315677.67508000,537389.47292000,1019186.93140000,1315677.67508000,1797475.13356000
2020-11-01,1604188800,203845.97959000,685663.74953000,1167481.51947000,1426921.85713000,1426921.85713000,2038459.79590000,3280067.12613000,2297900.13356000,1334264.59368000,537412.12801000,1019229.89795000,1315733.14099000,1797550.91093000
2020-11-02,1604275200,240916.60372000,593025.48608000,1260179.15792000,1408435.52944000,1408435.52944000,2075589.20128000,3243108.12700000,2297973.75856000,1334307.34368000,537429.34676000,1019262.55420000,1315775.29724000,1797608.50468000
2020-11-03,1604361600,426257.19312000,574520.56464000,1315837.42224000,1389969.10800000,1352903.26512000,2020088.43696000,3243261.25200000,2298082.25856000,1334370.34368000,537454.72176000,945178.99344000,1315837.42224000,1797693.37968000
2020-11-04,1604448000,315076.55823000,685754.86203000,1297374.06330000,1371509.72406000,1334441.89368000,2020196.75571000,3243435.15825000,2279671.56837000,1334441.89368000,537483.54051000,945229.67469000,1315907.97849000,1816323.68862000
2020-11-05,1604534400,389231.51274000,685788.85578000,1315973.20974000,1278903.54186000,1408647.37944000,1964692.39764000,3243595.93950000,2279784.57462000,1353042.87762000,537510.18426000,945276.53094000,1315973.20974000,1816413.72612000
2020-11-06,1604620800,352180.01361000,759967.39779000,1297505.31330000,1278969.52311000,1390184.26425000,1983329.55033000,3243763.28325000,2261366.40318000,1353112.68387000,537537.91551000,926789.50950000,1316041.10349000,1816507.43862000
2020-11-07,1604707200,222440.43228000,889761.72912000,1297569.18830000,1297569.18830000,1390252.70175000,2001963.89052000,3243922.97075000,2261477.72818000,1353179.29637000,537564.37801000,926835.13450000,1316105.89099000,1816596.86362000
2020-11-08,1604793600,222450.78228000,926878.25950000,1297629.56330000,1260554.43292000,1371779.82406000,2020594.60571000,3244073.90825000,2243045.38799000,1353242.25887000,537589.39051000,926878.25950000,1316167.12849000,1816681.38862000
2020-11-09,1604880000,259542.10016000,889858.62912000,1316249.22224000,1242094.33648000,1353326.66512000,2020720.63696000,3225737.53056000,2243185.29424000,1353326.66512000,537622.92176000,926936.07200000,1316249.22224000,1816794.70112000
2020-11-10,1604966400,259554.96266000,741585.60760000,1483171.21520000,1223616.25254000,1353393.73387000,2039360.42090000,3225897.39306000,2243296.46299000,1371933.37406000,537649.56551000,926982.00950000,1316314.45349000,1816884.73862000
2020-11-11,1605052800,259567.82516000,667460.12184000,1575947.50990000,1223676.89004000,1353460.80262000,2039461.48340000,3226057.25556000,2243407.63174000,1372001.36156000,537676.20926000,927027.94700000,1316379.68474000,1816974.77612000
2020-11-12,1605139200,259581.82516000,630413.00396000,1576032.50990000,1260826.00792000,1353533.80262000,2021029.92446000,3226231.25556000,2224987.07280000,1372075.36156000,537705.20926000,927077.94700000,1316450.68474000,1817072.77612000
2020-11-13,1605225600,259593.98766000,574815.25839000,1650276.06441000,1260885.08292000,1353597.22137000,2002582.19052000,3226382.41806000,2225091.32280000,1372139.64906000,537730.40301000,927121.38450000,1316512.36599000,1817157.91362000
2020-11-14,1605312000,148346.52152000,649016.03165000,1668898.36710000,1260945.43292000,1353662.00887000,2021221.35571000,3226536.84306000,2225197.82280000,1390748.63925000,537756.14051000,908622.44431000,1316575.37849000,1835788.20381000
2020-11-15,1605398400,129809.76883000,593416.08608000,1724615.50017000,1279553.43561000,1372274.69906000,2021323.54321000,3226699.96806000,2206766.07011000,1390818.95175000,537783.32801000,908668.38181000,1316641.94099000,1835881.01631000
2020-11-16,1605484800,222543.03228000,500721.82263000,1761799.00555000,1242531.93023000,1372348.69906000,2021432.54321000,3189783.46268000,2243975.57549000,1390893.95175000,537812.32801000,908717.38181000,1335258.19368000,1835980.01631000
2020-11-17,1605571200,315285.97698000,500748.31638000,1706253.52248000,1224051.44004000,1390967.54550000,2002993.26552000,3189952.23768000,2225548.07280000,1390967.54550000,537840.78426000,908765.46306000,1335328.84368000,1836077.16006000
2020-11-18,1605657600,389493.09399000,556418.70570000,1613614.24653000,1205573.86235000,1372499.47406000,1984560.05033000,3190133.91268000,2207127.53261000,1409594.05444000,537871.41551000,890269.92912000,1335404.89368000,1836181.72881000
2020-11-19,1605744000,222577.75728000,686281.41828000,1650785.03316000,1205629.51860000,1391110.98300000,1984651.66908000,3116088.60192000,2262873.86568000,1409659.12944000,537896.24676000,890311.02912000,1335466.54368000,1836266.49756000
2020-11-20,1605830400,370983.92880000,649221.87540000,1613780.09028000,1224246.96504000,1372640.53656000,1910567.23332000,3079166.60904000,2300100.35856000,1409738.92944000,537926.69676000,890361.42912000,1335542.14368000,1836370.44756000
2020-11-21,1605916800,185502.52690000,871861.87643000,1465469.96251000,1372718.69906000,1354168.44637000,1892125.77438000,3097892.19923000,2300231.33356000,1428369.45713000,537957.32801000,890412.12912000,1335618.19368000,1836475.01631000
2020-11-22,1606003200,148410.72152000,909015.66931000,1317145.15349000,1502658.55539000,1372799.17406000,1873685.35919000,3005317.11078000,2393122.88451000,1428453.19463000,537988.86551000,890464.32912000,1335696.49368000,1836582.67881000
2020-11-23,1606089600,241179.36622000,834851.65230000,1335762.64368000,1484180.71520000,1372867.16156000,1818121.37612000,2764286.58206000,2671525.28736000,1428523.93838000,538015.50926000,890508.42912000,1335762.64368000,1836673.63506000
2020-11-24,1606176000,296849.74304000,742124.35760000,1428589.38838000,1447142.49732000,1372930.06156000,1818204.67612000,2597435.25160000,2820072.55888000,1428589.38838000,538040.15926000,890549.22912000,1335823.84368000,1836757.78506000
2020-11-25,1606262400,259757.08766000,649392.71915000,1465772.13751000,1539988.44827000,1373001.74906000,1818299.61362000,2467692.33277000,2931544.27502000,1428663.98213000,556622.33070000,872041.65143000,1354447.67137000,1836853.69131000
