d,unixTs,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_5y,age_5y_7y,age_7y_10y,age_10y
2023-03-20,1679270400,251200.86173000,483078.58025000,734279.44198000,1178711.73581000,1816375.46174000,1758406.03211000,2898471.48150000,2550654.90372000,985480.30371000,1178711.73581000,1642467.17285000,1178711.73581000,2666593.76298000
2023-03-21,1679356800,193240.49460000,502425.28596000,772961.97840000,1159442.96760000,1816460.64924000,1739164.45140000,2917931.46846000,2550774.52872000,985526.52246000,1178767.01706000,1642544.20410000,1178767.01706000,2666718.82548000
2023-03-22,1679443200,193250.43210000,483126.08025000,811651.81482000,1140177.54939000,1835879.10495000,1739253.88890000,2898756.48150000,2550905.70372000,985577.20371000,1178827.63581000,1642628.67285000,1178827.63581000,2666855.96298000
2023-03-23,1679529600,193261.86960000,483154.67400000,869678.41320000,1101592.65672000,1835987.76120000,1720030.63944000,2898928.04400000,2570382.86568000,985635.53496000,1178897.40456000,1642725.89160000,1178897.40456000,2667013.80048000
2023-03-24,1679616000,193271.99460000,463852.78704000,869723.97570000,1101650.36922000,1836083.94870000,1720120.75194000,2899079.91900000,2551190.32872000,985687.17246000,1178959.16706000,1642811.95410000,1178959.16706000,2686480.72494000
2023-03-25,1679702400,115968.65926000,521858.96667000,869764.94445000,1101702.26297000,1855498.54816000,1700873.66914667,2899216.48150000,2570638.61359667,985733.60371000,1179014.70247667,1642889.33951667,1179014.70247667,2686607.27285667
2023-03-26,1679788800,96645.10146667,521883.54792000,889134.93349333,1121083.17701333,1836256.92786667,1720282.80610667,2899353.04400000,2570759.69901333,985780.03496000,1179070.23789333,1642966.72493333,1179070.23789333,2686733.82077333
2023-03-27,1679875200,231959.16852000,367268.68349000,966496.53550000,1121135.98118000,1797683.55603000,1720363.83319000,2880159.67579000,2590210.71514000,985826.46621000,1179125.77331000,1643044.11035000,1179125.77331000,2686860.36869000
2023-03-28,1679961600,193307.68210000,386615.36420000,985869.17871000,1082523.01976000,1817092.21174000,1701107.60248000,2899615.23150000,2590322.94014000,985869.17871000,1179176.86081000,1643115.29785000,1179176.86081000,2686976.78119000
2023-03-29,1680048000,173985.18264000,405965.42616000,985916.03496000,1082574.46976000,1817178.57424000,1701188.45248000,2899753.04400000,2590446.05264000,985916.03496000,1179232.90456000,1643193.39160000,1179232.90456000,2687104.48744000
2023-03-30,1680134400,405985.76991000,367320.45849000,947300.12979000,1082628.71976000,1817269.63674000,1701273.70248000,2725904.45511000,2590575.86514000,985965.44121000,1179291.99831000,1643275.73535000,1179291.99831000,2687239.14369000
2023-03-31,1680220800,212668.90656000,560672.57184000,947343.31104000,1082678.06976000,1856019.54816000,1682017.71552000,2706695.17440000,2610027.48960000,986010.38496000,1179345.75456000,1643350.64160000,1179345.75456000,2687361.63744000
2023-04-01,1680307200,116006.47176000,676704.41860000,928051.77408000,1082727.06976000,1836769.13620000,1682093.84052000,2687483.26244000,2629480.02656000,986055.00996000,1179399.12956000,1643425.01660000,1179399.12956000,2687483.26244000
2023-04-02,1680393600,96676.71605000,676737.01235000,928096.47408000,1102114.56297000,1836857.60495000,1701510.20248000,2687612.70619000,2629606.67656000,986102.50371000,1179455.93581000,1643504.17285000,1179455.93581000,2687612.70619000
2023-04-03,1680480000,174025.45764000,560748.69684000,986144.25996000,1082825.06976000,1836935.38620000,1701582.25248000,2687726.51244000,2629718.02656000,986144.25996000,1179505.87956000,1643573.76660000,1179505.87956000,2687726.51244000
2023-04-04,1680566400,174034.57014000,560778.05934000,986195.89746000,1063544.59530000,1856368.74816000,1701671.35248000,2668530.07548000,2649192.90102000,986195.89746000,1179567.64206000,1643659.82910000,1179567.64206000,2687867.24994000
2023-04-05,1680652800,232057.11852000,560804.70309000,966904.66050000,1044257.03334000,1837118.85495000,1701752.20248000,2649318.76977000,2668656.86298000,986242.75371000,1179623.68581000,1643737.92285000,1179623.68581000,2687994.95619000
2023-04-06,1680739200,212729.13156000,367441.22724000,1141001.70564000,1063645.65780000,1856545.14816000,1701833.05248000,2649444.63852000,2668783.65048000,986289.60996000,1179679.72956000,1624477.00464000,1179679.72956000,2707461.67440000
2023-04-07,1680825600,135379.51497000,406138.54491000,1179735.77331000,1083036.11976000,1856633.34816000,1682573.97177000,2630230.57656000,2668910.43798000,986336.46621000,1179735.77331000,1624554.17964000,1179735.77331000,2707590.29940000
2023-04-08,1680912000,77363.39784000,444839.53758000,1179791.81706000,1102428.41922000,1856721.54816000,1682653.90302000,2630355.52656000,2669037.22548000,986383.32246000,1179791.81706000,1624631.35464000,1179791.81706000,2707718.92440000
2023-04-09,1680998400,58025.19213000,444859.80633000,1141162.11189000,1141162.11189000,1856806.14816000,1682730.57177000,2630475.37656000,2669158.83798000,986428.26621000,1179845.57331000,1644047.11035000,1179845.57331000,2707842.29940000
2023-04-10,1681084800,193426.11960000,328824.40332000,1121871.49368000,1141214.10564000,1876233.36012000,1682807.24052000,2630595.22656000,2669280.45048000,986473.20996000,1179899.32956000,1644122.01660000,1179899.32956000,2707965.67440000
2023-04-11,1681171200,251465.41173000,367526.37099000,1102579.11297000,1121922.60618000,1856975.34816000,1663540.41606000,2611371.58335000,2688745.55619000,986518.15371000,1179953.08581000,1644196.92285000,1179953.08581000,2708089.04940000
2023-04-12,1681257600,251477.38256333,367543.86682333,1102631.60047000,1121976.01451333,1876408.16220333,1663619.60772667,2592151.48180667,2688873.55202333,986565.11621000,1180009.25664333,1644275.19368333,1180009.25664333,2708217.96606667
2023-04-13,1681344000,193453.34876667,406252.03241000,1122029.42284667,1141374.75772333,1876497.48303667,1644353.46451667,2572929.53859667,2708346.88273333,986612.07871000,1160720.09260000,1644353.46451667,1180065.42747667,2708346.88273333
2023-04-14,1681430400,212808.81281000,425617.62562000,1083390.31976000,1141429.08689000,1876586.80387000,1644431.73535000,2573052.00943000,2708475.79940000,1006005.29692000,1180121.59831000,1625085.47964000,1180121.59831000,2708475.79940000
2023-04-15,1681516800,96735.91605000,541721.12988000,1025400.71013000,1199525.35902000,1876676.77137000,1644510.57285000,2534481.00051000,2747300.01582000,1006053.52692000,1160830.99260000,1625163.38964000,1160830.99260000,2727952.83261000
2023-04-16,1681603200,96740.55355000,561095.21059000,1006101.75692000,1199582.86402000,1876766.73887000,1663937.52106000,2534602.50301000,2747431.72082000,1006101.75692000,1160886.64260000,1625241.29964000,1160886.64260000,2728083.61011000
2023-04-17,1681689600,232188.45852000,406329.80241000,1006149.98692000,1180291.33081000,1896205.74458000,1664017.28606000,2515374.96730000,2766912.46403000,1006149.98692000,1160942.29260000,1625319.20964000,1160942.29260000,2728214.38761000
2023-04-18,1681776000,193499.65710000,425699.24562000,1044898.14834000,1180347.90831000,1896296.63958000,1664097.05106000,2515495.54230000,2767045.09653000,986848.25121000,1180347.90831000,1625397.11964000,1160997.94260000,2728345.16511000
2023-04-19,1681862400,174158.03889000,406368.75741000,1064299.12655000,1199755.37902000,1896387.53458000,1664176.81606000,2496265.22409000,2767177.72903000,986895.55371000,1161053.59260000,1625475.02964000,1161053.59260000,2728475.94261000
2023-04-20,1681948800,174165.85764000,387035.23920000,1064346.90780000,1199809.24152000,1896472.67208000,1644899.76660000,2515729.05480000,2786653.72224000,986939.85996000,1161105.71760000,1625548.00464000,1161105.71760000,2728598.43636000
2023-04-21,1682035200,174173.67639000,367699.98349000,1083747.31976000,1199863.10402000,1896557.80958000,1625620.97964000,2535194.62301000,2786778.82224000,986984.16621000,1161157.84260000,1625620.97964000,1161157.84260000,2728720.93011000
2023-04-22,1682121600,96767.80980000,425778.36312000,1064445.90780000,1238627.96544000,1896649.07208000,1606345.64268000,2554670.17872000,2786912.92224000,1006385.22192000,1161213.71760000,1645052.76660000,1161213.71760000,2728852.23636000
2023-04-23,1682208000,96772.40355000,445153.05633000,1045141.95834000,1238686.76544000,1896739.10958000,1567712.93751000,2574145.93443000,2787045.22224000,1006432.99692000,1161268.84260000,1645130.86035000,1122559.88118000,2767690.74153000
2023-04-24,1682294400,154842.49568000,329040.30332000,1103252.78172000,1238739.96544000,1896820.57208000,1587135.58072000,2554901.17872000,2806520.23420000,1006476.22192000,1141963.40564000,1645201.51660000,1122608.09368000,2767809.61028000
2023-04-25,1682380800,174205.28889000,309698.29136000,1103300.16297000,1219437.02223000,1896902.03458000,1587203.74322000,2555010.90372000,2806640.76545000,1006519.44692000,1161368.59260000,1645272.17285000,1122656.30618000,2767928.47903000
2023-04-26,1682467200,193569.55710000,309711.29136000,1064632.56405000,1200131.25402000,1935695.57100000,1587270.36822000,2555118.15372000,2806758.57795000,1006561.69692000,1161417.34260000,1645341.23535000,1122703.43118000,2787401.62224000
2023-04-27,1682553600,154862.14568000,329082.05957000,1084035.01976000,1200181.62902000,1955134.58921000,1587336.99322000,2497152.09909000,2864949.69508000,1006603.94692000,1161466.09260000,1645410.29785000,1103392.78797000,2787518.62224000
2023-04-28,1682640000,154869.49568000,290380.30440000,1084086.46976000,1219597.27848000,1935868.69600000,1568053.64376000,2497270.61784000,2865085.67008000,1006651.72192000,1161521.21760000,1645488.39160000,1103445.15672000,2807009.60920000
2023-04-29,1682726400,96797.71605000,348471.77778000,890538.98766000,1432606.19754000,1935954.32100000,1587482.54322000,2497381.07409000,2865212.39508000,1006696.24692000,1142213.04939000,1645561.17285000,1103493.96297000,2807133.76545000
2023-04-30,1682812800,96802.34105000,348488.42778000,851860.60124000,1452035.11575000,1936046.82100000,1587558.39322000,2497500.39909000,2865349.29508000,1006744.34692000,1161628.09260000,1645639.79785000,1103546.68797000,2807267.89045000
2023-05-01,1682899200,135531.23997000,309785.69136000,832549.04553000,1452120.42825000,1955522.17671000,1587651.66822000,2497647.13659000,2865517.64508000,1006803.49692000,1161696.34260000,1645736.48535000,1103611.52547000,2807432.82795000
2023-05-02,1682985600,174261.70764000,271073.76744000,871308.53820000,1374731.24916000,2013690.84384000,1587717.78072000,2459026.31892000,2904361.79400000,1006845.42192000,1161744.71760000,1645805.01660000,1103657.48172000,2807549.73420000
2023-05-03,1683072000,271086.10494000,251722.81173000,890711.48766000,1355430.52470000,1820149.56174000,1684606.50927000,2459138.23767000,2904493.98150000,1026254.54013000,1161797.59260000,1645879.92285000,1103707.71297000,2807677.51545000
2023-05-04,1683158400,174277.09201500,387282.42670000,871385.46007500,1355488.49345000,1820227.40549000,1684678.55614500,2459243.40954500,2904618.20025000,1026298.43075500,1161847.28010000,1645950.31347500,1103754.91609500,2807797.59357500
2023-05-05,1683244800,154919.59568000,406663.93866000,813327.87732000,1394276.36112000,1820305.24924000,1684750.60302000,2459348.58142000,2904742.41900000,1026342.32138000,1161896.96760000,1646020.70410000,1103802.11922000,2807917.67170000
2023-05-06,1683331200,116195.00926000,445414.20216333,774633.39506667,1433071.78087333,1820388.47840667,1684827.63427000,2459461.02933667,2904875.23150000,1026389.24846333,1142584.25772333,1646095.96451667,1103852.58797000,2808046.05711667
2023-05-07,1683417600,309867.52469333,464801.28704000,735935.37114667,1375037.14082667,1665537.94522667,1704271.38581333,2459573.47725333,2905008.04400000,1026436.17554667,1142636.49730667,1646171.22493333,1103903.05672000,2808174.44253333
2023-05-08,1683504000,213043.66281000,619763.38272000,716601.41127000,1375100.00541000,1588143.66822000,1743084.51390000,2459685.92517000,2905140.85650000,1026483.10263000,1142688.73689000,1646246.48535000,1103953.52547000,2808302.82795000
2023-05-09,1683590400,193685.49460000,677899.23110000,716636.33002000,1355798.46220000,1549483.95680000,1781906.55032000,2440437.23196000,2944019.51792000,1026533.12138000,1142744.41814000,1646326.70410000,1104007.31922000,2808439.67170000
2023-05-10,1683676800,193696.11960000,561718.74684000,794154.09036000,1375242.44916000,1510829.73288000,1801373.91228000,2401831.88304000,2963550.62988000,1045959.04584000,1142807.10564000,1646417.01660000,1104067.88172000,2808593.73420000
2023-05-11,1683763200,174335.00139000,561746.11559000,774822.22840000,1414050.56683000,1491532.78967000,1820832.23674000,2401948.90804000,2963695.02363000,1046010.00834000,1142862.78689000,1646497.23535000,1104121.67547000,2808730.57795000
2023-05-12,1683849600,193714.36960000,542400.23488000,755486.04144000,1433486.33504000,1472229.20896000,1801543.63728000,2421429.62000000,2963829.85488000,1046057.59584000,1162286.21760000,1646572.14160000,1104171.90672000,2808858.35920000
2023-05-13,1683936000,96861.71605000,658659.66914000,736149.04198000,1452925.74075000,1433553.39754000,1821000.26174000,2421542.90125000,2963968.51113000,1046106.53334000,1162340.59260000,1646649.17285000,1104223.56297000,2808989.76545000
2023-05-14,1684022400,96867.15355000,445588.90633000,910551.24337000,1491754.16467000,1414260.44183000,1840475.91745000,2421678.83875000,2983508.32934000,1046165.25834000,1162405.84260000,1646741.61035000,1104285.55047000,2809147.45295000
2023-05-15,1684108800,174369.14514000,348738.29028000,949343.12354000,1472450.55896000,1394953.16112000,1859937.54816000,2421793.68250000,2983649.81684000,1046214.87084000,1143086.61814000,1646819.70410000,1104337.91922000,2809280.67170000
2023-05-16,1684195200,155002.44568000,348755.50278000,988140.59121000,1472523.23396000,1336896.09399000,1898779.95958000,2441288.51946000,2983797.07934000,1046266.50834000,1104392.42547000,1685651.59677000,1085017.11976000,2828794.63366000
2023-05-17,1684281600,174386.21701500,329396.18769500,988188.56308500,1491970.96779500,1259456.01177500,1976377.12617000,2441407.03821000,2983941.93559000,1046317.30209000,1104446.04109500,1685733.43114500,1085069.79476000,2828931.96491000
2023-05-18,1684368000,155017.49568000,329412.17832000,988236.53496000,1492043.39592000,1240139.96544000,1995850.25688000,2441525.55696000,2984086.79184000,1046368.09584000,1104499.65672000,1685815.26552000,1085122.46976000,2829069.29616000
2023-05-19,1684454400,174403.12014000,329428.11582000,988284.34746000,1472737.45896000,1240199.96544000,1976568.69492000,2422265.55750000,3003609.29130000,1046418.72084000,1123931.21868000,1685896.82802000,1085174.96976000,2829206.17116000
2023-05-20,1684540800,77515.77284000,406957.80741000,988326.10371000,1492178.62717000,1220873.42223000,1996031.15063000,2422367.90125000,3023115.14076000,1046462.93334000,1123978.70618000,1685968.05927000,1085220.81976000,2829325.70866000
2023-05-21,1684627200,77519.54784000,406977.62616000,968994.34800000,1511631.18288000,1182173.10456000,2034888.13080000,2422485.87000000,3023262.36576000,1046513.89584000,1124033.44368000,1686050.16552000,1085273.66976000,2829463.49616000
2023-05-22,1684713600,213188.65656000,290711.80440000,1007800.92192000,1511701.38288000,1124085.64368000,2015601.84384000,2422598.37000000,3023402.76576000,1046562.49584000,1124085.64368000,1686128.46552000,1085324.06976000,2829594.89616000
2023-05-23,1684800000,213199.24406000,290726.24190000,1046614.47084000,1492394.70842000,1124141.46868000,2035083.69330000,2422718.68250000,3023552.91576000,1046614.47084000,1124141.46868000,1666830.45356000,1085377.96976000,2829735.42116000
2023-05-24,1684886400,155061.04568000,329504.72207000,1046662.05834000,1492462.56467000,1104809.95047000,2035176.22455000,2422828.83875000,3023690.39076000,1046662.05834000,1124192.58118000,1686288.87177000,1085427.31976000,2829864.08366000
2023-05-25,1684972800,193835.74460000,348904.34028000,1027329.44638000,1492535.23342000,1104863.74422000,1996508.16938000,2422946.80750000,3023837.61576000,1046713.02084000,1104863.74422000,1666987.40356000,1085480.16976000,2830001.87116000
2023-05-26,1685059200,174460.77639000,387690.61420000,1007995.59692000,1531377.92609000,1104918.25047000,1977222.13242000,2423066.33875000,3023986.79076000,1046764.65834000,1104918.25047000,1667069.64106000,1085533.71976000,2830141.48366000
2023-05-27,1685145600,96927.18480000,465250.48704000,1008042.72192000,1531449.51984000,1104969.90672000,1977314.56992000,2442565.05696000,3024128.16576000,1046813.59584000,1124355.34368000,1667147.57856000,1085584.46976000,2830273.79616000
2023-05-28,1685232000,96932.18480000,465274.48704000,988708.28496000,1531528.51984000,1105026.90672000,1996803.00688000,2442691.05696000,3024284.16576000,1027481.15888000,1124413.34368000,1686620.01552000,1085640.46976000,2830419.79616000
2023-05-29,1685318400,135712.14622000,407136.43866000,1008147.37192000,1512221.05788000,1124472.06868000,1996907.29438000,2423431.18250000,3024442.11576000,1027534.82138000,1124472.06868000,1686708.10302000,1085697.16976000,2830567.62116000
2023-05-30,1685404800,193884.11960000,329603.00332000,1046974.24584000,1473519.30896000,1143916.30564000,1997006.43188000,2442939.90696000,3024592.26576000,1027585.83388000,1124527.89368000,1667403.42856000,1085751.06976000,2830708.14616000
2023-05-31,1685491200,193892.93210000,329617.98457000,1047021.83334000,1473586.28396000,1124579.00618000,1997097.20063000,2443050.94446000,3024729.74076000,1027632.54013000,1124579.00618000,1686868.50927000,1085800.41976000,2830836.80866000
2023-06-01,1685577600,193901.18210000,310241.89136000,1105236.73797000,1473648.98396000,1124626.85618000,1977792.05742000,2443154.89446000,3024858.44076000,1027676.26513000,1124626.85618000,1686940.28427000,1085846.61976000,2830957.25866000
2023-06-02,1685664000,193911.43200000,290867.14800000,988948.30320000,1590073.74240000,1124686.30560000,1977896.60640000,2443284.04320000,3025018.33920000,1047121.73280000,1124686.30560000,1667638.31520000,1085904.01920000,2831106.90720000
2023-06-03,1685750400,116352.07170000,387840.23900000,950208.58555000,1609536.99185000,1124736.69310000,1958593.20695000,2462785.51765000,3025153.86420000,1047168.64530000,1124736.69310000,1687105.03965000,1085952.66920000,2831233.74470000
2023-06-04,1685836800,116357.28420000,387857.61400000,930858.27360000,1609609.09810000,1124787.08060000,1958680.95070000,2462895.84890000,3025289.38920000,1047215.55780000,1124787.08060000,1687180.62090000,1086001.31920000,2831360.58220000
2023-06-05,1685923200,213331.17520000,310299.89120000,930899.67360000,1551499.45600000,1163624.59200000,1958768.06320000,2463005.38640000,3025423.93920000,1047262.13280000,1124837.10560000,1687255.65840000,1086049.61920000,2831486.50720000
2023-06-06,1686009600,213341.55645000,329709.67815000,756392.79105000,1726127.13855000,1163681.21700000,1939468.69500000,2482519.92960000,3025571.16420000,1047313.09530000,1124891.84310000,1687337.76465000,1086102.46920000,2831624.29470000
2023-06-07,1686096000,174559.77630000,368515.08330000,756425.69730000,1726202.23230000,1163731.84200000,1958948.60070000,2463232.39890000,3025702.78920000,1047358.65780000,1124940.78060000,1687411.17090000,1086149.71920000,2831747.48220000
2023-06-08,1686182400,174568.43871000,368533.37061000,737066.74122000,1726287.89391000,1183186.08459000,1959045.81219000,2463354.63513000,3045249.43083000,1047410.63226000,1124996.60502000,1687494.90753000,1086203.61864000,2831888.00574000
2023-06-09,1686268800,135782.84608000,368553.43936000,737106.87872000,1726381.90016000,1183250.51584000,1959152.49344000,2463488.77888000,3045415.26208000,1047467.66976000,1125057.86752000,1687586.80128000,1086262.76864000,2832042.21824000
2023-06-10,1686355200,116391.07164000,387970.23880000,737143.45372000,1745866.07460000,1183309.22834000,1959249.70594000,2463611.01638000,3045566.37458000,1047519.64476000,1125113.69252000,1687670.53878000,1086316.66864000,2832182.74324000
2023-06-11,1686441600,116397.18414000,387990.61380000,717782.63553000,1745957.76210000,1183371.37209000,1978752.13038000,2463740.39763000,3045726.31833000,1047574.65726000,1125172.78002000,1687759.17003000,1086373.71864000,2832331.48074000
2023-06-12,1686528000,194005.11930000,349209.21474000,717818.94141000,1707245.04984000,1183431.22773000,1978852.21686000,2463865.01511000,3045880.37301000,1047627.64422000,1125229.69194000,1687844.53791000,1086428.66808000,2832474.74178000
2023-06-13,1686614400,174612.87612000,329824.32156000,756655.79652000,1668523.03848000,1202888.70216000,1959544.49868000,2463981.69636000,3046024.61676000,1047677.25672000,1125282.97944000,1687924.46916000,1086480.11808000,2852010.30996000
2023-06-14,1686700800,174619.68237000,349239.36474000,776087.47720000,1668588.07598000,1202935.58966000,1940218.69300000,2483479.92704000,3046143.34801000,1047718.09422000,1125326.84194000,1687990.26291000,1086522.46808000,2852121.47871000
2023-06-15,1686787200,213434.23112000,329852.90264000,756721.36488000,1668667.62512000,1202992.93904000,1920908.08008000,2483598.32576000,3065691.68336000,1047768.04368000,1125380.49136000,1688070.73704000,1086574.26752000,2852257.45224000
2023-06-16,1686873600,194040.68170000,388081.36340000,737354.59046000,1649345.79445000,1183648.15837000,1921002.74883000,2503124.79393000,3065842.77086000,1047819.68118000,1125435.95386000,1688153.93079000,1086627.81752000,2852398.02099000
2023-06-17,1686960000,135834.60219000,446313.69291000,737387.84046000,1630015.22628000,1183701.53337000,1901684.43066000,2522642.61210000,3046576.07769000,1047866.93118000,1125486.70386000,1688230.05579000,1086676.81752000,2852526.64599000
2023-06-18,1687046400,116435.32146000,446335.39893000,756829.58949000,1630094.50044000,1203164.98842000,1882371.03027000,2542171.18521000,3046724.24487000,1047917.89314000,1125541.44078000,1688312.16117000,1086729.66696000,2852665.37577000
2023-06-19,1687132800,252288.06733000,407542.26261000,795677.75081000,1474914.85516000,1203220.01342000,1882457.11777000,2542287.44771000,3066270.35678000,1047965.81814000,1125592.91578000,1688389.37367000,1086779.36696000,2852795.83827000
2023-06-20,1687219200,232891.49292000,485190.61025000,776304.97640000,1455571.83075000,1203272.71342000,1882539.56777000,2522991.17330000,3066404.65678000,1048011.71814000,1106234.59137000,1688463.32367000,1086826.96696000,2852920.78827000
2023-06-21,1687305600,232901.16774000,504619.19677000,756928.79515500,1436223.86773000,1203322.69999000,1882617.77256500,2523095.98385000,3066532.04191000,1028646.82418500,1106280.54676500,1688533.46611500,1086872.11612000,2853039.30481500
2023-06-22,1687392000,213501.60568000,504640.15888000,756960.23832000,1475102.00288000,1203372.68656000,1882695.97736000,2523200.79440000,3066659.42704000,1028689.55464000,1106326.50216000,1688603.60856000,1086917.26528000,2853157.82136000
2023-06-23,1687478400,194100.18130000,543480.50764000,756990.70707000,1494571.39601000,1184011.10593000,1863361.74048000,2523302.35690000,3047372.84641000,1048140.97902000,1106371.03341000,1688671.57731000,1086961.01528000,2853272.66511000
2023-06-24,1687564800,135876.51441000,621149.78016000,679382.57205000,1533463.51977000,1203477.69906000,1863449.34048000,2523420.98190000,3047516.10891000,1028779.32339000,1106423.04591000,1688750.96481000,1087012.11528000,2853406.80261000
2023-06-25,1687651200,116471.32128000,640592.26704000,679416.04080000,1514127.17664000,1222948.87344000,1863541.14048000,2542957.18128000,3067078.12704000,1028830.00464000,1106477.55216000,1688834.15856000,1087065.66528000,2853547.37136000
2023-06-26,1687737600,194127.99380000,446494.38574000,795924.77458000,1494785.55226000,1203593.56156000,1883041.53986000,2543076.71878000,3067222.30204000,1028878.36714000,1125942.36404000,1688913.54606000,1087116.76528000,2853681.50886000
2023-06-27,1687824000,213549.31812500,427098.63625000,854197.27250000,1456018.07812500,1184228.03687500,1883116.71437500,2543178.24312500,3067344.75125000,1028919.44187500,1125987.31375000,1688980.97062500,1087160.16500000,2853795.43312500
2023-06-28,1687910400,194143.49370000,446530.03551000,893060.07102000,1261932.70905000,1359004.45590000,1863777.53952000,2543279.76747000,3067467.20046000,1028960.51661000,1126032.26346000,1689048.39519000,1087203.56472000,2853909.35739000
2023-06-29,1687996800,213567.88057000,446551.02301000,931932.56976000,1223161.49781000,1339653.06903000,1883280.40139000,2543399.30497000,3067611.37546000,1029008.87911000,1126085.18846000,1689127.78269000,1087254.66472000,2854043.49489000
2023-06-30,1688083200,232994.99244000,446573.73551000,893147.47102000,1242639.95968000,1320304.95716000,1863959.93952000,2562944.91684000,3067767.40046000,1029061.21661000,1126142.46346000,1689213.69519000,1087309.96472000,2854188.65739000
2023-07-01,1688169600,155336.64496000,543678.25736000,912602.78914000,1242693.15968000,1320361.48216000,1844622.65890000,2563054.64184000,3067898.73796000,1029105.27286000,1106773.59534000,1689286.01394000,1087356.51472000,2854310.85114000
2023-07-02,1688256000,97090.74685000,582544.48110000,873816.72165000,1281597.85842000,1320434.15716000,1864142.33952000,2563195.71684000,3068067.60046000,1029161.91661000,1106834.51409000,1689378.99519000,1087416.36472000,2854467.95739000
2023-07-03,1688342400,174771.05058000,504894.14612000,912693.26414000,1262235.36530000,1320492.38216000,1864224.53952000,2563308.74184000,3068202.88796000,1029207.29786000,1106883.32034000,1689453.48894000,1087464.31472000,2854593.82614000
2023-07-04,1688428800,135939.20809000,485497.17175000,951574.45663000,1242872.75968000,1320552.30716000,1864309.13952000,2563425.06684000,3068342.12546000,1029254.00411000,1106933.55159000,1689530.15769000,1087513.66472000,2874143.25676000
2023-07-05,1688515200,135946.03309000,427258.96114000,990463.95537000,1204093.43594000,1340039.46903000,1883823.60139000,2582974.62871000,3068496.17546000,1009884.81724000,1106989.12659000,1689614.98269000,1087568.26472000,2874287.55676000
2023-07-06,1688601600,233060.76744000,369012.88178000,1029351.72286000,1223569.02906000,1301255.95154000,1864486.13952000,2563668.44184000,3068633.43796000,1009929.99224000,1107038.64534000,1689690.56394000,1087616.91472000,2874416.13176000
2023-07-07,1688688000,155382.59488000,369033.66284000,1087678.16416000,1243060.75904000,1301329.23212000,1864591.13856000,2563812.81552000,3068806.24888000,1009986.86672000,1107100.98852000,1689785.71932000,1087678.16416000,2874578.00528000
2023-07-08,1688774400,97119.68430000,388478.73720000,1107164.40102000,1243131.95904000,1301403.76962000,1845274.00170000,2583383.60238000,3049558.08702000,1029468.65358000,1126588.33788000,1689882.50682000,1087740.46416000,2874742.65528000
2023-07-09,1688860800,77699.97244000,407924.85531000,1087799.61416000,1223774.56593000,1320899.53148000,1864799.33856000,2583524.08363000,3049723.91827000,1029524.63483000,1126649.60038000,1689974.40057000,1087799.61416000,2874898.98028000
2023-07-10,1688947200,174833.60049000,310815.28976000,1107279.46977000,1204409.24782000,1340390.93709000,1864891.73856000,2583652.09613000,3049875.03077000,1010149.69172000,1126705.42538000,1690058.13807000,1087853.51416000,2875041.43028000
2023-07-11,1689033600,155414.39480000,349682.38830000,1087900.76360000,1185034.76035000,1359875.95450000,1884399.53695000,2583764.31355000,3050007.49795000,1010193.56620000,1126754.36230000,1690131.54345000,1087900.76360000,2875166.30380000
2023-07-12,1689120000,174849.29415000,349698.58830000,1068523.46425000,1185089.66035000,1359938.95450000,1884486.83695000,2564456.31420000,3050148.79795000,1010240.36620000,1126806.56230000,1690209.84345000,1087951.16360000,2875299.50380000
2023-07-13,1689206400,213712.94285000,291426.74025000,1087993.16360000,1185135.41035000,1359991.45450000,1884559.58695000,2564555.31420000,3050266.54795000,1010279.36620000,1126850.06230000,1690275.09345000,1087993.16360000,2875410.50380000
2023-07-14,1689292800,174863.80665000,349727.61330000,1068612.15175000,1204617.33470000,1360051.82950000,1865213.93760000,2584098.47605000,3050401.96045000,1010324.21620000,1126900.08730000,1690350.13095000,1088041.46360000,2875538.15380000
2023-07-15,1689379200,116581.04610000,388603.48700000,1010369.06620000,1262961.33275000,1340682.03015000,1865296.73760000,2584213.18855000,3050537.37295000,1010369.06620000,1126950.11230000,1690425.16845000,1088089.76360000,2875665.80380000
2023-07-16,1689465600,77724.57240000,427485.14820000,990988.29810000,1263024.30150000,1360180.01700000,1884820.88070000,2545479.74610000,3089551.75290000,1010419.44120000,1127006.29980000,1690509.44970000,1088144.01360000,2875809.17880000
2023-07-17,1689552000,155455.94480000,330343.88270000,1029895.63430000,1243647.55840000,1340807.52390000,1904335.32380000,2526159.10300000,3089686.90290000,1010463.64120000,1127055.59980000,1690583.39970000,1088191.61360000,2875934.97880000
2023-07-18,1689638400,233196.06720000,330361.09520000,1029949.29680000,1185413.34160000,1340877.38640000,1885001.54320000,2487424.71680000,3148146.90720000,1010516.29120000,1127114.32480000,1690671.48720000,1088248.31360000,2876084.82880000
2023-07-19,1689724800,233206.41714000,408111.22999500,893957.93237000,1243767.55808000,1340936.89855500,1885085.20521500,2468101.24806500,3167720.49948500,1010561.14094000,1127164.34951000,1690746.52426500,1088296.61332000,2876212.47806000
