d,unixTs,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gateIo,kucoin,kraken,cryptoCom,dydx,deltaExchange,openInterestFutures
2022-01-25,1643068800,4047890798.7506,1270340471.4606,1396513568.6125,930262334.6000,1090377885.1673,528306611.3737,263471945.5171,510810382.1364,,,118967144.1476,,186144495.7802,,
2022-01-26,1643155200,4150802018.2877,1346059812.5670,1417986613.4463,922165226.4000,1081558086.2185,540299298.6807,276773424.8297,514925221.1452,,,120686463.5468,,193984903.9998,,
2022-01-27,1643241600,4084326239.4617,1276933666.3149,1422124515.0377,845703256.1000,1082179372.2771,524096896.8236,279641495.2254,508737424.6408,,,124157469.0710,,197465410.2134,,
2022-01-28,1643328000,4031646712.2510,1286707273.1406,1438244010.9146,928863776.4000,1090457159.6431,496144053.3788,273935048.6509,507384213.0838,,,127496767.3675,,204643768.9500,,
2022-01-29,1643414400,4160828336.2854,1334137083.5710,1459960325.0258,1058339098.0000,1029737330.5070,491548991.6950,259622430.8100,515404898.3656,,,125289396.5587,,223456556.2095,,
2022-01-30,1643500800,4282021579.1367,1417047742.0468,1481890224.9484,1140236207.0000,1036942552.5876,500939443.9479,272513630.2830,521201971.3259,,,119416471.8688,,217491076.8377,,
2022-01-31,1643587200,4290446411.8789,1384905968.7049,1468450212.3402,1021259078.0000,1037253957.4985,502647298.7877,289552047.3309,520313623.1605,,,119115257.8005,,214586473.9580,,
2022-02-01,1643673600,4551239498.5809,1508077513.5923,1496235020.5173,1113271601.0000,1035138619.1048,505065908.2313,285424861.3125,531088386.6857,,,114671363.9519,,223359983.4860,,
2022-02-02,1643760000,4392849379.7387,1459872144.1217,1477663130.8420,1027846259.0000,1047084344.3524,492867119.0612,285542799.0569,533299727.3753,,,116572297.1139,,211360778.2247,,
2022-02-03,1643846400,4202911064.8707,1404390355.0533,1454999474.3519,1077948856.0000,1051819667.5617,505234498.1426,277445004.3271,509074835.5113,,,114921098.2996,,201388706.9161,,
2022-02-04,1643932800,4220719130.8088,1442184847.0062,1459878760.9310,1386479364.0000,1040474186.5707,504028526.0030,286527427.4083,513804646.9181,,,114900277.4937,,200283412.2520,,
2022-02-05,1644019200,4750832150.1410,1555623674.4712,1542281248.5651,1072104411.0000,1062337284.6907,489809827.3953,293277467.0858,568872355.8119,,,122722010.2795,,234290937.3116,,
2022-02-06,1644105600,4757610064.4561,1526259915.9482,1567003727.0642,1178392943.0000,1070194689.9747,489120105.9279,288471627.5564,567518048.0598,,,125916599.5944,,236279707.2729,,
2022-02-07,1644192000,4828541074.1673,1609076764.1922,1598210980.8114,1329082522.0000,1074449617.9689,493474011.5636,304915220.3709,581148871.8117,,,129042827.1396,,241622694.6408,,
2022-02-08,1644278400,4875776667.5719,1711517300.3992,1614509816.7111,1310558739.0000,1128144482.4300,509391063.0329,324825171.2903,601166804.1755,,,133325725.3923,,254919718.7496,,
2022-02-09,1644364800,4685448540.8365,1612796490.5283,1571462043.6428,1356721449.0000,1136633750.1954,495024639.2398,320870261.3796,602764161.9301,,,134834573.3712,,243801460.1550,,
2022-02-10,1644451200,4754656540.9194,1614544804.4392,1617614508.9095,1244273334.0000,1146698604.9073,490868263.6509,319742389.7660,606710582.4298,,,134364197.1440,,246030440.0400,,
2022-02-11,1644537600,4544550604.9236,1631919837.0065,1591641968.1351,1335589877.0000,1178595384.3532,487675850.6182,311895312.7480,594665906.3149,,,131539055.2930,,236282561.9300,,
2022-02-12,1644624000,4497550280.6185,1568731649.7442,1528795535.3641,1171891617.0000,1120589119.6354,445890514.7809,312902623.2182,579725452.3144,,,135746049.4039,,237784825.7607,,
2022-02-13,1644710400,4476168686.1851,1572774070.1079,1521341589.0991,1426315755.0000,1118600996.0208,449227634.0824,305522763.7526,578224480.0776,,,134823718.7106,,238065527.9682,,
2022-02-14,1644796800,4428149101.6170,1564066618.1340,1527101073.6190,1514980354.0000,1106184456.4082,468136863.8768,307195230.0833,567704640.2459,,,134523099.1137,,237575254.4165,,
2022-02-15,1644883200,4561645259.8479,1614504142.7644,1556349788.2667,1485087183.0000,1112264624.0493,483979825.8350,310232553.0448,574051379.7075,,,135151375.7657,,249278796.6438,,
2022-02-16,1644969600,4801033239.7466,1793008596.2566,1634776913.7344,1512208142.0000,1113840229.5513,500117537.7365,325718973.4292,601082901.1726,,,130451743.9899,,250726937.8806,,
2022-02-17,1645056000,4797530340.5296,1742385399.1122,1569684611.8741,1437158214.0000,1123139143.6590,492168795.6439,330771865.6554,591974844.4519,,,127762086.5190,,256884932.9130,,
2022-02-18,1645142400,4404419105.4528,1672143283.3216,1565332920.4990,1773412901.0000,1115926507.9180,473104008.3841,329794470.6869,550056359.2169,,,117063188.1882,,242062757.5380,,
2022-02-19,1645228800,4289977552.9945,1592532409.7649,1535740039.6358,1712608801.0000,1106328901.5278,466749110.5516,317767422.0362,542381934.8503,,,120417023.2953,,242490104.7702,,
2022-02-20,1645315200,4414879177.9921,1608645788.7427,1543966056.8964,1727820445.0000,1096297835.0887,476221493.9350,321250525.2938,546569026.6949,,,115098761.9871,,248305805.1360,,
2022-02-21,1645401600,4192323358.8376,1563574124.2477,1492262927.2768,1626872819.0000,1109487037.1968,486007137.1201,308641786.4124,523707712.6407,,,119499307.4585,,244431334.9380,,
2022-02-22,1645488000,4045052862.2748,1462507894.7306,1434626901.5819,1679521285.0000,1126919307.1480,482850328.7050,300441718.2465,502681692.4667,,,121777238.5486,,245739140.9781,,
2022-02-23,1645574400,4212144972.6375,1579499354.3043,1454440404.0257,1641573104.0000,1124136860.4478,501279454.5670,309916018.5431,522426613.6487,,,122446859.3196,,256486069.7950,,
2022-02-24,1645660800,4032739727.8156,1541301474.2854,1452914195.1146,1653511829.0000,1114403177.1441,480914700.7287,304138521.4968,513586966.0229,,,120467007.3807,,252340094.9418,,
2022-02-25,1645747200,3795246525.7954,1416817997.0644,1715189774.6158,1618172699.0000,1133779507.5211,474175294.6158,301225825.0710,516772456.2497,,,114128113.0944,,250078410.6132,,
2022-02-26,1645833600,3921415789.1551,1485924937.8028,1775967586.8257,1858342224.0000,1096299253.9954,485514258.1168,299769588.4604,529538221.0424,,,115961862.4351,,248694303.2832,,
2022-02-27,1645920000,3901649460.5233,1532005654.0976,1792593133.6750,1670738992.0000,1104821239.5297,503232967.1819,297128400.9314,522355952.5118,,,117409985.4370,,250071929.9802,,
2022-02-28,1646006400,3768273805.3778,1472481993.4698,1765956756.5032,1623162267.0000,1110726196.5470,481123378.6271,289796982.7053,502125978.1770,,,119568551.9520,,237808448.8766,,
2022-03-01,1646092800,4274817342.9223,1491138702.0978,1856510514.2425,1522827985.0000,1120215109.8130,463141573.0733,306632482.9294,570792502.0898,,,122063081.3719,,271554471.6592,,
2022-03-02,1646179200,4458178765.9167,1591504191.4227,1936151516.9574,1646061010.0000,1131083962.8399,467621232.4014,314784704.3650,588304467.1713,,,121479330.3136,,283087413.1806,,
2022-03-03,1646265600,4527670996.8590,1524351040.7975,1903653311.5210,2025921697.0000,1133799033.3538,485411245.4858,305640524.5032,580760734.5796,,,121675382.0256,,274888616.5710,,
2022-03-04,1646352000,4493932776.3908,1548441096.3131,1895990813.2049,2105524860.0000,1139711058.5002,499291896.9281,287129386.8601,557276909.5087,,,120847539.4273,,255721062.5664,,
2022-03-05,1646438400,4247354099.0504,1445178547.9037,1826017080.9208,1862688481.0000,1136904414.1960,470362284.8376,265643465.1337,516266279.9739,,,121557593.2702,,234542649.6852,,
2022-03-06,1646524800,4279922903.7157,1498571382.9702,1839091031.5657,1906268897.0000,1135490685.4071,493062534.4590,273997131.3893,521909722.4087,,,121637168.8242,,248416539.4207,,
2022-03-07,1646611200,4020273092.8323,1416903363.0237,1784144800.0696,2045715002.0000,1127214608.7287,518391783.6274,267252483.5531,513247264.6684,,,117663414.5149,,242819406.7992,,
2022-03-08,1646697600,3845171749.6720,1402028266.4921,1760169368.6190,2031448848.0000,1112171447.2479,472281760.1372,265052276.6951,506871300.8326,,,116369750.9319,,241308326.4654,,
2022-03-09,1646784000,3900600035.7982,1462367233.5840,1800824049.9160,1866460206.0000,1108228536.0569,480001883.8920,272647439.2203,515366242.8279,,,116843833.3394,,250503546.3512,,
2022-03-10,1646870400,4300188897.1532,1609027555.0854,1901757389.8591,2077213608.0000,1097144562.0310,503594458.5622,292741253.8244,554527887.8281,,,118768882.2770,,269040321.3976,,
2022-03-11,1646956800,3994282507.0880,1450738732.3222,1850593689.7636,1974624140.0000,1102892884.6086,465109745.7718,284311347.8736,527795713.2617,,,117329292.4074,,246528145.1882,,
2022-03-12,1647043200,3941647296.8358,1542662759.2786,1913744041.5299,2004214060.0000,1107286772.6992,473115361.2239,287731516.4338,512487376.9767,,,113391138.6737,,243107861.6462,,
2022-03-13,1647129600,4036298990.0497,1530014778.3096,1899795876.5448,2160680465.0000,1106713098.7048,485214308.4267,299274455.0636,513584519.6774,,,113053343.5259,,252538765.2688,,
2022-03-14,1647216000,4138352435.1465,1565563957.9437,1957442478.8003,2219818273.0000,1112984250.2656,488706819.2602,298827220.5335,501027103.9114,,,110200092.6805,,246259600.1004,,
2022-03-15,1647302400,4229517533.9576,1574184150.5501,1883035526.8247,2159523076.0000,1118241465.4435,458689605.4554,299434589.0080,530358633.3550,,,111521176.9653,,244845613.9608,,
2022-03-16,1647388800,4287249918.2905,1618672004.7034,1851723966.0545,1925661905.0000,1113614567.9093,471496416.7724,301481192.7368,522672601.1689,,,113560195.2867,,240624748.3484,,
2022-03-17,1647475200,4381077294.5151,1636929828.3037,1804902362.1018,1994707014.0000,1142347077.7493,478508551.8426,315651721.9048,544818673.7166,,,102285259.5601,,267812688.7093,,
2022-03-18,1647561600,4366138148.6342,1710199466.6015,1800206646.3912,2102423927.0000,1164406528.2961,490980338.5776,323224537.7434,542543111.2241,,,89327738.7311,,263865549.8754,,
2022-03-19,1647648000,4511383278.5716,1802171164.6517,1841693450.1061,2099242124.0000,1159978593.6755,482879263.1208,309882532.3848,554545285.4178,,,90341131.2017,,276365827.5767,,
2022-03-20,1647734400,4533981962.6700,1859545635.1563,1886967802.1799,2283146978.0000,1174543019.8427,482455198.4671,322247422.1785,558587034.0080,,,91190008.3077,,282332639.1995,,
2022-03-21,1647820800,4338315990.2423,1758969868.4036,1836015472.9739,2368501157.0000,1171192363.8109,482317836.1009,325665055.0065,544805977.2668,,,91460141.2605,,281475514.2245,,
2022-03-22,1647907200,4221489854.2194,1772645821.3543,1832021178.6608,2429532397.0000,1173633005.8091,501552620.4004,323199142.4388,542170578.2099,,,92956139.0638,,277072415.5752,,
2022-03-23,1647993600,4388541749.1870,1763460647.2741,1878951941.1632,2532135149.0000,1189599502.1056,499404708.6980,331079218.1905,559654883.2751,,,94306554.0847,,284004037.5112,,
2022-03-24,1648080000,4362359517.0337,1711413621.7066,1899096365.2057,2773207732.0000,1205374497.5589,482946653.7743,324639171.0072,566996839.0006,,,97797744.0031,,292845575.2644,,
2022-03-25,1648166400,4828804757.1474,2022748156.8628,2069784008.3060,2592146979.0000,1219790934.0469,500990023.2045,356780138.0910,580361123.5640,,,90453789.5081,,288841678.0344,,
2022-03-26,1648252800,4740587707.0832,2028060057.3578,1973855445.9676,2389483179.0000,981123274.9921,452006997.4612,333890467.0205,584900450.2057,,,87211778.7525,,300609097.5168,,
2022-03-27,1648339200,4755454271.4106,2047446916.1872,1966425630.3376,2464711812.0000,996847416.5938,475979633.1288,344282596.4912,586341617.0086,,,88268539.6980,,314156958.4008,,
2022-03-28,1648425600,4969614757.5543,2072535098.5169,2046216947.3794,2592343714.0000,1015690314.4968,469549303.0290,362374078.0121,612384253.5651,,,96193716.9772,,316880994.5732,,
2022-03-29,1648512000,4879124385.8739,2083123523.7173,2063167722.6077,2513547169.0000,1049278079.9864,466191590.6349,350651687.5348,618759835.1361,,,99982664.1580,,313870649.4568,,
2022-03-30,1648598400,4867693407.9640,2052488845.5020,2062259176.9692,3448179083.0000,1068424582.7659,472792945.0182,362574826.6908,623353704.2683,,,101113273.1755,,306139421.2140,,
2022-03-31,1648684800,4826356838.2505,2072748599.5669,1991632319.8975,2508526567.0000,1086061472.1586,462961334.5192,358574474.5017,618974963.6178,,,100491500.1675,,308481573.5875,,
2022-04-01,1648771200,4632426917.5094,2005811409.3417,1986338401.8306,2202157414.0000,1091788812.0931,472869898.2691,365417206.5304,599435524.3020,,,100374157.9319,,291116219.2745,,
2022-04-02,1648857600,4593299139.5414,1946558130.5167,1920806115.2122,2511690743.0000,1104045972.8969,470036489.2580,372875493.6862,606320992.4324,,,105075234.1515,,297675620.8932,,
2022-04-03,1648944000,4482785040.0520,1899803983.9835,1960725403.3118,2591634594.0000,1113431200.5611,467416835.9974,393416916.2349,600391093.8085,,,101765703.3448,,296945586.0975,,
2022-04-04,1649030400,4547523313.4705,1940667791.2878,2006984969.1487,2926766736.0000,1128254108.0465,458462190.0542,392451391.9382,607198070.8653,,,104308487.2963,,283009767.8514,,
2022-04-05,1649116800,4624435937.1542,2007639613.5713,2004626572.2388,2807136793.0000,1117712720.1515,468891989.6285,384925417.8494,611864696.4474,,,102076310.7149,,291750937.4164,,
2022-04-06,1649203200,4709839919.6709,2025789404.6093,2010590442.7351,2975044205.0000,1135493046.2488,477133986.3605,372665726.2695,598945968.2832,,,99956883.8796,,283885574.8596,,
2022-04-07,1649289600,4740011210.3039,2260614525.3156,1977916612.3138,2784872484.0000,1154897065.7671,453846067.3878,358326459.2598,573185111.5627,,,98373284.3823,,261530424.3530,,
2022-04-08,1649376000,4726683253.4685,3751566443.8899,1955995243.8205,2968428490.0000,1164856253.7715,451182244.3760,352870246.5819,578375910.2329,,,98733077.3777,,272881585.9393,,
2022-04-09,1649462400,4704424962.7002,3549459713.7495,1921073647.1519,2304723273.0000,1146693881.2097,451322438.4376,329755685.5987,562495567.6396,,,100210510.9356,,269688515.7851,,
2022-04-10,1649548800,4772942758.8990,3533025234.0808,1932610063.2492,2270438467.0000,1142428013.3231,444640331.0262,341937287.7095,567901538.5171,,,98494494.6898,,281378807.4233,,
2022-04-11,1649635200,4757966302.6785,3300307773.1189,1919244983.1991,2292434734.0000,1145617253.1787,478323753.6987,360318698.0451,562191258.0043,,,100771249.4285,,284300641.6890,,
2022-04-12,1649721600,4526078467.0902,2599139513.8357,1907988129.3456,2229627336.0000,1137901112.2713,438755237.0874,321878114.1232,530558682.4540,,,99837779.1406,,254689021.8433,,
2022-04-13,1649808000,4523790840.2231,2517630928.8760,1838170133.7160,2363440367.0000,1135763689.2765,467019513.1694,318772716.6143,534558193.0067,,,104425986.3106,,264100323.6219,,
2022-04-14,1649894400,4449013517.5255,2478009291.2843,1816025927.1350,2600474294.0000,1103496096.4322,453025089.8305,311250239.5770,547979068.7733,,,103191338.7396,,256313851.8990,,
2022-04-15,1649980800,4475285499.4811,2395183088.5422,1896676379.0897,2018524382.0000,1117452869.4166,455296826.1544,309826039.1606,530363716.6978,,,103433385.6664,,259244890.5665,,
2022-04-16,1650067200,4470424317.2117,2297156734.6513,1758171029.0611,1905997052.0000,1087752735.4962,459765669.1817,305933750.2816,538931857.9767,,,103511428.3419,,278675608.8625,,
2022-04-17,1650153600,4462894331.5052,2281019172.0559,1815283821.4169,2010609746.0000,1086473041.5546,452483084.0927,317555697.7158,534968522.0102,,,103434680.9888,,279613767.6509,,
2022-04-18,1650240000,4508313127.7916,2321038931.3635,1805223181.7803,2057371474.0000,1089513532.7501,462317243.0895,309253359.4671,527181052.2610,,,104268979.0274,,278215704.7320,,
2022-04-19,1650326400,4425808350.4102,2121174779.6506,1772660154.6456,1954549720.0000,1077253422.6759,469152896.5322,298643854.9462,540791090.9535,,,105408296.7417,,275952859.5807,,
2022-04-20,1650412800,4516879519.1452,2144290922.6978,1851826177.1413,1951467246.0000,1077231307.7976,471189620.1907,309185309.5190,550205232.5169,,,104121348.8524,,278779239.7845,,
2022-04-21,1650499200,4495564996.0276,2036603266.0266,1799928013.1184,1974717295.0000,1089665243.5980,455696573.4269,307125965.6299,547598569.3469,,,105936917.5039,,290895049.5995,,
2022-04-22,1650585600,4443403216.6498,1921051193.3091,1795488609.0206,2116777513.0000,1103927412.8301,459101669.3332,301281848.0338,536166654.1426,,,103383674.2849,,274316525.6091,,
2022-04-23,1650672000,4569267289.0310,1956281194.8655,1825210832.7883,2066621995.0000,1100812895.6199,458821413.2505,293945763.3502,528042644.1989,,,107018611.0723,,277144070.2926,,
2022-04-24,1650758400,4592944930.3259,1936157661.0318,1881992808.6215,2082897811.0000,1096480273.4199,461777291.2353,300119548.7403,524330547.7659,,,108549606.7214,,280359244.1727,,
2022-04-25,1650844800,4564792956.3526,1891768945.9798,1796377516.2165,2130828167.0000,1092146338.5079,454940193.2488,302855033.7194,524459388.0446,,,107700928.3557,,271908276.6448,,
2022-04-26,1650931200,4519452257.8113,1811816267.9439,1813476027.8639,2261788739.0000,1125935515.5804,455858205.6975,307870707.3255,539778971.1485,,,103965829.8365,,268884645.1984,,
2022-04-27,1651017600,4526463242.6206,1883519079.0799,1784770189.6171,2090828731.0000,1155081823.3512,468119679.7948,305371162.0014,512779205.7576,,,105106330.2380,,279528341.3200,,
2022-04-28,1651104000,4434574564.9717,1833825930.8221,1761525881.4288,2189227272.0000,1152988922.9340,445585136.3419,297347923.9351,528613217.6553,,,106033997.3303,,288706138.7288,,
2022-04-29,1651190400,4335870179.2078,1803285315.5724,1771620482.6126,2266847310.0000,1150367349.9499,463445293.3687,301215532.7006,533342945.2687,,,103172795.0687,,282496471.7136,,
2022-04-30,1651276800,4400961045.2946,1875412523.6927,1729732288.7571,2196564634.0000,1104181206.4216,445640769.8443,288781153.6257,520391550.4501,,,103204599.4663,,275304196.7193,,
2022-05-01,1651363200,4417128440.1910,1858608729.8197,1730117880.7729,1974079711.0000,1102894373.6529,450915892.0988,292233405.4939,509675266.3144,,,104229888.3082,,266730712.2340,,
2022-05-02,1651449600,4376377264.3674,1836360132.3070,1733697763.3579,1988917225.0000,1114790818.0107,464337402.1624,294735392.8470,517004782.0702,,,103243348.1825,,265602967.2030,,
2022-05-03,1651536000,4303695140.9010,1866774897.9603,1741421690.5567,2178769891.0000,1118069049.6091,443116216.6093,294396804.5384,510423705.4550,,,104933591.6708,,262931202.4532,,
2022-05-04,1651622400,4681140327.5042,2082357177.5052,1845518892.2707,2051151908.0000,1120129275.7868,451388796.9210,301625250.8633,502941337.7176,,,106856547.7472,,258910002.9944,,
2022-05-05,1651708800,4550286051.0692,1965144145.8734,1837828391.0613,2322087887.0000,1114103599.7087,459472022.7885,308988748.3284,527201958.2110,,,101254921.0194,,264869174.7402,,
2022-05-06,1651795200,4494792680.0546,1884265471.7691,1768443186.9220,2428480921.0000,1126085244.8716,464524684.1896,274571800.4163,496094626.0608,,,103750750.3853,,273481787.3472,,
2022-05-07,1651881600,4377790840.1810,1852684546.7188,1747369798.1069,2186740181.0000,1083078326.2273,449030736.6937,269953774.6869,492858704.3803,,,101034226.7033,,274816786.0235,,
2022-05-08,1651968000,4418819091.8423,1905119550.6911,1773154783.5085,1956631857.0000,1076706468.9587,463877460.6399,266045066.5422,485939135.8239,,,101610075.5031,,266206430.7687,,
2022-05-09,1652054400,4204576481.9240,1811393653.0335,1767478165.0540,2014689083.0000,1109233128.5926,485588840.1093,257680486.9543,468736193.3255,,,101095757.0482,,252528634.4180,,
2022-05-10,1652140800,3668108167.4071,1519164401.0881,1624351397.9665,2209736135.0000,1154856210.2126,450465731.1468,243033631.6794,418545127.3404,,,96516896.8451,,232519967.2922,,
2022-05-11,1652227200,3594613490.8870,1493781037.0467,1644370332.7708,1944921558.0000,1153166637.8196,440179623.9243,235973197.4852,431211137.4634,,,93080338.3667,,217059786.1860,,
2022-05-12,1652313600,3341804347.9403,1460766477.8934,1696057194.6370,2079916633.0000,1184974109.4290,448912046.8625,255639160.3965,423722870.6571,,,79790006.8193,,180289856.9175,,
2022-05-13,1652400000,3098234053.5364,1346854108.2526,1727074423.3421,1771132131.0000,1176216445.2766,448802957.8623,246389145.7451,410168777.2541,,,70282203.2233,,167604370.8130,,
2022-05-14,1652486400,3224694909.7547,1444003600.0739,1665281625.0005,1680272447.0000,1131072411.4578,449776365.5570,246714462.0893,402149811.6086,,,68235964.7912,,172878327.7830,,
2022-05-15,1652572800,3089734312.8135,1412222192.1202,1666835622.6033,1745437189.0000,1124377877.9185,396214653.5708,253362989.8805,411840364.9815,,,69831592.8397,,177888148.6944,,
2022-05-16,1652659200,3300132209.4814,1559986235.8151,1651235455.0888,1383569934.0000,1135877713.9885,418406867.3449,259801565.9328,426818231.6870,,,68968289.6729,,189728705.9597,,
2022-05-17,1652745600,3248166110.1788,1481044199.0323,1643168054.9814,1291746463.0000,1136135417.2975,414815511.4302,260995380.6639,405949669.2691,,,69886517.0781,,197918403.7253,,
2022-05-18,1652832000,3260540308.7530,1494340137.4125,1652949241.7113,1400922792.0000,1131385537.0216,443339535.6235,270894879.4562,412224042.4416,,,69796498.6868,,204851282.6480,,
2022-05-19,1652918400,3328191530.1968,1533344619.9915,1728287225.9768,1265709783.0000,1141134178.7865,446294657.3169,274606999.1006,390994079.1129,,,70071855.8208,,184791611.4740,,
2022-05-20,1653004800,3674127066.6231,1649618233.3082,1676442832.6043,2102903349.0000,1186870724.3646,425909276.2663,281304784.1246,415685801.9270,,,67559677.0133,,205497233.7390,,
2022-05-21,1653091200,3440704454.0726,1597851946.2708,1649331102.5208,2094527315.0000,1188384445.5901,439604046.5876,261575719.6802,397532491.6066,,,67975781.0088,,208450663.2819,,
2022-05-22,1653177600,3383906092.9511,1582549678.1434,1637226694.2262,1352693164.0000,1198660648.7753,442368083.6415,262687605.9174,401895408.7780,,,66723426.5163,,216378060.1142,,
2022-05-23,1653264000,3626853340.7402,1702489508.4744,1660826263.6208,1493906532.0000,1202242185.0665,443877712.1123,258523649.9411,412082111.1077,,,66584345.8055,,227631074.4030,,
2022-05-24,1653350400,3513513429.3834,1667712467.5632,1694816888.6374,1390013331.0000,1219144252.7051,436676443.4880,251115181.7758,398234874.3478,,,68331535.2117,,218902304.0424,,
2022-05-25,1653436800,3581158084.5860,1673696857.1405,1711344205.5414,1363695636.0000,1227743354.9586,437787988.1927,259579284.7386,408455612.2914,,,69003187.8311,,210546173.2387,,
2022-05-26,1653523200,3461175452.3708,1617214152.1498,1685897576.3032,1456013771.0000,1235488989.5154,435022157.3074,258082185.5559,408101473.1203,,,70479340.4573,,221063619.4790,,
2022-05-27,1653609600,3541327516.8618,1605976554.2174,1680850661.0234,1372062035.0000,1250424686.5913,434934453.2106,251847329.7759,403537222.6909,,,70546545.3412,,215649932.1111,,
2022-05-28,1653696000,3537999109.2652,1592194532.4430,1615001468.1274,1357366732.0000,1178566610.2690,421966579.4460,247269706.9351,383899353.3103,,,67023889.1521,,221883835.9219,,
2022-05-29,1653782400,3547332030.1655,1637229742.2677,1631902506.7384,1201509842.0000,1178373911.8119,423226858.7093,246319282.1324,386213336.6410,,,68912053.7704,,223884200.6265,,
2022-05-30,1653868800,3711679499.6601,1730612942.0719,1628980462.5336,1602979791.0000,1175179219.6787,424198750.0011,250522924.4758,390565020.6514,,,67837458.1697,,225760479.3358,,
2022-05-31,1653955200,3975441354.0064,1720344830.3069,1651431958.6248,1609675947.0000,1175527332.7622,414674957.9096,278165772.4359,419702549.0211,,,68408175.5438,,250073997.5679,,
2022-06-01,1654041600,4012973338.9548,1723457188.0974,1671998335.5175,1656337311.0000,1172274214.8313,438167931.3791,283875448.0729,421018255.2506,,,67466690.5812,,229871343.3716,,
2022-06-02,1654128000,3681774873.1749,1633879549.4339,1626783985.2669,1517118783.0000,1187846367.3629,412537671.5929,267001496.5743,394466042.2749,,,67902861.4377,,241960201.4843,,
2022-06-03,1654214400,3767358373.7776,1661627153.7809,1609336149.1378,1490465954.0000,1186162995.2759,402050241.7978,268940201.2048,402894684.6727,,,68058399.8962,,247886381.9200,,
2022-06-04,1654300800,3674734988.3149,1672285973.4448,1615521491.8344,1526494869.0000,1175916284.2443,403679544.6653,264391390.7063,395927386.1125,,,68502679.2728,,237613020.2166,,
2022-06-05,1654387200,3659875874.6239,1698178775.9820,1607854709.9662,1499426322.0000,1178889635.3458,416929849.6971,263699901.9847,399130503.8015,,,69940537.1835,,235895795.5101,,
2022-06-06,1654473600,3681358103.1219,1714914993.7491,1616170032.5172,1541454003.0000,1181841945.9014,423389825.5108,266315257.1542,401078113.6333,,,70042673.8418,,238493031.4608,,
2022-06-07,1654560000,4252178508.9014,1900529703.7566,1663404518.4706,1571696991.0000,1193149071.8083,431173183.7140,281416712.1306,424226751.9739,,,68036017.2741,,186409278.2994,,
2022-06-08,1654646400,3872035870.1744,1678613962.8920,1623714596.1581,1613432314.0000,1182056589.0996,412726477.9963,275699395.4677,426939864.2896,,,68481252.8703,,161988123.9232,,
2022-06-09,1654732800,3587112653.9023,1570227284.2191,1637813254.0657,1502917294.0000,1174716903.4022,415180555.6993,267713563.3894,412744411.8771,,,71044980.2644,,153460495.4016,,
2022-06-10,1654819200,3744357352.2967,1693735867.6600,1690454100.9636,1429127769.0000,1180348870.5527,414485842.0454,265843338.6819,412266310.4325,,,71909270.6683,,154343209.8460,,
2022-06-11,1654905600,3817088061.7870,1762977299.2899,1714675692.0160,1490772734.0000,1178412583.6312,408748208.7307,272823193.0085,400697211.5256,,,72849065.2622,,142326344.0550,,
2022-06-12,1654992000,3844463479.3764,1741834860.6423,1683597071.0049,1492019903.0000,1199200963.7560,418658908.4561,278152643.9154,395865117.9123,,,72639144.6460,,126041939.4864,,
2022-06-13,1655078400,3543119597.4764,1609103392.2923,1616718237.6685,1562489443.0000,1206404142.5413,430384493.1050,265240800.7885,364173969.2438,,,72526122.3114,,114739600.0448,,
2022-06-14,1655164800,2891291385.0529,1271799373.8563,1542838532.8813,1279780262.0000,1174129854.6674,364396078.9153,229619108.7109,250685729.8323,,,55285530.4928,,97483810.1797,,
2022-06-15,1655251200,2796620288.5013,1253512200.8798,1577935208.1435,1199722640.0000,1089532044.7457,350650273.8451,228348818.9403,225608052.7018,,,55165816.8153,,97869305.9624,,
2022-06-16,1655337600,2805477749.9687,1257769011.3448,1579169279.9140,1280469634.0000,1010839432.1683,346893359.4907,235701426.7642,183482827.2338,,,49703339.6879,,99574032.4236,,
2022-06-17,1655424000,2732447334.2803,1265325641.3895,1577274301.3681,1028163447.0000,1008977823.7726,353149807.7174,223396275.4677,156295323.8764,,,46678871.5971,,95169204.5571,,
2022-06-18,1655510400,2779099355.1715,1247956643.1081,1550840934.6167,1022466605.0000,962816133.7726,325954298.5208,217454453.6460,155942191.3639,,,46301018.5552,,101633118.8187,,
2022-06-19,1655596800,2585860086.6461,1182763709.1240,1517800744.3731,984621644.9000,975110043.7178,310737217.8578,220127548.5747,119047010.8710,,,39403211.7312,,90747010.9819,,
2022-06-20,1655683200,2729553364.6596,1214931254.2193,1503382114.0114,1094739998.0000,959563905.0021,297739331.6944,217787243.3420,134349792.9474,,,37014999.9613,,95568702.0663,,
2022-06-21,1655769600,2732994570.7270,1249409951.4544,1521416246.7038,1121575592.0000,927726347.3196,300204239.2587,219480089.0957,131915995.4544,,,40209382.9090,,93020857.3330,,
2022-06-22,1655856000,2827885483.2041,1251253094.7704,1576434316.3020,1077158509.0000,913734546.7214,309129058.7402,222403415.0747,131270430.8936,,,39475515.1518,,87087690.3645,,
2022-06-23,1655942400,2786910963.7785,1239261532.9690,1548184739.6230,1054676579.0000,897953846.0696,298449846.2593,210575644.6057,128600888.4680,,,38410867.6627,,85074502.0420,,
2022-06-24,1656028800,2975449762.1718,1292116191.7916,1563344325.8639,1126212720.0000,893987386.8558,296849056.0290,212579069.3167,134889465.6673,,,39154351.5640,,81286171.8480,,
