d,unixTs,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gateIo,kucoin,kraken,cryptoCom,dydx,deltaExchange,openInterestFutures
2023-04-28,1682640000,3823585416.0874,1968750981.4699,1383671079.0259,1065080829.0000,824681226.5070,215529884.3211,93903524.9442,149088467.5171,441533793.9276,567532628.8814,66596908.8230,15225580.2997,82133330.8368,3642584.1650,10700956235.8061
2023-04-29,1682726400,3837206143.1752,2012634178.7731,1424348425.3701,1115854497.0000,661324593.3670,236649699.0642,94673549.4780,148547591.3743,413796026.9094,577950126.6665,65750681.5546,15272495.6915,81010736.9816,5030259.3668,10690049004.7723
2023-04-30,1682812800,3817010532.5407,2017524385.6060,1433239061.2195,1112644102.0000,661865258.4280,243126779.0004,97502567.9409,148703054.3320,435101682.0466,574353090.1676,68581546.9250,15135127.0143,80616922.9096,8897566.0355,10714301676.1661
2023-05-01,1682899200,3756477048.6263,1996620401.3591,1387355621.9553,1107575862.0000,668467334.4410,246712903.8543,92198421.9124,148816729.7079,421470358.6387,571321870.6893,68668898.4464,16453467.3506,81327015.0999,7170469.9118,10570636403.9930
2023-05-02,1682985600,3795261009.6928,1931435617.5524,1340757846.6680,1061637078.0000,678414340.0490,226576460.4380,102688221.4828,141803298.7547,423523767.3296,534802276.4547,67016944.5829,14473926.2013,71487201.1653,6582801.0149,10396460789.3864
2023-05-03,1683072000,3861220838.6910,1992908910.6861,1402175817.3410,1085668591.0000,678417174.4520,236177554.2972,101361543.1096,139157249.7285,426058441.6735,572360796.5040,67606673.9869,15271620.7460,79416885.5496,7502188.4397,10665304286.2051
2023-05-04,1683158400,3755014170.6196,1972373222.4636,1399599855.4208,1111694790.0000,671085691.7710,247589931.9761,102429656.1220,140662918.3600,443351585.6026,550568092.6871,70436489.2720,15045511.2588,77612969.9954,4294285.2558,10561759170.8048
2023-05-05,1683244800,3853994085.2662,2052025657.5167,1423330660.9000,1196130004.0000,670248310.3300,250192422.8023,97522689.6810,140065746.4403,433674446.1567,574411304.4727,68100294.3862,15296570.4919,75239714.4303,4432956.8548,10854664863.7291
2023-05-06,1683331200,4062216019.8670,2107006214.6338,1457441056.7596,1311459778.0000,643060364.6380,266877181.7525,100979267.0616,143310048.3372,469756302.8416,616414388.0395,69024203.9360,16440479.5781,81846190.3207,5235361.5088,11351066857.2744
2023-05-07,1683417600,3795218958.7069,1972737191.9562,1448660148.8763,1120863851.0000,645724828.8800,262195454.7129,102171140.2171,138978511.7605,417556859.4394,557396825.5120,65825629.5070,15904116.1651,80657140.3578,5953292.6753,10629843949.7665
2023-05-08,1683504000,3783335314.9454,1953310481.2128,1437188504.9601,1142742123.0000,654374804.1870,269762978.3929,108327154.2359,137654240.4335,419274419.9424,538726961.7994,65574075.5401,16292313.9003,74750624.1526,8582896.2526,10609896892.9550
2023-05-09,1683590400,3909567316.9206,1998337229.4749,1410129252.1995,1067292198.0000,674897986.9510,295919028.7044,116008988.8855,134831780.6794,450636487.6192,598255368.2308,74042947.5870,15055762.9420,72288469.5363,6463516.9391,10823726334.6697
2023-05-10,1683676800,3982519693.6276,2008525972.7197,1387543425.8496,1060512097.0000,671612145.6590,266972865.1420,119592930.3146,134408905.2701,446566444.4309,588710593.9203,73639671.7162,24267967.9537,76107753.7780,6828834.1716,10847809301.5533
2023-05-11,1683763200,3765182190.1384,1868077172.8072,1303760629.6894,1115718983.0000,663490579.2360,243527375.1743,112118463.6362,134416153.1719,459719250.0634,551830455.4000,74804893.6440,27997479.5678,68820113.7121,5345543.8172,10394809283.0579
2023-05-12,1683849600,3908124760.2544,1989154363.6120,1423249739.8707,1200868297.0000,679036073.5860,232814321.4650,114947723.1698,130837149.2071,454694768.5318,581338003.6122,74038813.3812,37330132.8807,79397420.1558,4434596.2181,10910266162.9448
2023-05-13,1683936000,3833106576.0381,1874872608.3164,1361492270.4841,1153202240.0000,645040366.2290,222556445.4980,113099898.5300,126712721.9886,439462037.0013,550497165.1240,72297933.8983,45503301.8139,71107975.5675,6346917.5006,10515298457.9898
2023-05-14,1684022400,3846885063.2082,1883991045.0147,1357553005.5922,1217973759.0000,648739113.4650,231617731.3127,113331924.7733,127047157.5604,427804104.3411,552570341.1290,73451345.7472,47230976.9264,70299174.7143,8038967.9465,10606533710.7310
2023-05-15,1684108800,3868251449.8195,1901783072.8320,1396330389.0657,1202225246.0000,653719446.5070,239682192.6863,112457851.1868,127915793.0593,435298102.7437,555939153.6117,74339506.9169,48408063.8081,69566929.2084,9812459.2174,10695729656.6628
2023-05-16,1684195200,3881992697.4929,1998428832.7636,1439391378.5926,1200493326.0000,655033964.3240,244305886.9707,117209747.8654,130672466.0301,466467812.9333,553259158.0398,74932739.4392,49333069.6910,70433523.7116,6453820.6626,10888408424.5168
2023-05-17,1684281600,3907069001.6519,2064733355.9918,1390182373.2790,1254917705.0000,664593707.5500,243021505.1089,118359941.4045,130592028.2208,459482290.9684,569597976.3012,79874329.7676,54203626.4055,72293298.2295,6940700.1600,11015861840.0391
2023-05-18,1684368000,3933973985.4784,1982108642.8585,1465194707.2874,1240510017.0000,664232543.6730,243277477.5078,120464669.7411,132328333.0338,498254984.4843,562156960.8580,74438385.2975,64487973.5924,72936212.9325,6599958.6193,11060964852.3640
2023-05-19,1684454400,3770850994.6529,1973125781.3877,1372944247.4520,1067784495.0000,683036928.1110,251938387.8195,117577733.9096,129395286.7638,495068701.7888,574196263.8579,75524917.8308,60932469.4361,69247190.6284,5474392.6663,10647097791.3048
2023-05-20,1684540800,3760906064.1427,1962730094.0500,1351216959.1541,1088865063.0000,679690393.6780,243770162.6742,116925396.6024,129688243.7078,459769465.1764,555006553.6294,73076878.6296,65009409.6653,68236624.5249,6143245.8366,10561034554.4714
2023-05-21,1684627200,3820214063.9288,2017313054.1985,1369901121.4744,1118588096.0000,680233435.9330,250538382.1470,124928269.4414,130775291.9308,491489950.2280,562943928.9582,72828224.2752,66637534.5537,73463759.5398,11481385.4690,10791336498.0778
2023-05-22,1684713600,3811766502.1036,2000797090.9760,1365520091.2824,1089446646.0000,686071269.2680,245008350.3308,122877621.9493,129513862.2604,478535838.2154,565651067.1851,77472625.0624,67205110.7717,71664811.5681,9440619.3292,10720971506.3024
2023-05-23,1684800000,3819570093.1490,1993813658.0668,1379144210.5850,1145328537.0000,694150658.6850,250646437.9504,122155262.3136,130344311.1187,470041003.6794,572912367.3140,74619897.8674,72917328.1019,71542310.5480,7080295.1495,10804266371.5287
2023-05-24,1684886400,3865400437.3832,2122203083.6632,1425789005.3402,1175965195.0000,693588882.2000,241521507.3492,123738024.9656,132437919.7883,502075536.6760,594681629.8935,74236865.5890,67133647.7419,75737509.3440,6476231.7758,11100985476.7099
2023-05-25,1684972800,4037326636.7799,2099710586.5083,1219806120.7771,1046914712.0000,693140659.6840,232256712.9879,128049484.6864,127135127.7193,523011827.4734,608994208.8772,75075544.5027,67295720.9661,73578855.1713,6438499.0258,10938734697.1594
2023-05-26,1685059200,3982298188.2330,2102722450.1770,1206091695.8869,1040018532.0000,697599398.6000,241465770.1950,126603016.6149,127345286.2209,517139455.0503,617376739.8896,73945252.8728,66094815.2926,69746208.1690,6149440.7985,10874596250.0005
2023-05-27,1685145600,3844602077.9768,2117830336.1422,1196775320.5112,1018357621.0000,666937113.4690,231078449.2271,128178766.7323,128668862.6732,535667524.2082,590931558.4729,68853567.5230,61151268.3799,70363960.8384,6872378.1757,10666268805.3299
2023-05-28,1685232000,3910002179.0825,2099329684.3508,1196365214.5840,1022453864.0000,670480144.8080,232612669.2364,128885421.4070,129831165.7294,524909383.1085,594712451.1726,68854782.8351,62353919.1372,72054272.0578,8159560.6912,10721004712.2005
2023-05-29,1685318400,4169715539.0340,2221184140.8098,1358348188.1299,1043534366.0000,672494098.5950,255409921.9951,123814053.2217,134380762.4302,555070485.1091,617880705.4472,71535220.4448,70690765.1301,80145982.7835,7400914.0108,11381605143.1412
2023-05-30,1685404800,4127375684.1079,2207449864.5509,1342090945.3215,1050423434.0000,676928500.3510,242507901.9366,118324258.2740,131873871.3966,532893392.5760,613815709.4179,68366137.9360,68740521.3466,84413725.9860,6505248.1142,11271709195.3152
2023-05-31,1685491200,4122960405.5316,2227003672.7198,1344511188.7620,1070957697.0000,687604756.3730,251369539.2346,121151296.2424,131520165.1236,527351275.1176,622863269.8561,73420772.0463,68590476.0006,83636526.0870,7941527.0455,11340882567.1401
2023-06-01,1685577600,4045251882.0774,2123802788.3694,1256900121.1034,1068313051.0000,696536645.6620,243904919.3425,117793225.5529,130150825.7242,523127432.4403,639141378.2492,69016016.0290,68416512.5715,87921041.6655,7245186.1755,11077521025.9628
2023-06-02,1685664000,4053168156.7806,2140609153.6472,1249743979.9522,1023378262.0000,712295690.5340,244667971.1126,118644186.2408,133948658.3220,494921860.6288,612069656.1170,79600703.0962,67720809.3730,78065323.1592,6828889.4145,11015663300.3781
2023-06-03,1685750400,4082738175.2822,2184493723.8496,1247766400.3886,1086543707.0000,705809245.0260,247254931.5179,118077991.9028,144610011.2328,503417118.3202,620347473.6614,81340273.5035,68432033.3446,77869300.6107,8637793.6067,11177338179.2470
2023-06-04,1685836800,4107570868.3357,2144804615.3247,1245623222.3345,1087430033.0000,703122865.3480,251564411.9772,119471202.6899,148507109.1812,486296865.0285,613752847.8756,77567485.4446,68829472.5086,79765450.4536,11608690.1457,11145915139.6478
2023-06-05,1685923200,3973259622.3880,2083624328.9560,1267096656.6711,1089703823.0000,698887149.5390,250351534.4369,117508983.2130,152252444.6198,497750217.9236,596353152.0848,76249025.9143,66826712.5269,77549084.0640,11743424.7096,10959156160.0470
2023-06-06,1686009600,4078089920.0061,2115098232.6327,1347095639.4351,1103474370.0000,691234432.8830,249651337.5817,116274405.7915,157001819.3840,477699729.5743,627697205.3372,73435217.8965,68177864.1355,75004507.1100,5547802.4871,11185482484.2547
2023-06-07,1686096000,3956632284.4060,2097555763.6502,1318715839.0936,1022356056.0000,687576406.2930,228664231.3709,116752119.0080,177220233.2885,520354965.5926,610421565.5533,76759733.5000,69512192.7419,78063473.3468,4011270.7293,10964596134.5741
2023-06-08,1686182400,3654670743.2746,1963947993.4324,1258870578.8373,1001777872.0000,692908988.7150,226819767.2890,115071806.6096,176996658.2948,457935166.3714,566032984.3525,77036074.7648,62593687.8064,73054680.7792,4390386.6319,10332107389.1589
2023-06-09,1686268800,3683189414.0130,2035630090.0382,1260165368.1615,1032684988.0000,695848333.3950,228014568.8788,121252415.6504,178861363.6974,456436135.9212,580232239.4513,78476199.9182,7334900.4304,74883442.0592,5853511.7876,10438862971.4022
2023-06-10,1686355200,3658109822.1909,2043911369.0622,1275491773.6052,997667163.3000,675468418.8110,230481875.7267,117864152.3168,178123514.0611,476638240.9992,605112394.5307,78009079.1532,7471852.5521,73768545.9046,7395407.3285,10425513609.5422
2023-06-11,1686441600,3597258814.1845,1973196368.7097,1278011165.7840,1006938975.0000,669284175.2000,233124146.4406,119938730.5753,176613832.4610,456254534.9028,586044571.0175,84049383.4550,7889049.0169,70486991.4456,5549291.0485,10264640029.2414
2023-06-12,1686528000,3512334329.1351,1983254408.7714,1298400304.4391,1006859903.0000,665792612.0790,223189975.3504,118491432.1363,177350753.0747,497013195.7438,577243586.4826,85380601.6854,7914602.0362,68974166.2176,7567252.1471,10229767122.2987
2023-06-13,1686614400,3623500313.1219,1998780228.0763,1275170335.6589,1060929206.0000,667820175.2760,228860532.8038,122286376.7420,175815452.4158,489730348.0065,578838457.2073,81192871.9943,7920265.5265,67695116.4024,7696189.9613,10386235869.1930
2023-06-14,1686700800,3630453067.9862,2111714739.2568,1287146764.8465,1178131790.0000,671094956.3730,227540094.0550,126051108.3720,175843324.2404,478296767.1077,582645067.7926,85116503.1543,7941533.1307,66964175.6520,7401148.9917,10636341040.9589
2023-06-15,1686787200,3564645168.0345,2040356131.5262,1234503948.6122,1134401940.0000,672219067.8290,240905330.2462,119099405.6964,170402240.4501,466357293.5401,588755647.9944,74654071.9366,8132241.2284,69415884.0704,6961786.6852,10390810157.8497
2023-06-16,1686873600,3641668729.2210,2058125696.3401,1299614945.0592,1135982110.0000,661275315.8250,227527096.8820,120149502.8497,175118127.9962,474542982.7702,580535012.0528,80629188.1370,10285989.0977,96536791.7693,8566855.0668,10570558343.0670
2023-06-17,1686960000,3713624049.6237,2190450048.8563,1467237364.1046,1099938649.0000,653298370.4900,235098461.7495,120759012.3106,180121269.9159,541067715.9204,589303943.7497,80698244.4120,11035347.8210,81170174.7896,7049479.8485,10970852132.5918
2023-06-18,1687046400,3662037342.0954,2131953500.1986,1447544221.3407,1039796921.0000,650814233.9220,240808051.2321,118886624.8277,181446289.0264,527717294.5435,578920670.2578,85152467.1024,9063170.4613,86826911.7782,9973153.5416,10770940851.3277
2023-06-19,1687132800,3659659468.8710,2169339550.5560,1416388365.8899,1051846374.0000,657783869.3950,239811776.8342,118920241.0294,179899102.2371,529342268.5401,581148135.2298,84895567.0368,8382392.8150,86682533.0950,13035858.0738,10797135503.6031
2023-06-20,1687219200,3853140153.8764,2242854778.1240,1415803949.1810,1058976291.0000,648532772.4150,239097326.7466,122578916.0444,184745612.4972,533631932.1783,574050684.5992,84856744.0560,7840181.5821,95116338.2268,10096441.7898,11071322122.3168
2023-06-21,1687305600,4418970818.3000,2451651114.3779,1624351255.1015,1175160000.0000,756811124.4200,262350376.2381,136269631.9273,196751713.3204,573309243.6855,669708175.8788,80561940.2489,9842191.3567,109262137.7376,8775076.2607,12473774798.8534
2023-06-22,1687392000,4542955854.3444,2323869106.4488,1677588286.8431,1181948413.0000,840829756.4120,246252722.7574,136101261.8062,207595794.7109,536628882.5299,592253202.6200,81984065.3220,9362036.5515,124289342.1755,7688712.0162,12509347437.5379
2023-06-23,1687478400,4537683758.1296,2401404349.8874,1674649506.4675,1193827644.0000,857049160.1430,252884600.8624,138853704.9124,208336102.8555,531367457.7358,612403812.9706,77664713.2748,8175290.5155,109739818.9600,7877853.1790,12611917773.8935
2023-06-24,1687564800,4529894685.3172,2491890518.0036,1702758118.4032,1307999680.0000,886634369.1780,254217464.2089,149787166.5024,213878201.5059,534160845.0961,603486934.1235,85242093.6822,8872847.5517,117401125.8365,9051997.3857,12895276046.7949
2023-06-25,1687651200,4468524976.3711,2469491867.6456,1698760091.2791,1293168073.0000,873901384.5040,246490941.7889,147407229.4843,218277508.5791,556960538.8519,615754959.3766,91456603.1520,7911951.8271,115430205.6000,12878273.2784,12816414604.7381
2023-06-26,1687737600,4463683617.1667,2478836842.3291,1714198083.2184,1356579812.0000,877769277.1890,243357276.0415,152509156.3125,218314736.7938,533622382.3231,635834849.6404,91072120.6106,6682655.7228,112759554.1347,18014464.8037,12903234828.2863
2023-06-27,1687824000,4479313381.4778,2491456645.7270,1663995072.5254,1308078267.0000,867323342.0890,250232753.7139,153545590.6996,221918406.9258,555300253.2362,586473246.8151,90757063.6166,6521982.1593,108238410.8493,11082661.9215,12794237078.7565
2023-06-28,1687910400,4572183031.9591,2567419807.2817,1647815501.8333,1342488692.0000,885937851.4990,256587482.6542,158569695.5263,227425231.9925,547600850.1321,602428631.4089,96651034.2231,6414412.5817,110811109.0976,10324016.3728,13032657348.5623
2023-06-29,1687996800,4375171368.2817,2569534877.9869,1604236765.7852,1293710601.0000,884428295.0010,253655072.7557,155651335.2605,232335575.0435,522131174.2207,612013801.8367,93853532.1755,5931266.8718,104297373.8034,8930132.4323,12715881172.4549
2023-06-30,1688083200,4565163839.5854,2560522714.1863,1643662970.7634,1367889272.0000,889589663.8910,229295001.8133,146545393.7598,235933005.1143,540181918.2735,601999714.6182,92872985.8190,6766845.5767,109127382.7269,11934641.2618,13001485349.3896
2023-07-01,1688169600,4170647950.0316,2348892269.7166,1463208156.7803,1387313413.0000,691386314.7790,238272672.2090,136943587.3854,234218018.5216,488630520.0719,605119560.5499,100937609.5992,5875284.3494,102484604.8710,8584555.0421,11982514516.9070
2023-07-02,1688256000,4284571448.4775,2361540909.6001,1485673900.9750,1413281392.0000,686797418.5300,248188167.3216,142201559.6030,248325642.9672,522479442.1640,611362044.7944,97408100.6746,6036174.1184,103831470.7020,10509411.0282,12222207082.9560
2023-07-03,1688342400,4275430265.4211,2335074143.1514,1456580716.5092,1405433608.0000,695282658.1960,241857980.0433,142630808.5690,252876357.5195,513429863.3940,579386280.3652,98088690.1461,6425776.0795,95204109.6826,17518131.3786,12115219388.4555
2023-07-04,1688428800,4669239622.0462,2459085199.5181,1555279957.4042,1433704291.0000,703503076.4130,253415510.3223,146233174.4763,266531557.4108,581476704.3597,603425730.5992,98627874.9710,5490462.4123,109309293.6404,12903196.8865,12898225651.4600
2023-07-05,1688515200,4495878560.2925,2456352434.4174,1528184423.3761,1340989782.0000,700044083.8850,248706280.3175,145555306.2855,284242869.0757,532250763.3824,612938153.8227,98293204.6164,5131781.8739,103796919.5135,11041201.6534,12563405764.5120
2023-07-06,1688601600,4429592449.5598,2487310709.4340,1522987336.7002,1497752016.0000,692950216.6910,239843142.5872,143192288.5831,298178177.3552,525939763.2101,624738697.0072,100185921.0904,6865236.2976,100962826.2490,14153456.6823,12684652237.4471
2023-07-07,1688688000,4061438656.7050,2399950895.0267,1493989270.4086,1462382056.0000,710932114.4720,247145128.4551,144135470.9776,296206870.8270,485533871.1504,580114743.1501,111926573.3695,5517316.0356,94920850.4424,7683648.1109,12101877465.1309
2023-07-08,1688774400,4116157582.8015,2393687565.8177,1479283566.1330,1558214425.0000,688672493.5610,250526544.0595,136777016.3722,301048541.9077,509176284.7874,606784675.9918,114967138.6304,6093949.0765,103003652.0680,10660028.0502,12275053464.2569
2023-07-09,1688860800,4114991200.5175,2373861987.2216,1483728126.6848,1657690476.0000,687020847.4980,244073068.6684,142425482.0927,301000486.7024,458244581.3271,599540708.0078,109717110.9052,6054004.2964,96794932.0286,19393326.5847,12294536338.5352
2023-07-10,1688947200,4063019638.6095,2429043629.8660,1468822447.5877,1610343023.0000,687460299.8410,246303656.9303,138151668.0636,300032087.4814,467709060.2663,600678574.8298,110801838.9748,6185613.1082,93825428.0432,24545361.2455,12246922327.8473
2023-07-11,1689033600,4217619501.3630,2469860157.2149,1589097340.0243,1184682726.0000,681635616.1710,250504789.3797,135636894.0856,299286881.7427,460235663.0593,564689664.8772,109076099.4030,7929053.3724,103152733.3004,13756862.9213,12087163982.9148
2023-07-12,1689120000,4309227365.2117,2470994488.7548,1597886065.0962,1351450141.0000,688298950.8870,253323944.4170,137720257.4174,308665558.7826,452874188.1831,572561460.4231,110848007.4656,5822335.8113,106560743.5432,12944589.0327,12379178096.0257
2023-07-13,1689206400,4379732626.6835,2633675586.5722,1608393594.7493,1670167328.0000,696924241.4830,231791748.7885,134949770.6698,308593235.2170,462288301.7512,612581649.5668,113863561.2964,11385248.5588,104901648.7428,10575866.6463,12979824408.7256
2023-07-14,1689292800,4546949504.4742,2554420794.0458,1748644202.4378,1343435292.0000,741908047.8400,264876285.3459,138981778.1759,320337069.3549,541618234.6184,553200509.7015,113408317.6076,5158815.6437,115379418.8862,9968376.1153,12998286646.2472
2023-07-15,1689379200,4096023060.8306,2488151910.5974,1545142862.0138,1727694152.0000,731121184.6750,242640134.6568,128449664.7947,306067645.8353,473888327.1767,642479605.3581,117943734.3770,5222927.2033,105752500.6050,8746960.3579,12619324670.4816
2023-07-16,1689465600,4061844013.7869,2493489341.3825,1533074803.0849,1726427961.0000,728211803.3580,249169203.4807,128761315.6085,305196886.8555,487082400.9675,608825878.9649,118948669.1730,5491221.8164,106527048.0183,12384503.6679,12565435051.1650
2023-07-17,1689552000,4081072892.5675,2525061884.4684,1535022346.7431,1657742245.0000,730516205.3480,246139209.9901,126658641.7201,304577413.0510,483437706.2880,582205379.8581,118502124.4070,6425335.6727,102401413.3690,24199402.7601,12523962201.2431
2023-07-18,1689638400,4185644303.8985,2543406048.2340,1506747236.4709,1690160476.0000,728254464.6670,231723230.2671,131555953.8588,303939181.7766,468016225.3947,565296649.6348,121224052.3585,7335635.0028,98226127.9665,15301433.0401,12596831018.5703
2023-07-19,1689724800,4218161392.7456,2593473387.1053,1578211456.0012,1912792616.0000,730547322.6990,234344722.8972,137275183.0665,294974915.2509,484412149.3415,593723645.4772,120119411.3949,8505332.5404,102833530.1915,14203447.4592,13023578512.1704
2023-07-20,1689811200,4165126863.5057,2560407208.6004,1558818754.2318,1858295967.0000,726483317.1100,231795365.1353,138469463.4117,297695088.4046,482372099.8072,590412586.0341,119222412.1076,7441097.8491,103177692.2370,14934353.6752,12854652269.1097
2023-07-21,1689897600,4313092223.9468,2481095189.1711,1584452437.3814,1369950402.0000,739753085.2880,241569121.7624,132891505.3622,293977264.9986,497042414.5981,579343869.6136,118594962.3214,7701151.4427,99072089.9955,12470549.5890,12471006267.4708
2023-07-22,1689984000,4229550309.4621,2461195478.3204,1566034995.2836,1423743495.0000,701515726.0310,241717646.7489,130100124.1950,286774557.2446,476656280.8309,579874414.1373,117854518.0836,6941339.8951,100712134.5024,16838522.5545,12339509542.2894
2023-07-23,1690070400,4188090252.8315,2413426466.0968,1578466746.1466,1280934410.0000,694126942.5070,243705698.1098,129912026.8606,285946934.7784,479425535.1836,606487934.3573,119101457.7289,7218844.7940,101226082.5183,24436047.3706,12152505379.2834
2023-07-24,1690156800,4048364932.3252,2415934826.0712,1579660510.1416,1340455597.0000,692069862.8790,248388120.8151,133957474.8668,288339361.0521,491863550.8207,576106991.1312,119239373.4288,6580690.9307,103490169.5124,19964719.6335,12064416180.6083
2023-07-25,1690243200,4308025790.3627,2489099986.0216,1560498137.8035,1295868086.0000,720824958.6630,242873175.4736,131350135.8569,279588308.3041,711798947.6094,591273971.9203,117463215.2630,7042424.6274,101235242.6240,11306462.2216,12568248842.7511
2023-07-26,1690329600,4196225955.5441,2461477729.9457,1588484518.1377,1381799323.0000,722892176.0840,240458353.4852,138378739.3007,280240354.7624,673518670.5467,574297764.6133,118466845.5759,7943735.1351,100059039.7125,16224902.7571,12500468108.6004
2023-07-27,1690416000,4235396603.7639,2478199055.3278,1552436980.1553,1410351997.0000,721370552.8820,242901184.4630,125440550.8209,283448644.3609,632168697.9435,556234300.8795,120003197.3600,9607034.8504,104838661.5480,15319034.6136,12487716495.9688
2023-07-28,1690502400,4249834951.6640,2505258717.1512,1577261208.5708,1397786817.0000,738140270.5490,240178009.6679,133014818.9557,281578485.6264,643611691.5854,584199502.4925,122169681.2620,8997369.4382,98338438.9931,14719575.2320,12595089538.1882
2023-07-29,1690588800,4196977296.4785,2511462239.2641,1582357787.1117,1420728309.0000,700029944.9160,232408247.9067,132025824.0952,282517388.7027,737539729.5969,573900241.9275,119587072.0816,8539884.5850,98468322.3200,17278682.1284,12613820970.1143
2023-07-30,1690675200,4205810113.2475,2504580944.6222,1585049972.8909,1425329199.0000,700111277.3180,234103988.3985,137164856.4610,283402446.6379,743641490.7521,575721270.3421,122136323.0890,8300247.7357,96329959.2140,22547609.4077,12644229699.1166
2023-07-31,1690761600,4138125470.3728,2502434874.6184,1587528096.4329,1404429026.0000,698467903.8300,237194193.7499,136670094.0723,282646609.9011,750453858.4327,561520683.6400,121340570.0511,9001548.8096,96346023.7655,28981630.1483,12555140583.8246
2023-08-01,1690848000,4214595315.5471,2636029654.4804,1570724567.6346,1397427003.0000,700465536.6440,241873026.3059,134375153.2443,282838700.2229,742878280.4334,587497830.4312,119422768.7701,8886794.2781,94067544.5568,19044378.9309,12750126554.4797
2023-08-02,1690934400,4281340538.6806,2523959256.9294,1595436760.2050,1317554964.0000,698280448.2960,246930643.3945,128810167.5843,287185655.0706,790500995.3052,572419013.3526,119940298.3549,8334717.8883,98316266.3568,13090617.8025,12682100343.2207
2023-08-03,1691020800,4307083394.3371,2511499074.4286,1549993658.6627,1258095449.0000,701224732.3410,236598321.8065,127679933.3651,280681781.2809,738603873.8100,579714261.1186,116782472.5983,9101479.1042,109778393.6886,8952234.2484,12535789059.7900
2023-08-04,1691107200,4292133288.9626,2555229433.2300,1580818805.7399,1221198324.0000,716619635.0900,237573820.6138,123154151.5966,282140854.6316,749373121.7396,592686184.1967,118522758.8340,9257658.5683,92317476.7743,13905099.9215,12584930613.8989
2023-08-05,1691193600,4390070899.3246,2564607192.2771,1543496220.4017,1355029896.0000,709055280.7320,248593746.6864,125166900.7343,280952429.7998,730552715.3814,609739024.7186,118266380.0655,10876417.6059,90696043.9448,13380277.2981,12790483424.9702
2023-08-06,1691280000,4321150444.6895,2553516460.4928,1557097125.4825,1382900268.0000,707465067.6080,252188121.0729,122954234.5917,280782586.0362,734973452.5864,609896076.0583,118361044.8188,11102859.7701,91117571.8229,19898561.3375,12763403874.3676
2023-08-07,1691366400,4263466833.2946,2547508688.4640,1515336739.3449,1325833193.0000,707304854.1500,245319030.8580,120872435.2662,282266432.8752,725250264.3517,610316060.3486,116734646.9326,10509859.8793,89011278.7816,23677556.8900,12583407874.4367
2023-08-08,1691452800,4301705723.6248,2608168787.2578,1552823867.6457,1293026626.0000,700105128.2060,246974384.4380,116807596.3430,284979854.6736,651647393.7084,620397832.5739,118261131.1600,11722931.0487,92413659.5892,10649718.3332,12609684634.6023
2023-08-09,1691539200,4807974022.0197,2678259805.3868,1781504870.9816,1434157070.0000,725920962.4650,261988703.9688,118424566.1637,290389120.0650,466988477.3533,566831094.1288,110149041.4703,11203708.2935,94617936.8895,8552351.7337,13356961730.9197
2023-08-10,1691625600,4543971408.5843,2666444150.5853,1634751469.4655,1425105797.0000,733479262.3740,250657750.2179,123040764.0660,288539065.1893,448278197.0421,568719993.1288,122760674.1846,10307350.9277,90659520.5446,7891424.4122,12914606827.7223
2023-08-11,1691712000,4550908265.2619,2740659535.4437,1633207518.2443,1447008003.0000,722605355.0680,255364672.0843,121637951.0655,288325291.7827,461724775.7907,586512308.3231,124101955.6295,9775107.7591,93431122.2867,10495957.2583,13045757818.9978
2023-08-12,1691798400,4536092043.3246,2730469811.0360,1609504677.2613,1407034975.0000,707059403.2690,247919421.1368,119776282.8223,289898195.4569,483681511.6228,594757416.5773,120937579.8810,9674624.7245,91793903.4042,15424904.6777,12964024750.1944
2023-08-13,1691884800,4501962972.4608,2739195242.7308,1592044007.2324,1398346545.0000,706445308.1860,245399102.6509,118835530.8648,290026651.0160,490592705.7262,589630645.0500,120538524.9350,9814380.4154,93296658.5025,23040640.8972,12919168915.6680
2023-08-14,1691971200,4416200511.6476,2727224954.9283,1597952405.6543,1390944131.0000,701604973.1590,250704135.7646,116618956.3863,288620094.9059,468920533.1011,581858188.8387,119626107.8799,9968674.0054,93223856.0435,36012593.5568,12799480116.8714
2023-08-15,1692057600,4200170799.1621,2730782524.5824,1650792055.7083,1381439243.0000,708757339.5980,241516484.7470,115993558.3452,290056427.8961,463206054.5382,587278502.5221,121208218.7344,9842961.1655,125560632.2048,19727825.9418,12646332628.1459
2023-08-16,1692144000,4390947113.1161,2769783109.6939,1666990349.5084,1377646682.0000,725158805.4040,248416309.5671,121148004.9549,288355280.8033,492257137.7897,630434976.3829,120501959.0290,9912930.0968,95379861.0324,15348121.9904,12952280641.3689
2023-08-17,1692230400,4445649649.3233,2783167239.3376,1671264260.7268,1289691083.0000,732424857.9630,252230084.9765,128807871.8240,282529621.2132,513581867.7131,622616402.2115,117593317.9096,10401370.8156,105795929.9363,12782304.6807,12968535861.6312
2023-08-18,1692316800,3656443918.7424,1934949309.0517,1300525983.1482,1235619937.0000,740474306.1120,247203362.6915,76918361.7437,256327671.8175,425676651.3701,384576540.8439,90662547.5808,9428324.3705,82797912.4758,9229235.3255,10450834062.2736
2023-08-19,1692403200,3304565169.1784,1893209225.5228,1296466664.9586,1187849124.0000,689875918.9000,230400588.1764,79726721.4240,233488339.5344,405388763.7318,400141220.4709,87160463.7476,8449177.4093,85667157.1400,10290610.3538,9912679144.5480
