theDay,unixTs,capRealUSD
2022-07-27,1658880000,417230211518.1492
2022-10-04,1664841600,407604187495.7236
2023-07-20,1689811200,397427283543.7878
2020-12-29,1609200000,168306828968.3173
2021-05-02,1619913600,366963208876.71
2021-05-05,1620172800,369683733187.3019
2021-09-11,1631318400,393195832306.9429
2021-09-22,1632268800,395131736034.1337
2021-09-25,1632528000,395221241315.078
2021-10-01,1633046400,399615140797.1221
2021-10-02,1633132800,400258915964.1751
2021-10-06,1633478400,405729562583.1586
2021-10-08,1633651200,407709042876.2604
2021-10-09,1633737600,408298507164.3048
2021-10-13,1634083200,412435797225.3963
2021-10-14,1634169600,413682399073.6632
2021-10-17,1634428800,417417138295.4245
2021-10-26,1635206400,430786028129.5104
2021-10-28,1635379200,431871673235.6537
2021-11-21,1637452800,459614872445.9492
2021-11-26,1637884800,462131037742.404
2021-11-29,1638144000,463636790399.1703
2021-12-16,1639612800,462335647675.8177
2022-06-01,1654041600,451716148940.8604
2022-08-11,1660176000,416717214887.7457
2023-05-05,1683244800,387609003337.4863
2023-09-08,1694131200,394778929519.248
2021-04-19,1618790400,356373522447.3404
2021-09-12,1631404800,393457585609.9204
2021-08-31,1630368000,389390201413.2594
2021-09-14,1631577600,394079381146.0675
2021-09-17,1631836800,395777211861.3624
2021-12-12,1639267200,462270672671.6879
2021-12-13,1639353600,461674608122.5036
2021-12-14,1639440000,462195291200.8257
2021-12-21,1640044800,462335309448.1576
2021-12-28,1640649600,463383765865.0545
2021-12-31,1640908800,463115694273.5286
2022-01-06,1641427200,461737918335.1364
2022-02-11,1644537600,457683419060.1026
2022-02-16,1644969600,458872002136.1832
2022-02-27,1645920000,456623515563.3879
2022-03-18,1647561600,459717184269.5651
2022-03-19,1647648000,459906609802.3817
2022-03-21,1647820800,459971583282.2712
2022-03-22,1647907200,460437855465.8795
2022-03-27,1648339200,464501222640.3935
2022-04-01,1648771200,467380315332.2781
2023-09-01,1693526400,394981461716.4141
2023-09-05,1693872000,394849700476.6066
2023-12-03,1701561600,413839066740.6421
2020-12-24,1608768000,158837563273.2764
2021-12-06,1638748800,461797409208.4383
2021-12-10,1639094400,461754584867.7283
2022-04-03,1648944000,467652544331.371
2022-04-09,1649462400,467010663883.5197
2022-04-20,1650412800,467736562591.1548
2022-04-22,1650585600,468125166707.6487
2022-04-30,1651276800,466780281247.3719
2022-05-03,1651536000,465615683362.3505
2022-05-04,1651622400,466039712563.7599
2022-05-07,1651881600,464546326670.4087
2022-05-10,1652140800,460107708847.47
2022-05-12,1652313600,456174248582.5031
2022-05-13,1652400000,455319837094.0512
2022-05-18,1652832000,454730316493.4655
2022-05-25,1653436800,452828002126.708
2022-05-27,1653609600,451648033359.0609
2022-06-07,1654560000,449239644641.7253
2022-06-12,1654992000,446909064801.297
2022-06-17,1655424000,433410463497.191
2022-06-18,1655510400,431802792191.9088
2022-06-24,1656028800,429376353436.4711
2023-05-28,1685232000,391438707939.5846
2023-09-16,1694822400,394906595434.4134
2021-11-06,1636156800,442942235179.9193
2022-03-10,1646870400,459551898773.1941
2022-03-12,1647043200,459084931766.8271
2022-04-12,1649721600,466757889191.0814
2022-06-28,1656374400,428416033203.3033
2022-06-30,1656547200,426469839394.4905
2022-07-03,1656806400,425338165103.2223
2022-07-04,1656892800,425394526578.9632
2022-08-31,1661904000,413611846342.3347
2022-09-02,1662076800,413059771357.3572
2022-09-06,1662422400,412383253156.1531
2022-09-07,1662508800,412231230733.915
2022-09-13,1663027200,411080941317.1737
2022-09-15,1663200000,410119492230.4972
2022-09-30,1664496000,407720651373.6787
2022-10-06,1665014400,407382716783.9418
2022-10-07,1665100800,407194114853.7788
2022-10-10,1665360000,406852152078.4232
2022-10-14,1665705600,406110082744.7233
2022-10-20,1666224000,405613238094.3834
2022-10-22,1666396800,405279898044.8026
2022-10-27,1666828800,405571050479.0808
2022-10-28,1666915200,405580565105.2102
2022-11-01,1667260800,405343569439.1409
2022-03-08,1646697600,458230385685.7541
2022-06-03,1654214400,450330495243.1457
2022-07-09,1657324800,423671466484.1114
2022-08-28,1661644800,414250505351.7203
2022-11-02,1667347200,405216117180.1375
2022-11-11,1668124800,400426986443.9236
2022-11-13,1668297600,399172856852.893
2022-11-18,1668729600,391056164812.0308
2022-11-21,1668988800,389859878713.2973
2022-11-24,1669248000,389395206986.0163
2022-11-28,1669593600,388350809857.9981
2022-12-01,1669852800,387883677894.8506
2022-12-13,1670889600,385099809856.4327
2022-12-15,1671062400,384659703786.3481
2022-12-18,1671321600,384256680546.439
2022-12-20,1671494400,383627293474.1758
2022-12-23,1671753600,383069897430.6473
2022-12-24,1671840000,383014620584.5769
2022-12-28,1672185600,382058042399.3918
2023-01-04,1672790400,380404965552.2293
2023-01-08,1673136000,380011101226.2916
2023-01-12,1673481600,379797291359.1079
2023-09-02,1693612800,394983062788.3578
2023-09-17,1694908800,394938521609.2998
2022-06-02,1654128000,450793550906.51
2021-04-06,1617667200,335922143988.2082
2022-08-21,1661040000,415498922366.1205
2022-11-09,1667952000,401354961791.1188
2023-01-09,1673222400,379987235006.4806
2023-03-02,1677715200,383372442282.0661
2023-03-08,1678233600,381530339168.1431
2023-03-10,1678406400,381495245405.34906
2023-03-15,1678838400,383168747881.29034
2023-03-27,1679875200,386784180368.8001
2023-04-05,1680652800,382441809510.41565
2023-04-07,1680825600,382675240414.5514
2023-04-09,1680998400,383127914084.16925
2023-04-13,1681344000,384488720524.4551
2023-04-20,1681948800,385487392611.5266
2023-04-22,1682121600,385564690285.1903
2023-04-28,1682640000,386470094019.4988
2023-05-02,1682985600,386692019551.7939
2023-05-03,1683072000,387382112617.7604
2023-05-09,1683590400,389635006611.5918
2023-05-12,1683849600,389583097015.1234
2023-05-14,1684022400,389661436514.1691
2023-05-19,1684454400,390229820665.7953
2023-05-24,1684886400,390894320588.7183
2020-09-19,1600473600,115334494550.8729
2020-11-01,1604188800,121616964062.965
2020-09-14,1600041600,114797273597.5866
2021-01-19,1611014400,215625470131.0797
2021-01-30,1611964800,222160285496.8974
2021-02-03,1612310400,225575853983.6732
2021-02-06,1612569600,230067166738.6406
2021-02-15,1613347200,251660098925.8878
2021-02-18,1613606400,259416913094.3885
2021-02-21,1613865600,270717042748.06
2021-03-02,1614643200,284027729813.2323
2021-03-15,1615766400,304574215782.0396
2021-03-19,1616112000,309791564688.3957
2022-03-07,1646611200,458531623668.6457
2023-03-18,1679097600,383966350947.5423
2023-03-28,1679961600,386936222286.4295
2023-05-25,1684972800,391198492798.5007
2023-05-29,1685318400,391543173594.3618
2023-05-31,1685491200,391747325110.4015
2023-06-05,1685923200,391787230938.1524
2023-06-06,1686009600,392058050214.6708
2023-06-11,1686441600,391965940265.3891
2023-06-14,1686700800,391828489963.3488
2023-06-18,1687046400,392048829720.9878
2020-04-30,1588204800,102600329260.3245
2021-01-12,1610409600,207302594514.4577
2021-05-23,1621728000,370037956980.9358
2021-05-27,1622073600,370391733817.2277
2021-06-14,1623628800,369751146330.306
2021-07-19,1626652800,362645503190.624
2021-07-20,1626739200,362495552726.925
2021-07-25,1627171200,362432537144.3876
2021-07-27,1627344000,366844575219.5609
2021-07-31,1627689600,373931234685.7521
2021-08-08,1628380800,376083624624.4737
2021-08-09,1628467200,377189695534.4468
2021-08-10,1628553600,377796612812.6354
2021-08-19,1629331200,382248068271.7271
2021-08-21,1629504000,383721676132.9737
2021-08-29,1630195200,388750063840.4605
2023-06-20,1687219200,392090011879.5002
2023-06-26,1687737600,394069389508.3093
2023-06-27,1687824000,394477761440.38403
2023-06-28,1687910400,394886133372.4587
2023-07-06,1688601600,395961583118.0277
2023-07-09,1688860800,396250759441.1541
2023-07-14,1689292800,396988523023.2743
2023-07-18,1689638400,397161311519.7786
2021-01-11,1610323200,206446735538.1196
2021-04-05,1617580800,330468773465.2844
2021-04-10,1618012800,340157685714.5203
2021-04-27,1619481600,361861612346.4473
2021-09-03,1630627200,391440022123.1887
2021-09-07,1630972800,392435216117.1203
2021-09-20,1632096000,395284019677.9331
2021-10-07,1633564800,407044881826.6608
2021-10-16,1634342400,416795127544.8707
2021-12-11,1639180800,462141246590.3755
2022-02-04,1643932800,455466450517.6292
2022-02-07,1644192000,456605954573.655
2022-02-08,1644278400,457037461962.3863
2022-02-14,1644796800,458035349555.3828
2022-02-18,1645142400,457864946870.9678
2022-02-23,1645574400,456946138238.7128
2022-02-26,1645833600,456877347647.0612
2022-03-02,1646179200,459565092844.5379
2022-03-15,1647302400,459114858332.1309
2022-04-06,1649203200,467366162380.9487
2022-04-15,1649980800,467381688410.2629
2022-04-28,1651104000,467510535371.7521
2022-07-06,1657065600,424445324971.1278
2020-11-27,1606435200,136810308945.0854
2022-01-02,1641081600,463316912263.3352
2022-01-10,1641772800,460480250973.0679
2022-01-15,1642204800,460602756123.0329
2022-01-16,1642291200,460676824784.9858
2022-05-02,1651449600,466248352961.7088
2022-05-28,1653696000,451673432067.5556
2022-06-06,1654473600,449731699765.1985
2022-06-14,1655164800,438981624864.9772
2022-07-13,1657670400,421735247491.1706
2022-07-23,1658534400,417878715328.1351
2022-07-24,1658620800,417817552525.5182
2022-08-07,1659830400,416911796722.7712
2022-08-09,1660003200,416464897990.1167
2022-08-13,1660348800,416892143749.9327
2022-08-14,1660435200,416864886148.5242
2022-08-22,1661126400,415262534289.3539
2022-08-23,1661212800,415153934323.9194
2022-08-26,1661472000,414509776491.4616
2022-09-08,1662595200,412019429571.9411
2022-09-25,1664064000,408697870414.9208
2022-10-08,1665187200,407038178038.554
2022-10-12,1665532800,406303729190.3995
2022-11-03,1667433600,405180760568.4778
2021-02-08,1612742400,234851284682.5558
2022-07-28,1658966400,417481163617.1195
2022-07-29,1659052800,417496216965.4882
2022-08-04,1659571200,416832541106.2599
2022-11-07,1667779200,404610978329.3101
2022-11-12,1668211200,399444797845.949
2022-11-29,1669680000,388179955926.0157
2022-12-03,1670025600,387561998299.0924
2022-12-12,1670803200,385192847955.6437
2023-01-24,1674518400,381669928769.3711
2023-01-28,1674864000,381550487463.1452
2023-01-31,1675123200,381892725957.4916
2023-02-07,1675728000,382939496304.2243
2023-02-08,1675814400,382994280412.6073
2023-02-11,1676073600,382773313259.2183
2023-02-14,1676332800,382785458630.1851
2023-02-18,1676678400,383649800779.5338
2023-02-19,1676764800,383718454340.9363
2023-02-22,1677024000,383847036225.0893
2023-02-23,1677110400,383924108738.559
2023-05-17,1684281600,390255458624.07983
2023-06-25,1687651200,393833973362.0959
2023-07-08,1688774400,396174241718.26
2023-07-21,1689897600,397352190098.6163
2022-01-31,1643587200,452685000129.0253
2020-01-21,1579564800,102344184493.8664
2020-01-18,1579305600,102286126428.7496
2020-01-25,1579910400,102462406313.5881
2020-01-28,1580169600,102737888034.0492
2020-01-29,1580256000,102945486900.2472
2020-02-03,1580688000,103480775189.1565
2021-03-26,1616716800,318864818201.9773
2023-01-13,1673568000,380133857271.4862
2023-01-14,1673654400,380400994064.5559
2023-01-21,1674259200,381337303651.51843
2023-02-27,1677456000,383676090085.76196
2023-03-13,1678665600,382499346890.9138
2023-04-12,1681257600,384200258527.01575
2023-07-22,1689984000,397373944204.5901
2023-07-23,1690070400,397395698310.56384
2023-07-27,1690416000,397097044604.3316
2023-08-01,1690848000,395871167393.1583
2023-08-02,1690934400,395743478909.7468
2023-08-03,1691020800,395789755931.7505
2023-08-07,1691366400,395942150039.0408
2023-08-17,1692230400,396170641826.5548
2023-10-29,1698537600,401879133736.2802
2020-01-04,1578096000,101036412408.7862
2020-01-06,1578268800,101126865906.1019
2023-04-21,1682035200,385488285731.5541
2023-08-18,1692316800,395888192456.3659
2023-09-27,1695772800,395384661870.2875
2023-10-06,1696550400,396153932981.5812
2023-10-07,1696636800,396292140459.2949
2023-10-09,1696809600,396477865679.6872
2023-10-12,1697068800,396439294312.7527
2023-10-13,1697155200,396429079056.5845
2023-10-14,1697241600,396634452964.4886
2023-10-18,1697587200,397151749542.7673
2023-10-19,1697673600,397109839449.4073
2023-10-21,1697846400,397570117185.7872
2023-10-31,1698710400,402641311069.877
2023-11-04,1699056000,404343235669.976
2023-11-10,1699574400,407233793467.8674
2023-11-16,1700092800,408691020217.3131
2023-11-17,1700179200,408945436657.0107
2023-12-10,1702166400,419632371512.8127
2020-01-22,1579651200,102369848901.9898
2020-05-01,1588291200,102783875443.9618
2020-08-25,1598313600,114111936307.5859
2023-09-24,1695513600,395394663818.2054
2023-09-28,1695859200,395484040046.5131
2023-09-29,1695945600,395547385699.0414
2023-11-19,1700352000,409304066671.8948
2023-11-21,1700524800,410107725058.6296
2023-11-25,1700870400,411311870651.9951
2023-11-30,1701302400,412551750141.7416
2023-12-04,1701648000,415271160726.3088
2023-12-07,1701907200,418319840433.6804
2023-12-14,1702512000,421694535580.7205
2023-12-17,1702771200,422676766733.0467
2023-12-19,1702944000,423849867452.6957
2024-01-01,1704067200,430319012111.1063
2024-01-03,1704240000,431540462383.8361
2024-05-12,1715472000,570838225406.7783
2020-04-29,1588118400,102340367913.6403
2020-04-27,1587945600,101504524323.4217
2020-09-27,1601164800,115618317703.052
2024-06-03,1717372800,594224806253.1998
2024-06-04,1717459200,595224074058.111
2020-09-28,1601251200,115651826895.2056
2024-05-29,1716940800,591979927005.8171
2024-05-30,1717027200,592358396235.1562
2024-05-31,1717113600,592628538944.0369
2020-06-28,1593302400,107195466849.4856
2024-01-04,1704326400,435329819020.5637
2024-05-16,1715817600,574297634194.7001
2020-09-06,1599350400,114748434383.6832
2020-09-16,1600214400,115047354323.8148
2020-09-17,1600300800,115126175033.3156
2020-07-28,1595894400,109150950631.3126
2020-08-26,1598400000,114194205097.7015
2020-09-08,1599523200,114702002575.6411
2020-10-24,1603497600,119735492272.4794
2020-10-28,1603843200,120682164963.2051
2024-01-06,1704499200,436180453550.6381
2024-01-08,1704672000,437254354640.6979
2024-01-09,1704758400,438098628976.8307
2024-05-21,1716249600,578291984630.157
2024-06-14,1718323200,601516157019.2301
2020-11-03,1604361600,123821859755.702
2020-08-20,1597881600,113744850275.946
2025-06-05,1749081600,933572018472.4742
2020-08-28,1598572800,114379801428.6105
2024-01-11,1704931200,439590037572.1074
2024-01-14,1705190400,439466785681.6775
2021-04-16,1618531200,351095563422.8698
2020-09-05,1599264000,114743215909.8291
2020-09-10,1599696000,114717315942.1296
2020-11-21,1605916800,133982102300.2411
2024-05-18,1715990400,575340171034.3475
2024-06-27,1719446400,605648911595.3063
2020-09-30,1601424000,115896327087.4274
2024-01-16,1705363200,441834618813.8676
2024-01-17,1705449600,442043646452.1088
2020-12-28,1609113600,165655201742.7143
2024-01-19,1705622400,443186400445.5712
2020-12-10,1607558400,142585683445.7198
2024-05-13,1715558400,571310079356.8295
2024-06-29,1719619200,605752829919.5707
2020-12-09,1607472000,142369647045.6231
2020-01-13,1578873600,101520326642.513
2020-12-21,1608508800,154004997046.6681
2020-12-26,1608940800,160403583103.8951
2024-01-20,1705708800,443262725861.7219
2024-01-22,1705881600,443209671694.8117
2024-06-05,1717545600,596158336178.8933
2024-06-07,1717718400,598391564390.7833
2024-06-16,1718496000,601978749497.148
2020-01-15,1579046400,102021107895.0704
2020-01-14,1578960000,101840688560.9695
2021-01-02,1609545600,177063574058.3621
2021-01-05,1609804800,185562691006.3166
2021-01-15,1610668800,212272369159.2638
2021-01-26,1611619200,217610679908.9626
2024-01-23,1705968000,443468041873.5044
2024-05-22,1716336000,578982872803.9436
2021-01-07,1609977600,194858858482.2081
2020-01-10,1578614400,101416965191.3341
2024-01-25,1706140800,444752934922.4507
2020-01-17,1579219200,102236615640.1906
2020-01-09,1578528000,101333716720.7137
2021-01-14,1610582400,211142283537.5156
2021-03-06,1614988800,287516815480.9114
2021-03-16,1615852800,306206688670.8914
2024-01-28,1706400000,445579143212.6607
2020-02-23,1582416000,106102726637.6973
2020-02-26,1582675200,106173882835.3136
2021-01-27,1611705600,218656661778.8758
2021-03-10,1615334400,293741018445.9692
2024-01-29,1706486400,446050047007.0886
2024-05-19,1716076800,575613314204.7723
2020-02-13,1581552000,105426599277.921
2020-02-12,1581465600,105296824794.8006
2020-02-24,1582502400,106136289747.8602
2020-02-25,1582588800,106264619977.5256
2020-02-27,1582761600,106120968660.7598
2021-03-31,1617148800,325177638580.5706
2021-04-13,1618272000,345106468256.1422
2021-04-28,1619568000,362516035290.3053
2024-01-30,1706572800,447024483879.048
2024-02-01,1706745600,447977879771.0765
2024-06-08,1717804800,598693753538.0466
2024-06-09,1717891200,598959744679.146
2021-04-24,1619222400,358805137388.224
2021-05-01,1619827200,366434439636.8498
2021-04-18,1618704000,355991570315.2288
2024-02-05,1707091200,448745198980.3439
2024-02-06,1707177600,449409607116.6846
2024-02-07,1707264000,449919762024.2082
2024-05-14,1715644800,571571036420.832
2024-06-10,1717977600,599364482509.2336
2021-03-05,1614902400,286945047632.2714
2021-03-30,1617062400,323820224022.8983
2021-04-17,1618617600,352023513703.3893
2021-04-23,1619136000,358128779232.3552
2021-05-11,1620691200,376512255675.3784
2021-05-18,1621296000,375613200715.1066
2021-05-25,1621900800,370532083707.5747
2024-02-09,1707436800,451395226000.1077
2024-02-10,1707523200,451836070315.4234
2024-02-15,1707955200,457654740309.3204
2024-05-23,1716422400,579575254847.6062
2024-06-12,1718150400,601192402840.0994
2020-10-07,1602028800,116123482319.4278
2021-03-25,1616630400,316881441527.8909
2021-06-26,1624665600,363797677210.399
2021-07-14,1626220800,362311541233.8899
2021-07-21,1626825600,362668443375.7352
2021-07-24,1627084800,362318172544.4652
2021-07-29,1627516800,372971955973.5864
2021-08-03,1627948800,373863209139.074
2021-08-30,1630281600,388967492827.2877
2021-09-10,1631232000,393067482438.6095
2021-09-29,1632873600,397706945575.5047
2021-10-03,1633219200,400563739341.667
2021-10-05,1633392000,402652387952.238
2021-10-31,1635638400,435569361606.6363
2021-11-11,1636588800,450155463110.7655
2024-02-12,1707696000,453491652259.7363
2024-02-14,1707868800,456835336360.12445
2024-02-18,1708214400,459238150872.0672
2024-02-19,1708300800,460675813788.98303
2024-02-22,1708560000,462773901926.65674
2024-02-23,1708646400,463628500672.8875
2024-06-13,1718236800,601326564007.0085
2020-01-05,1578182400,101049110271.7659
2020-01-30,1580342400,103144533423.613
2020-02-02,1580601600,103399015303.432
2021-06-13,1623542400,369002502758.5603
2021-09-19,1632009600,396212217786.2665
2021-09-27,1632700800,397988912214.1715
2021-11-27,1637971200,462119259747.9326
2021-12-09,1639008000,462040211572.9786
2021-12-27,1640563200,463942433153.0122
2021-12-29,1640736000,462984715971.5546
2022-01-05,1641340800,462129584502.9146
2022-01-14,1642118400,460525951967.7937
2024-02-25,1708819200,464280166645.9579
2024-02-28,1709078400,475702794040.54205
2024-02-29,1709164800,477828353070.70435
2024-03-01,1709251200,481196610523.1641
2024-03-03,1709424000,482430361992.9623
2024-05-15,1715731200,573737174271.1437
2024-05-24,1716508800,580184008880.1715
2024-05-25,1716595200,580462468790.8202
2024-06-23,1719100800,604911131737.0544
2024-06-24,1719187200,604369278949.466
2024-08-16,1723766400,619911058487.9376
2024-08-17,1723852800,619966963075.0308
2020-01-20,1579478400,102297212989.5937
2021-09-01,1630454400,390183820587.351
2021-09-13,1631491200,393385996562.9523
2020-01-03,1578009600,101041684011.7009
2021-09-16,1631750400,395534060266.905
2021-10-29,1635465600,433171150350.1262
2021-10-30,1635552000,433603590311.4149
2021-11-05,1636070400,442338811302.9709
2021-11-17,1637107200,459585270084.7298
2022-02-05,1644019200,455676331211.1859
2022-02-13,1644710400,457954054959.749
2022-02-19,1645228800,457859933439.1201
2022-03-01,1646092800,459346749037.5614
2022-03-09,1646784000,459138758826.4227
2022-03-16,1647388800,459732590260.0424
2022-04-08,1649376000,466914156490.5693
2022-04-10,1649548800,466939442251.2002
2024-03-04,1709510400,486201755705.6598
2024-03-06,1709683200,497165481198.0172
2024-03-09,1709942400,505189074038.59393
2024-03-10,1710028800,506325628493.35
2024-05-27,1716768000,581644012872.5226
2024-07-13,1720828800,608099261628.4231
2021-10-23,1634947200,427271494767.3774
2021-08-26,1629936000,387753137455.4319
2022-01-13,1642032000,460522077251.8931
2022-01-23,1642896000,455389546707.6018
2022-02-02,1643760000,454755577111.7977
2022-02-06,1644105600,455859910680.4013
2022-04-25,1650844800,468136265833.1507
2022-05-01,1651363200,466890434391.4152
2022-05-15,1652572800,456240530581.0859
2022-05-17,1652745600,455451028992.1923
2022-05-23,1653264000,453058077280.765
2022-05-31,1653955200,452531028170.0922
2022-06-08,1654646400,448971725981.2604
2022-07-10,1657411200,423539831769.9011
2022-07-12,1657584000,421748321390.228
2022-07-17,1658016000,419820433026.1169
2024-03-11,1710115200,511089942617.75476
2024-03-12,1710201600,513690568076.734
2024-03-13,1710288000,522894919426.1667
2024-03-20,1710892800,529856780239.0329
2024-03-22,1711065600,531786125955.35986
2024-03-31,1711843200,549531275361.9261
2024-05-26,1716681600,580842931380.4526
2021-08-25,1629849600,387182064073.2873
2021-05-31,1622419200,369755976339.5215
2021-10-18,1634515200,420443792044.2737
2021-12-01,1638316800,464676705324.0941
2021-12-08,1638921600,462831419240.6122
2021-12-15,1639526400,462436613410.5047
2022-04-04,1649030400,468031201965.7244
2022-07-25,1658707200,417277465678.0206
2022-08-02,1659398400,417266087733.0647
2022-08-06,1659744000,416890959120.8986
2022-09-09,1662681600,412320092296.8519
2022-09-16,1663286400,410007512339.6224
2022-09-17,1663372800,409979229376.195
2022-09-23,1663891200,408858612633.8727
2022-10-01,1664582400,407678039188.364
2022-10-09,1665273600,407017929733.7698
2024-03-14,1710374400,525058116165.74774
2024-03-15,1710460800,526209520077.18115
2024-03-23,1711152000,537334389713.9541
2024-03-25,1711324800,543971946983.8237
2024-03-26,1711411200,544675588440.99603
2024-05-28,1716854400,591678716191.1666
2024-07-03,1719964800,606948204509.7095
2021-12-23,1640217600,463218883753.9591
2022-02-20,1645315200,457595753206.4039
2020-10-13,1602547200,116754640387.4289
2022-03-26,1648252800,463762114322.0423
2022-10-31,1667174400,405441264362.8094
2024-03-27,1711497600,545474528603.8193
2024-04-02,1712016000,554274039771.9917
2024-04-05,1712275200,556227824529.7819
2024-04-07,1712448000,557349803230.4858
2024-04-08,1712534400,558644274752.0319
2024-04-09,1712620800,559098407950.5752
2024-04-12,1712880000,560570797849.1256
2024-04-17,1713312000,561455956237.5405
2024-04-19,1713484800,563041635460.2357
2022-10-17,1665964800,405700910551.0223
2022-10-16,1665878400,406040626505.5405
2022-10-23,1666483200,405297937425.441
2022-10-30,1667088000,405510875287.1629
2022-11-08,1667865600,403793792483.8967
2022-11-20,1668902400,390581868187.3635
2022-11-22,1669075200,389387897611.2665
2022-12-07,1670371200,385875683687.4033
2022-12-14,1670976000,384778022382.1255
2022-12-22,1671667200,383228310007.3034
2022-12-30,1672358400,381601496818.6318
2023-01-05,1672876800,380283474933.0163
2023-01-11,1673395200,379565563611.0551
2024-04-22,1713744000,564142392447.0256
2024-07-04,1720051200,606457751007.4663
2021-06-25,1624579200,364108760183.1289
2022-06-16,1655337600,435117131404.1829
2022-06-25,1656115200,429505184011.162
2022-07-26,1658793600,416960829800.4651
2022-08-05,1659657600,416890229884.9691
2022-08-25,1661385600,414864747770.4683
2022-10-05,1664928000,407503117801.6719
2022-10-15,1665792000,406074836806.7806
2023-01-23,1674432000,381582194760.2892
2023-02-04,1675468800,382790111443.5788
2023-03-07,1678147200,381643122395.3166
2023-07-11,1689033600,396639681776.6111
2024-04-16,1713225600,561633628452.3347
2024-04-18,1713398400,562264611016.9644
2024-04-20,1713571200,563226037650.4675
2024-04-21,1713657600,563437024280.5541
2024-04-25,1714003200,567252475268.658
2024-04-26,1714089600,567367666981.8894
2024-04-27,1714176000,567643206130.7302
2024-04-29,1714348800,568658271246.1597
2024-05-01,1714521600,568174393259.8706
2024-05-02,1714608000,568160552693.7145
2021-06-21,1624233600,367901227405.834
2022-10-25,1666656000,405389997656.0384
2021-07-08,1625702400,362433442532.7516
2023-01-25,1674604800,381884788713.2856
2023-03-17,1679011200,383838148871.6669
2023-03-29,1680048000,387286680047.6814
2023-04-15,1681516800,384919045915.81537
2023-04-30,1682812800,386604240360.275
2024-05-03,1714694400,568798810195.2537
2024-05-04,1714780800,569075466670.7349
2024-05-05,1714867200,569222442205.227
2024-05-06,1714953600,569599772584.0151
2024-05-07,1715040000,569679659406.5769
2024-07-18,1721260800,611762076356.4891
2022-12-27,1672099200,382605035271.6564
2021-07-12,1626048000,362752967815.0314
2022-12-29,1672272000,381718338943.8831
2023-01-06,1672963200,380109280279.5458
2023-01-17,1673913600,380857683705.6016
2023-03-31,1680220800,381826950383.5726
2023-04-11,1681171200,383911796529.5764
2023-04-18,1681776000,385344636097.5781
2023-04-25,1682380800,385788963364.724
2023-05-15,1684108800,390097517741.7778
2023-06-17,1686960000,391913146635.6692
2023-06-29,1687996800,394944813583.6747
2023-07-01,1688169600,395852569671.7294
2023-07-26,1690329600,397460960628.4852
2023-08-11,1691712000,396237825713.4475
2023-09-07,1694044800,394814606601.9501
2023-09-12,1694476800,394595183274.5748
2023-03-04,1677888000,383242771600.7786
2021-07-15,1626307200,361847932592.2129
2023-03-12,1678579200,382164646395.7256
2023-05-10,1683676800,389608557496.1042
2023-05-16,1684195200,390244586364.2462
2023-06-09,1686268800,392070431634.7545
2023-06-22,1687392000,393013554740.052
2023-06-30,1688083200,395280545516.3863
2023-08-10,1691625600,396144433874.9296
2023-09-22,1695340800,395371325651.3427
2023-10-03,1696291200,395834098001.5368
2023-10-15,1697328000,396689976282.6548
2024-07-07,1720310400,607345741072.3717
2023-05-26,1685059200,391224486162.295
2023-05-22,1684713600,390858203942.5084
2024-07-22,1721606400,614735451763.6671
2021-08-06,1628208000,375335321476.0894
2023-07-29,1690588800,395807110652.4386
2021-08-05,1628121600,374595121828.3639
2023-08-09,1691539200,396121208702.8082
2023-08-31,1693440000,395069123331.104
2023-09-14,1694649600,394787374879.4711
2023-09-20,1695168000,395404169922.8584
2023-12-20,1703030400,424604869971.4198
2023-12-23,1703289600,425904504850.6704
2023-12-30,1703894400,429718630758.8146
2024-05-17,1715904000,575101324183.6816
2023-09-25,1695600000,395406200625.7989
2023-10-11,1696982400,396465837694.7019
2021-08-20,1629417600,383241846500.4739
2023-10-17,1697500800,397060548830.8652
2023-10-22,1697932800,397676633292.8856
2023-10-23,1698019200,398719878695.1244
2023-10-28,1698451200,401653330065.2088
2023-11-07,1699315200,405184407640.8084
2023-11-13,1699833600,407776623534.8382
2023-11-14,1699920000,407835277236.9297
2023-11-15,1700006400,408543227689.7136
2023-11-20,1700438400,409763747240.4492
2023-05-06,1683331200,388300737461.019
2023-05-18,1684368000,390266330883.9134
2021-08-27,1630022400,388216259309.6626
2023-08-26,1693008000,395266639208.3046
2023-08-27,1693094400,395324536095.7886
2023-10-04,1696377600,396014356854.9679
2023-10-27,1698364800,401421533156.6365
2023-11-23,1700697600,410840287521.0615
2023-11-27,1701043200,411603974779.6926
2023-12-02,1701475200,413511926222.6486
2023-12-05,1701734400,416400367380.8949
2023-02-20,1676851200,383846295887.3886
2020-12-14,1607904000,144762079063.8104
2023-04-03,1680480000,382180867745.8526
2023-05-27,1685145600,391254298488.611
2023-06-19,1687132800,391911725308.7287
2023-07-03,1688342400,396230960819.6622
2023-12-09,1702080000,419379765843.5656
2023-12-15,1702598400,422264807617.8775
2023-12-21,1703116800,425049790605.673
2023-12-24,1703376000,426402863246.9112
2023-12-31,1703980800,429953685551.6957
2022-10-13,1665619200,406232507892.2872
2023-02-03,1675382400,382633890231.0913
2023-02-28,1677542400,383504828436.2731
2023-03-23,1679529600,385846201552.6692
2024-07-25,1721865600,617192214243.8525
2022-07-01,1656633600,425802913676.5527
2022-08-08,1659916800,416999730535.6627
2022-08-29,1661731200,414292847744.3566
