loss,val_loss
0.06087147817015648,0.004050053656101227
0.012341419234871864,0.0009886771440505981
0.009767601266503334,0.0012103876797482371
0.006942810490727425,0.0020675084087997675
0.004710058216005564,0.0018844095757231116
0.003604683093726635,0.001241086283698678
0.0032870278228074312,0.0011372857261449099
0.0028001589234918356,0.0007144942646846175
0.0025656751822680235,0.0013189120218157768
0.0024026711471378803,0.0018559625605121255
0.0020048217847943306,0.0019979679491370916
0.001887612510472536,0.0016861787298694253
0.001603206736035645,0.0015395788941532373
0.0016149128787219524,0.0007189497700892389
0.0014767065877094865,0.0007580821984447539
0.0013785341288894415,0.0008417284698225558
0.0013661202974617481,0.0005796122131869197
0.0012986643705517054,0.0006317985244095325
0.00122117530554533,0.0006512384279631078
0.0012021211441606283,0.0006451676599681377
0.0009829688351601362,0.0007084806566126645
0.0010794270783662796,0.0006376159144565463
0.0011037287767976522,0.0006562139606103301
0.0009920037118718028,0.0009087463258765638
0.0009826708119362593,0.0008198581635951996
0.0009877773700281978,0.000794211751781404
0.0008912432822398841,0.0011396427871659398
