loss,val_loss
0.09066886454820633,0.006414719391614199
0.019724447280168533,0.0058766817674040794
0.015084833838045597,0.012298915535211563
0.013500397093594074,0.005101443268358707
0.010031593963503838,0.004370342940092087
0.007292109075933695,0.004756699316203594
0.0064813531935215,0.003620041999965906
0.004935184493660927,0.0023684888146817684
0.004378193989396095,0.0017575673991814256
0.004320984240621328,0.000993153778836131
0.0038910754956305027,0.003541812766343355
0.0037505230866372585,0.0019554479513317347
0.002707903040573001,0.00237006857059896
0.0033103725872933865,0.0016811513341963291
0.002774382708594203,0.0052103945054113865
0.002559209242463112,0.001028832863084972
0.0025772908702492714,0.0029644526075571775
0.002586247166618705,0.0018134608399122953
0.0023647567722946405,0.0044521125964820385
0.002123054815456271,0.002069131238386035
