loss,val_loss
0.12010292708873749,0.15147152543067932
0.030656924471259117,0.1271103322505951
0.016215864568948746,0.08168914169073105
0.011586617678403854,0.07991331815719604
0.008995961397886276,0.02824353240430355
0.00649107014760375,0.020519832149147987
0.00575754139572382,0.023458601906895638
0.004568791016936302,0.03946799039840698
0.003879484487697482,0.007653084117919207
0.0036388514563441277,0.012525717727839947
0.0029559622053056955,0.008499800227582455
0.002967206761240959,0.013556664809584618
0.002450428204610944,0.006509228143841028
0.002367850625887513,0.00629937881603837
0.0021616085432469845,0.00978417694568634
0.0021431082859635353,0.005494873970746994
0.0017936748918145895,0.006238526664674282
0.001789679634384811,0.001823090366087854
0.001542034326121211,0.007113343570381403
0.0015696033369749784,0.004592526704072952
0.00152974936645478,0.007113336585462093
0.0014371796278283,0.0015235579339787364
0.0012851620558649302,0.0040281591936945915
0.0012847515754401684,0.0032505043782293797
0.0013409381499513984,0.003926193341612816
0.0011642666067928076,0.006881969980895519
0.0012040968285873532,0.003832635236904025
0.001070930971764028,0.007637927774339914
0.001146805239841342,0.0029149563051760197
0.001087135635316372,0.003904274431988597
0.0009998745517805219,0.0055080619640648365
0.0010032668942585588,0.0024619160685688257
